obs_id,true_cell_id
0,0
1,4
2,5
3,7
4,8
5,9
6,10
7,11
8,14
9,16
10,18
11,19
12,20
13,22
14,23
15,25
16,26
17,28
18,29
19,31
20,32
21,33
22,36
23,37
24,38
25,40
26,42
27,43
28,45
29,46
30,47
31,48
32,49
33,50
34,51
35,52
36,54
37,55
38,56
39,57
40,59
41,60
42,62
43,64
44,65
45,66
46,67
47,70
48,71
49,75
50,76
51,77
52,79
53,80
54,81
55,82
56,83
57,84
58,85
59,86
60,87
61,88
62,89
63,90
64,91
65,93
66,94
67,95
68,98
69,99
70,100
71,102
72,104
73,105
74,106
75,107
76,109
77,110
78,111
79,112
80,113
81,114
82,115
83,116
84,118
85,119
86,120
87,121
88,122
89,123
90,124
91,125
92,126
93,127
94,128
95,129
96,130
97,131
98,132
99,134
100,135
101,136
102,137
103,138
104,139
105,140
106,141
107,142
108,143
109,144
110,145
111,146
112,147
113,148
114,149
115,150
116,151
117,152
118,153
119,154
120,155
121,156
122,157
123,158
124,159
125,160
126,161
127,162
128,163
129,164
130,165
131,166
132,167
133,168
134,169
