descendant_obs_id,ancestor_obs_id
0,0
1,1
2,3
3,4
4,5
5,6
6,8
7,9
8,10
9,11
10,12
11,13
12,15
13,16
14,17
15,18
16,19
17,25
18,27
19,29
20,30
21,31
22,32
23,33
24,34
25,35
26,36
27,38
28,40
29,41
30,44
31,47
32,48
33,49
34,50
35,51
36,52
37,53
38,54
39,55
40,56
41,57
42,59
43,60
44,62
45,63
46,64
47,65
48,66
49,67
50,68
51,69
52,70
53,71
54,73
55,75
56,76
57,77
58,78
59,80
60,81
61,82
62,85
63,86
64,87
65,88
66,89
67,90
68,91
69,92
70,93
71,94
72,95
73,96
74,97
75,98
76,99
77,100
78,102
79,103
80,104
81,105
82,107
83,108
84,110
85,112
86,113
87,114
88,115
89,116
90,117
91,119
92,120
93,121
94,122
95,123
96,124
97,125
98,126
99,127
100,128
101,129
102,130
103,131
104,132
105,133
106,134
107,135
108,137
109,141
110,142
111,143
112,145
113,147
114,149
115,150
116,151
117,152
118,153
119,155
120,156
121,158
122,159
123,160
124,162
125,164
126,167
127,168
128,169
129,170
130,171
131,172
132,176
133,177
134,178
135,180
136,181
137,182
138,183
139,185
140,186
141,139
142,173
143,161
144,161
145,101
146,101
147,7
148,79
149,79
150,188
151,188
152,72
153,72
154,21
155,21
156,175
157,175
158,106
159,106
160,101
161,101
162,22
163,22
164,43
165,140
166,140
167,24
168,157
169,157
170,139
171,187
172,154
173,154
174,109
175,109
176,24
177,24
178,118
179,118
180,20
181,20
182,24
183,24
184,7
185,7
186,187
187,187
188,148
189,148
190,111
191,111
192,163
193,101
194,2
195,165
196,165
197,138
198,138
199,39
200,42
201,42
202,84
203,84
204,146
205,146
206,28
207,28
208,61
209,61
210,174
211,174
212,14
213,14
214,166
215,166
216,45
217,45
218,26
219,26
220,83
221,23
222,23
223,46
224,46
225,139
226,139
227,74
228,74
229,136
230,136
231,39
232,39
233,138
234,144
235,144
236,184
237,184
238,43
239,43
240,146
241,83
242,83
243,146
244,146
245,163
246,163
247,37
248,37
249,58
250,58
251,179
252,179
253,39
254,39
255,2
256,2
257,138
258,138
259,101
260,101
261,173
262,173
