descendant_obs_id,ancestor_obs_id
0,0
1,1
2,3
3,4
4,6
5,7
6,8
7,9
8,11
9,12
10,13
11,14
12,15
13,16
14,18
15,21
16,22
17,23
18,24
19,25
20,28
21,29
22,30
23,31
24,34
25,35
26,36
27,37
28,39
29,41
30,43
31,44
32,45
33,46
34,47
35,48
36,49
37,50
38,51
39,52
40,53
41,54
42,55
43,58
44,59
45,60
46,64
47,65
48,66
49,67
50,68
51,69
52,71
53,72
54,73
55,74
56,75
57,76
58,77
59,80
60,81
61,83
62,84
63,85
64,86
65,88
66,89
67,90
68,92
69,93
70,94
71,95
72,96
73,97
74,98
75,99
76,100
77,101
78,102
79,104
80,105
81,106
82,107
83,108
84,109
85,110
86,112
87,113
88,114
89,115
90,116
91,117
92,118
93,120
94,121
95,122
96,123
97,124
98,125
99,127
100,128
101,130
102,131
103,132
104,133
105,135
106,136
107,137
108,139
109,141
110,142
111,144
112,145
113,146
114,57
115,57
116,19
117,32
118,40
119,138
120,138
121,79
122,78
123,63
124,63
125,20
126,20
127,40
128,40
129,126
130,91
131,91
132,62
133,62
134,79
135,79
136,103
137,103
138,33
139,33
140,78
141,78
142,17
143,17
144,140
145,140
146,42
147,42
148,19
149,19
150,143
151,143
152,87
153,87
154,10
155,10
156,134
157,134
158,119
159,38
160,38
161,126
162,126
163,61
164,61
165,129
166,129
167,27
168,27
169,17
170,17
171,111
172,111
173,32
174,32
175,70
176,70
177,82
178,82
179,56
180,56
181,119
182,119
183,26
184,26
185,5
186,5
187,2
188,2
