cell_id,parent_id,founder_id,birth_time,div_time
0,-1,0,0.000000,
1,-1,1,0.000000,1.994988
2,-1,2,0.000000,
3,-1,3,0.000000,
4,-1,4,0.000000,0.481305
5,-1,5,0.000000,0.115390
6,-1,6,0.000000,0.045753
7,-1,7,0.000000,0.501074
8,-1,8,0.000000,1.619486
9,-1,9,0.000000,0.545524
10,-1,10,0.000000,0.542788
11,-1,11,0.000000,0.350554
12,-1,12,0.000000,
13,-1,13,0.000000,0.289513
14,-1,14,0.000000,0.780070
15,-1,15,0.000000,
16,-1,16,0.000000,1.060503
17,-1,17,0.000000,1.133066
18,-1,18,0.000000,0.343854
19,-1,19,0.000000,0.295988
20,-1,20,0.000000,0.597160
21,-1,21,0.000000,0.966561
22,-1,22,0.000000,
23,-1,23,0.000000,
24,-1,24,0.000000,
25,-1,25,0.000000,0.160263
26,-1,26,0.000000,1.296489
27,-1,27,0.000000,1.195881
28,-1,28,0.000000,0.292968
29,-1,29,0.000000,0.883524
30,-1,30,0.000000,
31,-1,31,0.000000,
32,-1,32,0.000000,
33,-1,33,0.000000,0.654844
34,-1,34,0.000000,
35,-1,35,0.000000,0.329009
36,-1,36,0.000000,
37,-1,37,0.000000,1.808631
38,-1,38,0.000000,1.058047
39,-1,39,0.000000,0.283955
40,-1,40,0.000000,0.568352
41,-1,41,0.000000,
42,-1,42,0.000000,
43,-1,43,0.000000,
44,-1,44,0.000000,
45,-1,45,0.000000,0.375381
46,-1,46,0.000000,0.100019
47,-1,47,0.000000,
48,-1,48,0.000000,0.492991
49,-1,49,0.000000,0.651829
50,-1,50,0.000000,0.922482
51,-1,51,0.000000,0.465414
52,-1,52,0.000000,
53,-1,53,0.000000,0.866796
54,-1,54,0.000000,
55,-1,55,0.000000,0.049886
56,-1,56,0.000000,0.429179
57,-1,57,0.000000,0.906554
58,-1,58,0.000000,1.335207
59,-1,59,0.000000,0.519858
60,-1,60,0.000000,0.695922
61,-1,61,0.000000,0.087548
62,-1,62,0.000000,1.896377
63,-1,63,0.000000,
64,-1,64,0.000000,0.935913
65,-1,65,0.000000,1.208300
66,-1,66,0.000000,1.020039
67,-1,67,0.000000,
68,-1,68,0.000000,
69,-1,69,0.000000,
70,-1,70,0.000000,0.418259
71,-1,71,0.000000,
72,-1,72,0.000000,0.345570
73,-1,73,0.000000,1.469067
74,-1,74,0.000000,0.535116
75,-1,75,0.000000,0.011992
76,-1,76,0.000000,0.086297
77,-1,77,0.000000,1.510576
78,-1,78,0.000000,0.156337
79,-1,79,0.000000,
80,-1,80,0.000000,0.698070
81,-1,81,0.000000,1.458579
82,-1,82,0.000000,1.317433
83,-1,83,0.000000,0.099897
84,-1,84,0.000000,1.146748
85,-1,85,0.000000,
86,-1,86,0.000000,0.165560
87,-1,87,0.000000,1.527004
88,-1,88,0.000000,
89,-1,89,0.000000,0.831516
90,-1,90,0.000000,
91,-1,91,0.000000,
92,-1,92,0.000000,1.042174
93,-1,93,0.000000,0.647938
94,-1,94,0.000000,1.289811
95,-1,95,0.000000,1.762947
96,-1,96,0.000000,1.040637
97,-1,97,0.000000,0.763242
98,-1,98,0.000000,1.737418
99,-1,99,0.000000,0.783152
100,75,75,0.011992,
101,75,75,0.011992,
102,6,6,0.045753,0.684292
103,6,6,0.045753,1.950256
104,55,55,0.049886,0.529486
105,55,55,0.049886,0.437628
106,76,76,0.086297,1.466213
107,76,76,0.086297,1.187634
108,61,61,0.087548,1.961721
109,61,61,0.087548,0.726438
110,83,83,0.099897,0.886260
111,83,83,0.099897,1.065444
112,46,46,0.100019,0.368297
113,46,46,0.100019,
114,5,5,0.115390,0.521308
115,5,5,0.115390,0.539892
116,78,78,0.156337,0.605769
117,78,78,0.156337,1.055166
118,25,25,0.160263,0.428813
119,25,25,0.160263,0.514825
120,86,86,0.165560,1.905761
121,86,86,0.165560,
122,39,39,0.283955,
123,39,39,0.283955,1.129666
124,13,13,0.289513,
125,13,13,0.289513,1.494287
126,28,28,0.292968,
127,28,28,0.292968,
128,19,19,0.295988,0.329977
129,19,19,0.295988,0.603171
130,35,35,0.329009,
131,35,35,0.329009,1.382875
132,128,19,0.329977,0.384447
133,128,19,0.329977,
134,18,18,0.343854,0.570188
135,18,18,0.343854,1.393626
136,72,72,0.345570,0.957295
137,72,72,0.345570,1.009366
138,11,11,0.350554,0.384816
139,11,11,0.350554,1.778388
140,112,46,0.368297,0.471347
141,112,46,0.368297,
142,45,45,0.375381,
143,45,45,0.375381,0.812465
144,132,19,0.384447,1.202623
145,132,19,0.384447,0.603666
146,138,11,0.384816,0.833287
147,138,11,0.384816,
148,70,70,0.418259,1.220323
149,70,70,0.418259,
150,118,25,0.428813,1.337869
151,118,25,0.428813,
152,56,56,0.429179,1.111851
153,56,56,0.429179,
154,105,55,0.437628,1.532792
155,105,55,0.437628,1.418641
156,51,51,0.465414,1.973752
157,51,51,0.465414,0.986497
158,140,46,0.471347,1.750632
159,140,46,0.471347,0.780534
160,4,4,0.481305,1.007955
161,4,4,0.481305,1.324268
162,48,48,0.492991,
163,48,48,0.492991,1.326781
