cell_id,parent_id,founder_id,birth_time,div_time
0,-1,0,0.000000,1.840794
1,-1,1,0.000000,0.030775
2,-1,2,0.000000,
3,-1,3,0.000000,0.979193
4,-1,4,0.000000,1.281371
5,-1,5,0.000000,1.848820
6,-1,6,0.000000,0.974239
7,-1,7,0.000000,
8,-1,8,0.000000,
9,-1,9,0.000000,0.487350
10,-1,10,0.000000,
11,-1,11,0.000000,0.210910
12,-1,12,0.000000,1.074722
13,-1,13,0.000000,0.070631
14,-1,14,0.000000,0.832751
15,-1,15,0.000000,
16,-1,16,0.000000,
17,-1,17,0.000000,1.917472
18,-1,18,0.000000,0.060874
19,-1,19,0.000000,0.130138
20,-1,20,0.000000,
21,-1,21,0.000000,
22,-1,22,0.000000,0.349687
23,-1,23,0.000000,
24,-1,24,0.000000,0.480180
25,-1,25,0.000000,0.594080
26,-1,26,0.000000,1.346443
27,-1,27,0.000000,0.525713
28,-1,28,0.000000,0.629480
29,-1,29,0.000000,
30,-1,30,0.000000,0.165680
31,-1,31,0.000000,0.306549
32,-1,32,0.000000,0.096290
33,-1,33,0.000000,0.081985
34,-1,34,0.000000,
35,-1,35,0.000000,1.966047
36,-1,36,0.000000,0.142193
37,-1,37,0.000000,
38,-1,38,0.000000,0.416097
39,-1,39,0.000000,1.582546
40,-1,40,0.000000,0.965850
41,-1,41,0.000000,0.881141
42,-1,42,0.000000,1.228888
43,-1,43,0.000000,0.167323
44,-1,44,0.000000,1.089459
45,-1,45,0.000000,0.016985
46,-1,46,0.000000,1.124453
47,-1,47,0.000000,0.440956
48,-1,48,0.000000,0.265866
49,-1,49,0.000000,1.376549
50,-1,50,0.000000,0.538953
51,-1,51,0.000000,0.736929
52,-1,52,0.000000,1.099956
53,-1,53,0.000000,
54,-1,54,0.000000,1.366491
55,-1,55,0.000000,
56,-1,56,0.000000,0.843945
57,-1,57,0.000000,1.333919
58,-1,58,0.000000,0.544686
59,-1,59,0.000000,
60,-1,60,0.000000,0.149299
61,-1,61,0.000000,0.792073
62,-1,62,0.000000,
63,-1,63,0.000000,0.380052
64,-1,64,0.000000,
65,-1,65,0.000000,
66,-1,66,0.000000,1.593870
67,-1,67,0.000000,
68,-1,68,0.000000,1.628402
69,-1,69,0.000000,0.190465
70,-1,70,0.000000,0.324367
71,-1,71,0.000000,
72,-1,72,0.000000,1.455226
73,-1,73,0.000000,
74,-1,74,0.000000,1.052566
75,-1,75,0.000000,0.466995
76,-1,76,0.000000,
77,-1,77,0.000000,0.462919
78,-1,78,0.000000,
79,-1,79,0.000000,0.398441
80,-1,80,0.000000,1.309451
81,-1,81,0.000000,0.945419
82,-1,82,0.000000,0.505842
83,-1,83,0.000000,0.383569
84,-1,84,0.000000,1.126111
85,-1,85,0.000000,
86,-1,86,0.000000,0.315974
87,-1,87,0.000000,1.362228
88,-1,88,0.000000,0.381915
89,-1,89,0.000000,0.860364
90,-1,90,0.000000,0.094227
91,-1,91,0.000000,0.680774
92,-1,92,0.000000,0.629401
93,-1,93,0.000000,1.377792
94,-1,94,0.000000,0.166929
95,-1,95,0.000000,
96,-1,96,0.000000,
97,-1,97,0.000000,
98,-1,98,0.000000,
99,-1,99,0.000000,1.817956
100,45,45,0.016985,0.221021
101,45,45,0.016985,0.241492
102,1,1,0.030775,0.913904
103,1,1,0.030775,1.533937
104,18,18,0.060874,
105,18,18,0.060874,0.284619
106,13,13,0.070631,0.473831
107,13,13,0.070631,
108,33,33,0.081985,0.416171
109,33,33,0.081985,
110,90,90,0.094227,1.775978
111,90,90,0.094227,0.276035
112,32,32,0.096290,
113,32,32,0.096290,1.456441
114,19,19,0.130138,0.604593
115,19,19,0.130138,0.602873
116,36,36,0.142193,0.223994
117,36,36,0.142193,
118,60,60,0.149299,
119,60,60,0.149299,0.939311
120,30,30,0.165680,1.333922
121,30,30,0.165680,0.462315
122,94,94,0.166929,1.672895
123,94,94,0.166929,
124,43,43,0.167323,0.470670
125,43,43,0.167323,1.542309
126,69,69,0.190465,0.830160
127,69,69,0.190465,
128,11,11,0.210910,0.426520
129,11,11,0.210910,
130,100,45,0.221021,
131,100,45,0.221021,0.663696
132,116,36,0.223994,
133,116,36,0.223994,1.673401
134,101,45,0.241492,0.362759
135,101,45,0.241492,0.418519
136,48,48,0.265866,
137,48,48,0.265866,
138,111,90,0.276035,1.086732
139,111,90,0.276035,1.650651
140,105,18,0.284619,1.388270
141,105,18,0.284619,0.284753
142,141,18,0.284753,0.369114
143,141,18,0.284753,1.769339
144,31,31,0.306549,
145,31,31,0.306549,
146,86,86,0.315974,
147,86,86,0.315974,0.714746
148,70,70,0.324367,1.074897
149,70,70,0.324367,
150,22,22,0.349687,
151,22,22,0.349687,
152,134,45,0.362759,0.377336
153,134,45,0.362759,1.371129
154,142,18,0.369114,1.317237
155,142,18,0.369114,
156,152,45,0.377336,0.904960
157,152,45,0.377336,
158,63,63,0.380052,1.962793
159,63,63,0.380052,
160,88,88,0.381915,
161,88,88,0.381915,1.669435
162,83,83,0.383569,
163,83,83,0.383569,
164,79,79,0.398441,0.842717
165,79,79,0.398441,
