cell_id,parent_id,founder_id,birth_time,div_time
0,-1,0,0.000000,0.783214
1,-1,1,0.000000,1.000789
2,-1,2,0.000000,1.665596
3,-1,3,0.000000,0.260894
4,-1,4,0.000000,1.596212
5,-1,5,0.000000,0.300965
6,-1,6,0.000000,1.890339
7,-1,7,0.000000,
8,-1,8,0.000000,1.033091
9,-1,9,0.000000,0.166039
10,-1,10,0.000000,0.173406
11,-1,11,0.000000,0.530712
12,-1,12,0.000000,1.407271
13,-1,13,0.000000,0.278329
14,-1,14,0.000000,
15,-1,15,0.000000,1.262585
16,-1,16,0.000000,0.720584
17,-1,17,0.000000,
18,-1,18,0.000000,
19,-1,19,0.000000,
20,-1,20,0.000000,0.342303
21,-1,21,0.000000,0.876508
22,-1,22,0.000000,0.602526
23,-1,23,0.000000,0.886075
24,-1,24,0.000000,1.720862
25,-1,25,0.000000,
26,-1,26,0.000000,
27,-1,27,0.000000,1.974962
28,-1,28,0.000000,
29,-1,29,0.000000,
30,-1,30,0.000000,1.646008
31,-1,31,0.000000,0.117390
32,-1,32,0.000000,0.706427
33,-1,33,0.000000,1.175667
34,-1,34,0.000000,0.503788
35,-1,35,0.000000,1.532403
36,-1,36,0.000000,
37,-1,37,0.000000,
38,-1,38,0.000000,
39,-1,39,0.000000,0.946376
40,-1,40,0.000000,0.013041
41,-1,41,0.000000,1.213873
42,-1,42,0.000000,0.072450
43,-1,43,0.000000,0.522070
44,-1,44,0.000000,1.145698
45,-1,45,0.000000,0.359450
46,-1,46,0.000000,
47,-1,47,0.000000,0.639598
48,-1,48,0.000000,1.767342
49,-1,49,0.000000,0.771086
50,-1,50,0.000000,0.039111
51,-1,51,0.000000,0.478464
52,-1,52,0.000000,0.123135
53,-1,53,0.000000,
54,-1,54,0.000000,
55,-1,55,0.000000,
56,-1,56,0.000000,0.755544
57,-1,57,0.000000,0.653285
58,-1,58,0.000000,0.396560
59,-1,59,0.000000,
60,-1,60,0.000000,1.664313
61,-1,61,0.000000,0.553412
62,-1,62,0.000000,
63,-1,63,0.000000,1.858150
64,-1,64,0.000000,1.644382
65,-1,65,0.000000,
66,-1,66,0.000000,
67,-1,67,0.000000,
68,-1,68,0.000000,
69,-1,69,0.000000,0.389945
70,-1,70,0.000000,1.614225
71,-1,71,0.000000,
72,-1,72,0.000000,
73,-1,73,0.000000,1.120225
74,-1,74,0.000000,
75,-1,75,0.000000,0.143893
76,-1,76,0.000000,
77,-1,77,0.000000,1.484453
78,-1,78,0.000000,1.500983
79,-1,79,0.000000,
80,-1,80,0.000000,1.320498
81,-1,81,0.000000,0.338463
82,-1,82,0.000000,
83,-1,83,0.000000,0.246535
84,-1,84,0.000000,0.547573
85,-1,85,0.000000,0.923790
86,-1,86,0.000000,0.963332
87,-1,87,0.000000,0.036470
88,-1,88,0.000000,1.059973
89,-1,89,0.000000,1.289128
90,-1,90,0.000000,0.861876
91,-1,91,0.000000,0.077699
92,-1,92,0.000000,
93,-1,93,0.000000,0.017498
94,-1,94,0.000000,0.395198
95,-1,95,0.000000,0.109983
96,-1,96,0.000000,
97,-1,97,0.000000,0.386284
98,-1,98,0.000000,
99,-1,99,0.000000,0.109684
100,40,40,0.013041,1.865626
101,40,40,0.013041,0.680349
102,93,93,0.017498,1.833303
103,93,93,0.017498,0.874732
104,87,87,0.036470,
105,87,87,0.036470,0.273248
106,50,50,0.039111,0.395812
107,50,50,0.039111,
108,42,42,0.072450,0.927155
109,42,42,0.072450,1.116942
110,91,91,0.077699,1.816902
111,91,91,0.077699,0.218748
112,99,99,0.109684,
113,99,99,0.109684,
114,95,95,0.109983,0.714464
115,95,95,0.109983,1.059567
116,31,31,0.117390,0.564090
117,31,31,0.117390,0.143621
118,52,52,0.123135,0.395932
119,52,52,0.123135,1.986655
120,117,31,0.143621,0.635853
121,117,31,0.143621,0.487003
122,75,75,0.143893,0.910306
123,75,75,0.143893,0.862709
124,9,9,0.166039,
125,9,9,0.166039,
126,10,10,0.173406,0.583720
127,10,10,0.173406,0.647962
128,111,91,0.218748,1.287161
129,111,91,0.218748,0.907816
130,83,83,0.246535,1.485483
131,83,83,0.246535,0.272317
132,3,3,0.260894,1.274382
133,3,3,0.260894,0.296120
134,131,83,0.272317,
135,131,83,0.272317,0.813557
136,105,87,0.273248,1.378443
137,105,87,0.273248,0.479186
138,13,13,0.278329,0.301627
139,13,13,0.278329,
140,133,3,0.296120,1.907976
141,133,3,0.296120,0.503867
142,5,5,0.300965,1.204852
143,5,5,0.300965,0.444901
144,138,13,0.301627,1.143021
145,138,13,0.301627,
146,81,81,0.338463,1.106878
147,81,81,0.338463,0.785872
148,20,20,0.342303,0.359595
149,20,20,0.342303,
150,45,45,0.359450,
151,45,45,0.359450,
152,148,20,0.359595,1.068087
153,148,20,0.359595,0.787953
154,97,97,0.386284,
155,97,97,0.386284,1.478972
156,69,69,0.389945,
157,69,69,0.389945,
158,94,94,0.395198,0.675904
159,94,94,0.395198,1.118389
160,106,50,0.395812,
161,106,50,0.395812,
162,118,52,0.395932,1.226380
163,118,52,0.395932,
164,58,58,0.396560,0.925469
165,58,58,0.396560,1.326015
166,143,5,0.444901,1.593584
167,143,5,0.444901,0.506485
168,51,51,0.478464,
169,51,51,0.478464,0.716489
170,137,87,0.479186,
171,137,87,0.479186,1.191511
172,121,31,0.487003,1.214023
173,121,31,0.487003,1.040350
174,34,34,0.503788,0.675903
175,34,34,0.503788,0.608588
176,141,3,0.503867,1.255500
177,141,3,0.503867,
178,167,5,0.506485,0.771410
179,167,5,0.506485,1.499966
180,43,43,0.522070,
181,43,43,0.522070,0.665106
182,11,11,0.530712,
183,11,11,0.530712,1.138715
184,84,84,0.547573,1.640442
185,84,84,0.547573,1.126997
186,61,61,0.553412,0.583372
187,61,61,0.553412,
188,116,31,0.564090,1.611768
189,116,31,0.564090,
190,186,61,0.583372,
191,186,61,0.583372,
192,126,10,0.583720,
193,126,10,0.583720,0.982428
194,22,22,0.602526,0.710980
195,22,22,0.602526,1.066066
196,175,34,0.608588,0.708608
197,175,34,0.608588,
198,120,31,0.635853,
199,120,31,0.635853,0.807276
200,47,47,0.639598,0.850712
201,47,47,0.639598,
202,127,10,0.647962,0.957025
203,127,10,0.647962,1.004001
204,57,57,0.653285,
205,57,57,0.653285,
206,181,43,0.665106,0.718776
207,181,43,0.665106,1.060202
208,174,34,0.675903,0.908473
209,174,34,0.675903,1.747824
210,158,94,0.675904,
211,158,94,0.675904,0.940977
212,101,40,0.680349,1.675162
213,101,40,0.680349,
214,32,32,0.706427,1.031117
215,32,32,0.706427,
216,196,34,0.708608,1.399146
217,196,34,0.708608,1.012705
218,194,22,0.710980,
219,194,22,0.710980,1.782349
220,114,95,0.714464,0.951942
221,114,95,0.714464,
222,169,51,0.716489,
223,169,51,0.716489,1.211303
224,206,43,0.718776,
225,206,43,0.718776,0.914876
226,16,16,0.720584,1.637778
227,16,16,0.720584,
228,56,56,0.755544,1.806087
229,56,56,0.755544,1.481356
