descendant_obs_id,ancestor_obs_id
0,1
1,7
2,8
3,17
4,20
5,23
6,24
7,26
8,28
9,32
10,36
11,41
12,43
13,47
14,49
15,52
16,54
17,58
18,61
19,63
20,66
21,67
22,68
23,74
24,75
25,76
26,78
27,80
28,81
29,85
30,87
31,91
32,93
33,94
34,95
35,97
36,105
37,107
38,108
39,109
40,110
41,112
42,114
43,115
44,119
45,122
46,123
47,127
48,135
49,136
50,137
51,140
52,14
53,125
54,30
55,69
56,125
57,125
58,113
59,42
60,42
61,59
62,120
63,131
64,11
65,50
66,56
67,56
68,101
69,65
70,101
71,88
72,111
73,25
74,22
75,18
76,77
77,77
78,131
79,101
80,3
81,5
82,5
83,117
84,117
85,19
86,128
87,90
88,131
89,131
90,65
91,102
92,102
93,77
94,92
95,101
96,101
97,96
98,21
99,21
100,11
101,131
102,131
103,73
104,69
105,59
106,59
107,100
108,31
109,126
110,126
111,30
112,25
113,0
114,10
115,10
116,77
117,55
118,65
119,133
120,133
121,90
122,34
123,124
124,29
125,33
126,138
127,138
128,124
129,64
130,9
131,82
132,55
133,141
134,141
135,130
136,70
137,70
138,104
139,121
140,121
141,82
142,82
143,96
144,27
145,124
146,124
147,29
148,142
149,132
150,132
151,83
152,92
153,96
154,96
155,25
156,25
157,34
158,34
159,116
160,116
161,139
162,139
163,31
164,2
165,2
166,118
167,37
168,37
169,27
170,92
171,73
172,103
173,103
174,55
175,55
176,125
177,125
178,19
179,19
180,129
181,22
182,22
183,72
184,72
185,57
186,71
187,71
188,130
189,130
190,51
191,51
192,118
193,118
194,133
195,18
196,18
197,0
198,0
199,90
200,90
201,55
202,55
203,88
204,62
205,62
206,73
207,73
208,39
209,39
210,57
211,9
212,37
213,77
214,77
215,131
216,131
217,131
218,9
219,9
220,92
221,92
222,106
223,79
224,92
225,92
226,89
227,64
228,64
229,99
230,99
231,27
232,100
233,11
234,11
235,113
236,113
237,27
238,27
239,104
240,104
241,15
242,129
243,0
244,0
245,133
246,133
247,40
248,40
249,53
250,53
251,4
252,4
253,120
254,120
255,141
256,128
257,128
258,46
259,46
260,141
261,141
262,31
263,31
264,73
265,134
266,134
267,73
268,46
269,46
270,70
271,70
272,37
273,37
274,121
275,121
276,33
277,33
278,104
279,104
280,13
281,13
282,57
283,57
284,48
285,100
286,100
287,38
288,38
289,88
290,88
291,53
292,53
293,129
294,129
295,46
296,46
297,124
298,124
299,29
300,29
301,44
302,131
303,131
304,6
305,37
306,98
307,98
308,90
309,65
310,48
311,53
312,53
313,46
314,46
315,128
316,128
317,83
318,83
319,48
320,48
321,37
322,37
323,65
324,65
325,133
326,133
327,96
328,96
329,44
330,44
331,89
332,89
333,106
334,45
335,45
336,64
337,64
338,16
339,16
340,16
341,16
342,46
343,46
344,69
345,69
346,142
347,142
348,92
349,92
350,111
351,111
352,64
353,133
354,133
355,35
356,35
357,73
358,73
359,84
360,84
361,60
362,60
363,3
364,3
365,12
366,12
367,53
368,53
369,79
370,79
371,60
372,60
373,6
374,50
375,50
376,30
377,30
378,6
379,6
380,73
381,73
382,106
383,106
384,120
385,120
386,90
387,90
388,46
389,46
390,13
391,13
392,83
393,83
394,88
395,88
396,16
397,16
398,116
399,116
400,14
401,14
402,64
403,64
404,65
405,65
406,141
407,141
408,37
409,37
410,90
411,90
412,77
413,77
414,86
415,86
416,15
417,15
