descendant_obs_id,ancestor_obs_id
0,1
1,3
2,4
3,5
4,6
5,9
6,11
7,12
8,13
9,15
10,16
11,17
12,19
13,22
14,25
15,26
16,27
17,28
18,29
19,30
20,31
21,32
22,33
23,35
24,36
25,37
26,38
27,39
28,40
29,43
30,44
31,45
32,46
33,47
34,48
35,49
36,50
37,53
38,54
39,55
40,56
41,57
42,58
43,59
44,62
45,63
46,64
47,65
48,66
49,67
50,68
51,69
52,70
53,71
54,72
55,73
56,76
57,77
58,78
59,79
60,80
61,81
62,82
63,83
64,84
65,86
66,88
67,89
68,92
69,96
70,97
71,98
72,99
73,102
74,104
75,105
76,107
77,109
78,110
79,112
80,114
81,115
82,117
83,118
84,119
85,120
86,121
87,122
88,124
89,125
90,126
91,128
92,130
93,132
94,133
95,134
96,136
97,137
98,138
99,139
100,140
101,141
102,143
103,146
104,147
105,148
106,151
107,152
108,155
109,156
110,157
111,158
112,159
113,160
114,162
115,163
116,165
117,166
118,169
119,170
120,171
121,172
122,174
123,176
124,178
125,179
126,180
127,181
128,183
129,184
130,187
131,188
132,189
133,190
134,191
135,193
136,194
137,161
138,161
139,167
140,135
141,14
142,14
143,185
144,185
145,34
146,129
147,129
148,127
149,127
150,196
151,196
152,113
153,113
154,123
155,123
156,74
157,74
158,21
159,91
160,91
161,111
162,111
163,150
164,0
165,8
166,8
167,192
168,192
169,41
170,186
171,106
172,106
173,182
174,182
175,24
176,90
177,90
178,20
179,23
180,23
181,100
182,100
183,145
184,145
185,90
186,142
187,135
188,135
189,7
190,7
191,108
192,60
193,41
194,87
195,108
196,108
197,94
198,10
199,10
200,164
201,164
202,177
203,177
204,87
205,87
206,60
207,60
208,167
209,167
210,18
211,34
212,90
213,90
214,41
215,20
216,20
217,103
218,103
219,61
220,95
221,95
222,61
223,61
224,0
225,0
226,195
227,195
228,168
229,168
230,150
231,150
232,24
233,24
234,131
235,131
236,101
237,101
238,142
239,142
240,21
241,21
242,2
243,2
244,85
245,85
246,153
247,153
248,144
249,144
250,18
251,18
252,149
253,149
254,197
255,197
256,75
257,75
258,34
259,34
260,41
261,41
262,116
263,116
264,173
265,173
266,186
267,186
268,93
269,93
270,154
271,154
272,52
273,52
274,42
275,42
276,51
277,51
278,94
279,94
280,175
281,175
