descendant_obs_id,ancestor_obs_id
0,2
1,3
2,4
3,6
4,8
5,10
6,11
7,12
8,16
9,27
10,29
11,37
12,38
13,40
14,50
15,61
16,64
17,65
18,66
19,67
20,68
21,69
22,71
23,72
24,73
25,78
26,80
27,83
28,90
29,91
30,92
31,93
32,94
33,95
34,97
35,87
36,82
37,47
38,0
39,20
40,20
41,15
42,41
43,21
44,28
45,36
46,18
47,26
48,26
49,84
50,84
51,41
52,41
53,88
54,22
55,22
56,36
57,79
58,53
59,60
60,51
61,34
62,75
63,54
64,18
65,39
66,55
67,75
68,87
69,87
70,85
71,98
72,53
73,85
74,63
75,63
76,58
77,33
78,96
79,96
80,53
81,53
82,53
83,25
84,25
85,74
86,48
87,7
88,39
89,32
90,32
91,59
92,79
93,21
94,21
95,35
96,79
97,79
98,75
99,75
100,13
101,76
102,9
103,9
104,25
105,25
106,86
107,86
108,85
109,85
110,88
111,34
112,89
113,55
114,48
115,14
116,14
117,36
118,36
119,85
120,85
121,17
122,63
123,62
124,62
125,62
126,19
127,63
128,48
129,43
130,63
131,63
132,33
133,13
134,13
135,24
136,24
137,70
138,70
139,42
140,42
141,81
142,81
143,45
144,18
145,44
146,49
147,14
148,14
149,63
150,63
151,57
152,74
153,74
154,47
155,47
156,60
157,5
158,5
159,18
160,18
161,76
162,76
163,75
164,35
165,89
166,89
167,33
168,99
169,99
170,60
171,60
172,63
173,63
174,17
175,17
176,34
177,30
178,30
179,99
180,99
181,63
182,63
183,82
184,31
185,31
186,82
187,82
188,98
189,98
190,23
191,52
192,52
193,63
194,63
195,88
196,88
197,33
198,33
199,35
200,35
201,62
202,62
203,28
204,28
205,49
206,49
207,75
208,46
209,45
210,45
211,55
212,79
213,46
214,46
215,30
216,30
217,86
218,86
219,54
220,54
221,19
222,19
223,75
224,75
225,51
226,51
227,56
228,26
229,39
230,39
231,48
232,48
233,70
234,70
235,33
236,33
237,62
238,62
239,33
240,33
241,59
242,59
243,77
244,77
245,63
246,63
247,79
248,79
249,88
250,55
251,18
252,18
253,74
254,74
255,45
256,45
257,18
258,55
259,55
260,13
261,43
262,43
263,58
264,58
265,21
266,56
267,56
268,88
269,88
270,82
271,82
272,34
273,34
274,0
275,48
276,48
277,44
278,48
279,48
280,45
281,45
282,81
283,81
284,21
285,21
286,33
287,33
288,7
289,7
290,88
291,88
292,57
293,57
294,26
295,26
296,59
297,59
298,88
299,88
300,57
301,57
302,15
303,15
304,56
305,56
306,23
307,23
308,34
309,34
310,44
311,44
312,17
313,17
314,0
315,0
316,1
317,1
318,18
319,18
320,13
321,13
