descendant_obs_id,ancestor_obs_id
0,0
1,1
2,2
3,3
4,5
5,8
6,10
7,15
8,16
9,17
10,21
11,22
12,23
13,25
14,26
15,27
16,30
17,31
18,32
19,33
20,34
21,37
22,39
23,44
24,45
25,49
26,50
27,51
28,52
29,55
30,56
31,61
32,62
33,63
34,65
35,66
36,70
37,73
38,75
39,76
40,78
41,82
42,86
43,92
44,93
45,94
46,96
47,98
48,99
49,101
50,103
51,108
52,109
53,110
54,115
55,117
56,119
57,121
58,122
59,124
60,126
61,130
62,91
63,42
64,42
65,87
66,87
67,79
68,54
69,88
70,88
71,7
72,6
73,104
74,13
75,100
76,89
77,68
78,68
79,35
80,24
81,77
82,77
83,35
84,43
85,43
86,57
87,7
88,83
89,13
90,13
91,72
92,91
93,91
94,127
95,127
96,74
97,74
98,57
99,57
100,4
101,114
102,114
103,38
104,38
105,20
106,84
107,40
108,40
109,36
110,91
111,91
112,46
113,46
114,64
115,64
116,106
117,14
118,14
119,24
120,125
121,125
122,9
123,128
124,128
125,107
126,48
127,111
128,111
129,48
130,48
131,71
132,71
133,67
134,67
135,89
136,7
137,90
138,28
139,6
140,72
141,72
142,11
143,11
144,85
145,28
146,28
147,54
148,83
149,120
150,120
151,95
152,12
153,12
154,90
155,104
156,104
157,60
158,60
159,64
160,64
161,90
162,90
163,4
164,35
165,4
166,4
167,111
168,111
169,83
170,81
171,81
172,100
173,36
174,36
175,24
176,24
177,9
178,9
179,19
180,106
181,106
182,19
183,19
184,64
185,64
186,112
187,112
188,47
189,47
190,89
191,89
192,116
193,116
194,9
195,9
196,9
197,79
198,79
199,54
200,54
201,85
202,85
203,113
204,69
205,69
206,113
207,113
208,18
209,18
210,113
211,59
212,59
213,29
214,29
215,129
216,129
217,7
218,7
219,41
220,41
221,118
222,118
223,29
224,29
225,20
226,20
227,54
228,54
229,83
230,83
231,64
232,64
233,113
234,113
235,131
236,131
237,102
238,102
239,105
240,105
241,107
242,107
243,95
244,95
245,123
246,123
247,100
248,100
249,131
250,131
251,6
252,6
253,24
254,24
255,35
256,35
257,58
258,58
259,80
260,80
261,53
262,53
263,9
264,9
265,84
266,84
267,4
268,4
269,97
270,97
