obs_id,true_cell_id
0,2
1,3
2,4
3,6
4,8
5,10
6,11
7,12
8,14
9,15
10,17
11,18
12,19
13,20
14,22
15,23
16,25
17,26
18,28
19,29
20,31
21,32
22,34
23,35
24,36
25,38
26,39
27,41
28,42
29,43
30,44
31,45
32,46
33,48
34,49
35,50
36,52
37,53
38,54
39,55
40,61
41,64
42,68
43,69
44,70
45,71
46,72
47,73
48,75
49,76
50,77
51,78
52,79
53,81
54,83
55,84
56,85
57,86
58,87
59,88
60,89
61,90
62,92
63,93
64,96
65,98
66,100
67,101
68,102
69,106
70,109
71,110
72,111
73,112
74,114
75,116
76,117
77,118
78,119
79,120
80,121
81,122
82,123
83,124
84,125
85,127
86,128
87,130
88,131
89,132
90,133
91,134
92,135
93,137
94,138
95,139
96,140
97,141
98,142
99,144
100,145
101,146
102,147
103,148
104,149
105,150
106,151
107,152
108,153
109,155
110,156
111,157
112,158
113,159
114,160
115,161
116,162
117,163
118,164
119,165
120,166
121,167
122,168
123,169
124,170
125,171
126,172
127,173
128,174
129,175
130,176
131,177
132,178
133,179
134,180
135,181
136,182
137,183
138,184
139,185
140,186
141,187
142,188
143,189
144,190
145,191
