obs_id,true_cell_id
0,2
1,8
2,10
3,11
4,12
5,20
6,25
7,29
8,42
9,44
10,45
11,46
12,49
13,54
14,69
15,71
16,73
17,76
18,77
19,78
20,79
21,85
22,90
23,92
24,100
25,102
26,110
27,114
28,116
29,123
30,127
31,132
32,133
33,138
34,142
35,146
36,149
37,155
38,161
39,162
40,163
41,166
42,167
43,169
44,184
45,189
46,191
47,194
48,196
49,197
50,198
51,204
52,207
53,209
54,214
55,217
56,218
57,220
58,224
59,226
60,228
61,231
62,232
63,238
64,239
65,241
66,244
67,245
68,247
69,252
70,253
71,255
72,258
73,259
74,266
75,267
76,269
77,270
78,271
79,273
80,274
81,275
82,281
83,283
84,284
85,286
86,288
87,289
88,291
89,294
90,297
91,305
92,306
93,307
94,308
95,309
96,310
97,315
98,317
99,318
100,320
101,321
102,324
103,325
104,326
105,327
106,328
107,329
108,330
109,333
110,334
111,335
112,336
113,337
114,342
115,345
116,346
117,348
118,349
119,350
120,351
121,353
122,356
123,357
124,359
125,361
126,362
127,365
128,368
129,369
130,370
131,371
132,373
133,374
134,377
135,378
136,379
137,380
138,382
139,383
140,384
141,387
142,388
143,389
144,390
145,391
146,392
147,393
148,394
149,395
150,396
151,398
152,399
153,401
154,402
155,403
156,404
157,408
158,411
159,414
160,416
161,419
162,420
163,421
164,422
165,423
166,425
167,427
168,428
169,430
170,431
171,434
172,437
173,438
174,441
175,442
176,444
177,446
178,448
179,449
180,450
181,452
182,453
183,454
184,456
185,458
186,459
187,461
188,463
189,464
190,466
191,468
192,469
193,470
194,471
195,472
196,473
197,474
198,475
199,476
200,478
201,479
202,482
203,483
204,484
205,485
206,486
207,487
208,489
209,490
210,492
211,495
212,496
213,497
214,498
215,501
216,502
217,503
218,504
219,505
220,506
221,507
222,508
223,509
224,511
225,512
226,513
227,514
228,516
229,518
230,519
231,521
232,522
233,523
234,524
235,525
236,526
237,528
238,529
239,530
240,531
241,532
242,533
243,534
244,537
245,538
246,539
247,540
248,541
249,543
250,544
251,545
252,546
253,547
254,549
255,550
256,551
257,552
258,554
259,555
260,556
261,557
262,558
263,559
264,560
265,561
266,563
267,564
268,565
269,566
270,567
271,568
272,569
273,570
274,571
275,572
276,575
277,576
278,577
279,578
280,579
281,580
282,581
283,582
284,584
285,585
286,586
287,587
288,588
289,589
290,590
291,591
292,592
293,593
294,594
295,595
296,596
297,598
298,599
299,600
300,601
301,602
302,604
303,605
304,606
305,607
306,608
307,609
308,610
309,611
310,612
311,613
312,614
313,615
314,619
315,620
316,622
317,623
318,624
319,625
320,626
321,627
322,628
323,629
324,631
325,632
326,633
327,634
328,635
329,636
330,637
331,639
332,641
333,642
334,643
335,644
336,645
337,646
338,647
339,648
340,649
341,650
342,651
343,652
344,653
345,654
346,655
347,656
348,657
349,658
350,659
351,660
352,661
353,662
354,663
355,664
356,665
357,666
358,667
359,668
360,669
361,670
362,671
363,672
364,673
365,674
366,675
367,676
368,677
369,678
370,679
371,680
372,681
373,682
374,683
375,684
376,685
377,686
378,687
379,688
380,689
381,690
382,691
383,692
384,693
385,694
386,695
387,696
388,697
389,698
390,699
391,700
392,701
393,702
394,703
395,704
396,705
397,706
398,707
399,708
400,709
401,710
402,711
403,712
404,713
405,714
406,715
407,716
408,717
