obs_id,true_cell_id
0,0
1,1
2,2
3,3
4,8
5,12
6,15
7,16
8,17
9,22
10,23
11,24
12,26
13,27
14,30
15,31
16,32
17,34
18,36
19,37
20,38
21,41
22,42
23,43
24,44
25,47
26,52
27,54
28,58
29,62
30,63
31,65
32,66
33,67
34,68
35,69
36,71
37,73
38,77
39,79
40,81
41,82
42,84
43,85
44,87
45,88
46,90
47,91
48,92
49,94
50,95
51,96
52,98
53,100
54,101
55,103
56,106
57,107
58,108
59,111
60,113
61,117
62,120
63,121
64,122
65,123
66,124
67,125
68,126
69,127
70,130
71,131
72,133
73,135
74,137
75,139
76,141
77,142
78,144
79,147
80,148
81,149
82,150
83,151
84,152
85,153
86,154
87,155
88,156
89,158
90,160
91,161
92,162
93,163
94,164
95,167
96,168
97,169
98,170
99,171
100,172
101,173
102,174
103,176
104,177
105,179
106,180
107,181
108,184
109,185
110,186
111,187
112,188
113,190
114,191
115,192
116,193
117,194
118,195
119,196
120,197
121,199
122,201
123,202
124,203
125,204
126,205
127,206
128,207
129,209
130,210
131,211
132,212
133,213
134,214
135,215
136,216
137,217
138,218
139,219
140,221
141,222
142,223
143,224
144,225
145,226
146,228
147,229
148,230
149,231
150,232
151,233
152,234
153,235
154,237
155,238
156,239
157,240
158,241
159,242
160,243
161,244
162,245
163,246
164,247
165,249
166,250
167,251
168,252
169,253
170,254
171,255
172,257
173,258
174,259
175,260
176,261
177,262
178,263
179,264
180,265
181,266
182,267
183,268
184,269
