obs_id,true_cell_id
0,1
1,2
2,3
3,4
4,5
5,6
6,8
7,10
8,11
9,12
10,16
11,23
12,27
13,29
14,31
15,37
16,38
17,40
18,44
19,46
20,49
21,50
22,52
23,56
24,61
25,64
26,65
27,66
28,67
29,68
30,69
31,71
32,72
33,73
34,77
35,78
36,80
37,83
38,90
39,91
40,92
41,93
42,94
43,95
44,97
45,103
46,104
47,106
48,107
49,108
50,109
51,110
52,111
53,112
54,114
55,115
56,117
57,119
58,122
59,123
60,125
61,126
62,131
63,132
64,133
65,136
66,137
67,138
68,139
69,140
70,141
71,144
72,146
73,148
74,149
75,150
76,153
77,154
78,156
79,157
80,159
81,161
82,163
83,164
84,166
85,167
86,168
87,169
88,171
89,176
90,178
91,179
92,180
93,182
94,183
95,185
96,186
97,188
98,191
99,192
100,195
101,198
102,200
103,202
104,203
105,205
106,206
107,208
108,209
109,210
110,211
111,212
112,213
113,215
114,217
115,219
116,221
117,222
118,223
119,224
120,225
121,227
122,228
123,229
124,231
125,233
126,235
127,236
128,237
129,238
130,239
131,240
132,241
133,243
134,244
135,245
136,246
137,247
138,248
139,249
140,250
141,251
142,252
143,254
144,255
145,256
146,257
147,258
148,259
149,260
150,261
151,262
152,263
153,264
154,266
155,267
156,268
157,269
158,272
159,273
160,274
161,275
162,276
163,277
164,278
165,279
166,280
167,281
168,282
169,283
170,284
171,285
172,286
173,288
174,289
175,290
176,291
177,292
178,293
179,294
180,295
181,296
182,297
183,298
184,300
185,301
186,303
187,304
188,305
189,306
190,307
191,308
192,310
193,311
194,312
195,313
196,314
197,315
198,316
199,317
200,318
201,319
202,320
203,321
204,322
205,323
206,324
207,325
208,326
209,327
210,328
211,329
212,330
213,331
214,332
215,333
216,334
217,335
