obs_id,true_cell_id
0,3
1,6
2,8
3,11
4,12
5,16
6,27
7,37
8,38
9,40
10,50
11,64
12,65
13,67
14,68
15,69
16,71
17,90
18,93
19,94
20,97
21,103
22,104
23,110
24,111
25,115
26,117
27,119
28,123
29,132
30,138
31,139
32,140
33,141
34,146
35,149
36,150
37,154
38,167
39,169
40,183
41,186
42,192
43,195
44,198
45,203
46,205
47,208
48,219
49,222
50,223
51,225
52,227
53,231
54,236
55,238
56,239
57,240
58,243
59,244
60,249
61,250
62,252
63,255
64,256
65,258
66,259
67,260
68,261
69,264
70,267
71,268
72,269
73,272
74,274
75,275
76,276
77,278
78,281
79,282
80,284
81,288
82,289
83,290
84,291
85,292
86,295
87,296
88,298
89,304
90,305
91,307
92,315
93,321
94,322
95,323
96,326
97,327
98,329
99,330
100,331
101,332
102,337
103,339
104,341
105,342
106,343
107,344
108,347
109,348
110,349
111,351
112,356
113,357
114,359
115,361
116,363
117,364
118,365
119,370
120,371
121,372
122,373
123,374
124,375
125,376
126,377
127,379
128,380
129,382
130,383
131,384
132,385
133,387
134,388
135,389
136,391
137,393
138,394
139,396
140,397
141,398
142,400
143,401
144,402
145,403
146,404
147,405
148,406
149,408
150,409
151,410
152,411
153,414
154,416
155,420
156,422
157,425
158,426
159,427
160,428
161,430
162,431
163,432
164,434
165,435
166,437
167,439
168,441
169,442
170,444
171,445
172,446
173,447
174,448
175,451
176,452
177,455
178,456
179,457
180,459
181,462
182,465
183,468
184,469
185,470
186,471
187,472
188,476
189,479
190,481
191,482
192,485
193,486
194,487
195,489
196,490
197,491
198,492
199,495
200,496
201,499
202,500
203,501
204,502
205,504
206,505
207,508
208,509
209,510
210,511
211,512
212,513
213,514
214,515
215,521
216,523
217,524
218,525
219,526
220,527
221,528
222,529
223,530
224,531
225,533
226,534
227,535
228,538
229,539
230,540
231,541
232,542
233,545
234,547
235,548
236,549
237,550
238,551
239,552
240,553
241,554
242,555
243,556
244,557
245,558
246,560
247,562
248,563
249,564
250,565
251,566
252,567
253,568
254,572
255,573
256,576
257,577
258,578
259,579
260,580
261,581
262,582
263,583
264,584
265,585
266,586
267,587
268,588
269,589
270,590
271,592
272,593
273,595
274,596
275,598
276,599
277,600
278,601
279,602
280,603
281,604
282,605
283,606
284,607
285,609
286,611
287,612
288,613
289,614
290,615
291,616
292,617
293,618
294,620
295,622
296,623
297,624
298,625
299,626
300,627
301,628
302,629
303,630
304,632
305,634
306,635
307,636
308,637
309,639
310,640
311,641
312,643
313,644
314,646
315,648
316,649
317,650
318,652
319,653
320,654
321,655
322,656
323,658
324,659
325,660
326,661
327,662
328,663
329,664
330,665
331,666
332,667
333,668
334,669
335,670
336,672
337,673
338,674
339,675
340,677
341,678
342,679
343,680
344,681
345,682
346,683
347,684
348,685
349,686
350,687
351,688
352,689
353,690
354,691
355,692
356,694
357,695
358,696
359,697
360,698
361,699
362,700
363,701
364,702
365,704
366,705
367,706
368,707
369,708
370,709
371,710
372,711
373,712
374,713
375,714
376,715
377,716
378,717
379,718
380,719
381,720
382,721
383,722
384,723
385,724
386,725
387,726
388,727
389,728
390,729
391,730
392,731
393,732
394,733
395,734
396,735
397,736
398,737
399,738
400,739
401,740
402,741
403,742
404,743
405,744
406,745
407,746
408,747
409,748
410,749
411,750
412,751
413,752
414,753
415,754
416,755
417,756
418,757
419,758
420,759
421,760
422,761
423,762
424,763
425,764
426,765
427,766
428,767
429,768
430,769
431,770
432,771
433,772
434,773
435,774
436,775
437,776
438,777
