obs_id,true_cell_id
0,0
1,2
2,3
3,4
4,5
5,6
6,7
7,8
8,10
9,12
10,14
11,15
12,16
13,17
14,20
15,21
16,23
17,25
18,26
19,27
20,28
21,29
22,34
23,35
24,37
25,39
26,40
27,41
28,42
29,44
30,46
31,49
32,50
33,51
34,52
35,53
36,54
37,55
38,56
39,57
40,58
41,59
42,61
43,62
44,64
45,65
46,66
47,67
48,68
49,71
50,72
51,73
52,74
53,76
54,78
55,80
56,81
57,82
58,84
59,85
60,87
61,89
62,91
63,92
64,93
65,95
66,96
67,97
68,98
69,99
70,102
71,103
72,104
73,107
74,109
75,110
76,112
77,113
78,114
79,115
80,117
81,118
82,119
83,120
84,122
85,123
86,125
87,126
88,127
89,129
90,130
91,131
92,132
93,133
94,136
95,137
96,138
97,139
98,140
99,143
100,144
101,145
102,146
103,147
104,148
105,149
106,150
107,151
108,153
109,154
110,155
111,156
112,157
113,158
114,159
115,160
116,161
117,162
118,163
119,164
120,165
121,166
122,167
123,168
124,170
125,171
126,172
127,173
128,174
129,175
130,176
131,177
132,178
133,179
134,180
135,181
136,183
137,184
138,185
139,186
140,187
141,188
142,189
143,190
144,191
145,192
146,193
