obs_id,x,y
0,14.946246,4.482253
1,6.525873,5.348855
2,12.750770,1.628514
3,15.896509,7.816224
4,13.463708,17.874031
5,21.733436,15.553955
6,18.954393,7.818392
7,2.952525,18.941113
8,4.258654,3.933218
9,3.361009,8.546791
10,-0.030414,4.369042
11,5.748018,5.591297
12,17.787262,5.110469
13,0.077861,13.851953
14,19.925514,14.511494
15,20.253101,7.485366
16,4.862048,8.854611
17,12.266331,1.539811
18,20.716019,6.109328
19,18.866230,2.338473
20,0.447967,5.225132
21,13.489415,13.008894
22,20.101388,16.423769
23,15.180374,3.018121
24,1.608774,-0.410948
25,4.158202,12.077703
26,-0.223987,11.170852
27,6.407670,8.349083
28,18.383758,6.054578
29,7.630314,6.604710
30,9.352665,5.329297
31,10.598109,14.861870
32,13.212451,10.400647
33,16.913437,9.921127
34,21.644847,14.590123
35,13.852687,13.166567
36,10.424275,14.422027
37,13.816589,9.284078
38,20.583052,5.854515
39,-0.150982,0.731611
40,10.573920,6.765322
41,3.795306,11.655128
42,8.882700,8.551154
43,0.826676,20.393022
44,0.051525,5.394703
45,3.329569,13.047117
46,21.039542,7.380118
47,0.388203,9.587106
48,4.709486,7.537340
49,0.261787,11.295444
50,10.024688,14.402182
51,8.553666,21.767427
52,2.805026,4.406716
53,2.542422,-1.294523
54,11.571893,21.287504
55,11.799053,17.289537
56,17.862644,4.111281
57,18.343208,6.738853
58,6.226611,8.514558
59,2.563061,7.249130
60,4.456506,4.876271
61,15.029571,13.403269
62,17.079056,11.104136
63,15.297298,15.340715
64,14.723028,13.556664
65,5.692284,3.648307
66,19.773769,16.729805
67,17.755952,12.459333
68,18.941708,16.306949
69,5.786701,7.647559
70,6.039642,6.353915
71,2.156361,12.408545
72,-0.581402,2.743249
73,-2.138524,3.122856
74,-1.169545,6.153896
75,20.208116,-1.529294
76,17.084613,0.475933
77,17.495311,15.144806
78,19.468757,16.541274
79,2.021390,1.363096
80,3.271771,2.778181
81,4.945429,17.712043
82,13.836352,18.923226
83,6.991329,10.515417
84,-0.083919,12.575311
85,-0.718478,8.813622
86,-1.381004,5.664178
87,9.091040,15.477024
88,10.984045,12.436677
89,2.032163,7.556139
90,-0.833634,10.460734
91,9.527712,2.627506
92,8.954142,4.787326
93,14.938549,19.437472
94,17.043182,19.599534
95,15.380580,1.025188
96,3.881715,19.581710
97,-0.998614,10.470782
98,-1.025075,10.854393
99,3.000222,7.877123
100,4.455873,5.895965
101,12.273162,7.654552
102,10.376792,0.452224
103,8.765252,1.092683
104,8.681642,16.734055
105,14.164346,1.826968
106,11.880368,2.617351
107,8.306881,15.437373
108,8.599238,13.035164
109,8.394552,10.941911
110,9.958032,7.449822
111,5.718634,19.262350
112,2.750426,20.392514
113,11.156529,4.584448
114,11.918245,2.655114
115,11.913494,6.190915
116,10.246390,5.754445
117,5.171606,6.342952
118,12.696283,2.026810
119,13.219494,3.433618
120,1.161764,15.410485
121,2.768790,14.185729
122,4.340286,6.154903
123,1.903632,8.363652
124,1.656092,5.127333
125,8.359065,2.483555
126,16.745633,20.805641
127,5.523778,18.999715
128,3.552867,21.786108
129,9.705701,14.298601
130,11.759705,13.062658
131,10.828886,0.988221
132,13.782706,1.590038
133,19.629156,4.521929
134,18.206441,3.116193
135,14.557122,0.094853
136,6.847562,4.162286
137,4.000317,5.637699
138,6.522713,11.084530
139,7.188960,10.550678
140,4.732554,11.135130
141,5.783869,12.039266
142,11.070954,17.822775
143,10.589007,19.278298
144,5.153127,1.237641
145,4.788722,0.078913
146,5.642233,3.883733
147,4.616295,2.570840
148,18.123944,14.847832
149,16.202769,15.446368
150,4.500657,20.976327
151,4.664251,19.064749
152,0.614634,14.202633
153,1.455147,14.912207
154,9.685172,16.554442
155,9.231197,15.607077
156,19.584768,11.915348
157,17.675286,12.631404
158,13.370494,0.326838
159,13.228478,-0.045854
160,17.725689,21.262569
161,17.269537,21.395420
162,6.863744,17.382272
163,6.146984,16.279636
164,18.403790,17.315227
165,18.225616,18.143839
166,4.847294,20.551031
167,14.963484,3.063142
168,15.141327,2.414180
169,13.303674,21.804852
170,13.688036,22.210699
171,15.382383,12.211705
172,14.457765,11.475717
173,4.981659,20.392977
174,4.797036,21.010241
175,3.353646,7.478633
176,3.284390,8.031336
177,9.596396,16.934002
178,10.724285,16.936069
179,5.348490,21.557604
180,7.049836,2.893536
181,7.142838,1.559445
182,4.572874,20.698427
183,4.205299,20.255553
184,13.205287,24.471700
185,13.040654,24.217290
186,0.121905,4.455800
187,0.031559,4.667943
