obs_id,true_cell_id
0,7
1,8
2,9
3,11
4,22
5,36
6,46
7,49
8,52
9,59
10,64
11,65
12,84
13,85
14,88
15,93
16,104
17,105
18,106
19,109
20,111
21,120
22,122
23,124
24,125
25,126
26,129
27,131
28,136
29,144
30,148
31,154
32,160
33,161
34,162
35,163
36,165
37,168
38,170
39,175
40,176
41,180
42,186
43,189
44,191
45,194
46,196
47,201
48,202
49,207
50,211
51,212
52,218
53,221
54,222
55,227
56,228
57,231
58,232
59,237
60,240
61,241
62,242
63,244
64,245
65,248
66,249
67,250
68,251
69,252
70,254
71,259
72,260
73,261
74,262
75,263
76,264
77,267
78,269
79,275
80,276
81,282
82,283
83,285
84,287
85,288
86,289
87,291
88,292
89,293
90,295
91,297
92,298
93,299
94,302
95,303
96,305
97,307
98,308
99,309
100,311
101,312
102,314
103,315
104,318
105,319
106,322
107,323
108,324
109,325
110,331
111,332
112,333
113,334
114,335
115,338
116,340
117,344
118,346
119,348
120,349
121,350
122,351
123,353
124,356
125,357
126,361
127,363
128,365
129,366
130,369
131,370
132,378
133,379
134,380
135,382
136,383
137,384
138,385
139,386
140,387
141,388
142,390
143,394
144,395
145,396
146,397
147,403
148,404
149,405
150,407
151,408
152,409
153,411
154,412
155,413
156,416
157,419
158,421
159,422
160,424
161,425
162,426
163,427
164,428
165,429
166,431
167,433
168,434
169,435
170,436
171,438
172,439
173,440
174,441
175,442
176,443
177,444
178,446
179,447
180,450
181,451
182,452
183,456
184,457
185,459
186,460
187,461
188,462
189,463
190,465
191,466
192,467
193,469
194,470
195,471
196,472
197,473
198,475
199,476
200,477
201,478
202,481
203,483
204,485
205,486
206,488
207,489
208,490
209,491
210,492
211,493
212,495
213,496
214,497
215,499
216,500
217,505
218,506
219,509
220,510
221,511
222,512
223,514
224,516
225,520
226,521
227,522
228,523
229,524
230,525
231,526
232,527
233,528
234,529
235,530
236,533
237,536
238,537
239,539
240,541
241,542
242,544
243,546
244,548
245,550
246,551
247,552
248,555
249,556
250,557
251,558
252,559
253,560
254,562
255,563
256,564
257,566
258,567
259,568
260,569
261,570
262,571
263,572
264,573
265,574
266,575
267,576
268,577
269,579
270,580
271,581
272,582
273,583
274,584
275,585
276,586
277,587
278,589
279,590
280,591
281,592
282,593
283,594
284,595
285,597
286,598
287,599
288,600
289,601
290,602
291,604
292,605
293,606
294,607
295,608
296,609
297,610
298,611
299,612
300,613
301,614
302,615
303,616
304,617
305,618
306,619
307,620
308,621
309,622
310,623
311,624
312,626
313,627
314,628
315,629
316,630
317,631
318,632
319,633
320,634
321,635
322,636
323,637
324,638
325,640
326,641
327,642
328,643
329,644
330,645
331,646
332,647
333,648
334,650
335,651
336,653
337,655
338,656
339,657
340,658
341,659
342,660
343,661
344,662
345,663
346,664
347,665
348,666
349,667
350,668
351,669
352,670
353,672
354,674
355,675
356,676
357,677
358,678
359,680
360,681
361,682
362,683
363,684
364,685
365,686
366,687
367,688
368,689
369,690
370,691
371,692
372,693
373,694
374,695
375,696
376,697
377,698
378,699
379,700
380,701
381,702
382,703
383,704
384,705
385,707
386,708
387,709
388,710
389,711
390,712
391,713
392,714
393,715
394,716
395,717
396,718
397,719
398,720
399,721
400,722
401,723
402,724
403,725
404,726
405,727
406,728
407,729
408,730
409,731
410,732
411,733
412,734
413,735
414,736
415,737
416,738
417,739
418,740
419,741
420,742
421,743
