cell_id,parent_id,founder_id,birth_time,div_time,div_x,div_y
0,-1,0,0.000000,,,
1,-1,1,0.000000,1.430805,8.120479,5.439310
2,-1,2,0.000000,,,
3,-1,3,0.000000,1.804492,18.072427,10.023645
4,-1,4,0.000000,0.484718,12.650146,7.237943
5,-1,5,0.000000,1.375060,12.899119,18.690092
6,-1,6,0.000000,0.524103,12.437300,2.841392
7,-1,7,0.000000,,,
8,-1,8,0.000000,0.955424,3.448698,7.619847
9,-1,9,0.000000,,,
10,-1,10,0.000000,,,
11,-1,11,0.000000,0.625252,11.831586,1.821380
12,-1,12,0.000000,0.109383,17.920673,5.526971
13,-1,13,0.000000,1.639475,3.312344,2.430538
14,-1,14,0.000000,,,
15,-1,15,0.000000,1.394270,0.979512,5.837015
16,-1,16,0.000000,0.920239,14.774624,2.633356
17,-1,17,0.000000,,,
18,-1,18,0.000000,,,
19,-1,19,0.000000,,,
20,-1,20,0.000000,,,
21,-1,21,0.000000,1.831958,19.276593,7.704208
22,-1,22,0.000000,,,
23,-1,23,0.000000,0.180975,16.920308,12.212566
24,-1,24,0.000000,1.100782,12.614848,1.986321
25,-1,25,0.000000,1.036899,20.265026,5.693976
26,-1,26,0.000000,0.744723,13.878260,0.230978
27,-1,27,0.000000,1.293053,19.046034,2.906611
28,-1,28,0.000000,0.895041,19.068677,12.747050
29,-1,29,0.000000,0.278567,3.286543,2.987599
30,-1,30,0.000000,0.668535,3.167926,6.729485
31,-1,31,0.000000,1.229660,-1.013065,5.247981
32,-1,32,0.000000,,,
33,-1,33,0.000000,,,
34,-1,34,0.000000,1.541549,14.730549,4.496307
35,-1,35,0.000000,0.514103,9.829223,15.182916
36,-1,36,0.000000,,,
37,-1,37,0.000000,0.130021,15.352514,12.145919
38,-1,38,0.000000,,,
39,-1,39,0.000000,0.946869,14.426248,11.754040
40,-1,40,0.000000,0.237794,0.199041,1.667637
41,-1,41,0.000000,0.069885,11.765634,18.913371
42,-1,42,0.000000,0.440537,14.244037,1.972842
43,-1,43,0.000000,0.340332,10.407278,10.084567
44,-1,44,0.000000,,,
45,-1,45,0.000000,0.006646,8.563509,19.251487
46,-1,46,0.000000,0.893019,8.923194,16.004753
47,-1,47,0.000000,0.743554,19.168168,3.437813
48,-1,48,0.000000,0.506085,6.950403,0.229053
49,-1,49,0.000000,0.151184,13.530642,14.998474
50,-1,50,0.000000,1.979372,5.783496,8.845154
51,-1,51,0.000000,0.704676,3.867480,19.965438
52,-1,52,0.000000,,,
53,-1,53,0.000000,0.220748,2.210339,9.744822
54,-1,54,0.000000,1.401988,6.998595,7.450656
55,-1,55,0.000000,0.309359,8.223028,14.337607
56,-1,56,0.000000,,,
57,-1,57,0.000000,0.194063,6.869723,5.888682
58,-1,58,0.000000,0.151229,5.148117,4.168498
59,-1,59,0.000000,1.197938,11.584937,14.312786
60,-1,60,0.000000,1.660549,11.828579,10.934309
61,-1,61,0.000000,0.282688,3.039791,17.733202
62,-1,62,0.000000,,,
63,-1,63,0.000000,1.144562,19.808158,13.341352
64,-1,64,0.000000,0.250465,1.623190,6.626719
65,-1,65,0.000000,1.273605,14.058521,13.083520
66,-1,66,0.000000,0.263574,19.810006,-1.491361
67,-1,67,0.000000,,,
68,-1,68,0.000000,,,
69,-1,69,0.000000,0.272930,17.522250,14.770654
70,-1,70,0.000000,,,
71,-1,71,0.000000,,,
72,-1,72,0.000000,0.348127,8.153442,4.418253
73,-1,73,0.000000,0.909540,6.463895,16.542813
74,-1,74,0.000000,0.249450,5.836104,2.891280
75,-1,75,0.000000,,,
76,-1,76,0.000000,,,
77,-1,77,0.000000,0.477054,3.051482,5.937969
78,-1,78,0.000000,1.139533,9.110486,8.818103
79,-1,79,0.000000,1.469536,4.887803,22.174200
80,-1,80,0.000000,0.388860,16.417468,18.812087
81,-1,81,0.000000,,,
82,-1,82,0.000000,1.131798,3.414723,11.952464
83,-1,83,0.000000,,,
84,-1,84,0.000000,0.844948,16.539986,15.059798
85,-1,85,0.000000,0.063533,3.443560,2.465424
86,-1,86,0.000000,,,
87,-1,87,0.000000,0.656550,2.251813,13.601732
88,-1,88,0.000000,,,
89,-1,89,0.000000,,,
90,-1,90,0.000000,0.069581,0.478399,6.844561
91,-1,91,0.000000,0.177781,16.956002,19.466299
92,-1,92,0.000000,0.126565,4.912024,8.600885
93,-1,93,0.000000,0.033132,4.038370,7.440530
94,-1,94,0.000000,0.285215,8.518970,12.250642
95,-1,95,0.000000,0.856433,4.606925,19.468005
96,-1,96,0.000000,0.288512,1.903023,14.408548
97,-1,97,0.000000,0.448744,4.226337,18.927954
98,-1,98,0.000000,,,
99,-1,99,0.000000,0.018547,12.842319,19.569828
100,45,45,0.006646,0.807313,10.709852,18.694513
101,45,45,0.006646,,,
102,99,99,0.018547,0.926197,13.674749,22.018339
103,99,99,0.018547,0.984480,12.871577,24.186308
104,93,93,0.033132,0.128683,3.436937,7.904244
105,93,93,0.033132,0.772178,5.097341,5.334185
106,85,85,0.063533,1.431009,1.838209,5.318597
107,85,85,0.063533,1.661959,2.380758,-1.193621
108,90,90,0.069581,0.295004,0.440094,8.054091
109,90,90,0.069581,0.450945,-1.325916,8.700012
110,41,41,0.069885,1.512077,11.463806,22.847683
111,41,41,0.069885,1.232539,12.189722,17.694055
112,12,12,0.109383,,,
113,12,12,0.109383,,,
114,92,92,0.126565,,,
115,92,92,0.126565,0.803425,4.999167,11.745355
116,104,93,0.128683,,,
117,104,93,0.128683,1.646876,4.986925,9.184882
118,37,37,0.130021,,,
119,37,37,0.130021,,,
120,49,49,0.151184,,,
121,49,49,0.151184,,,
122,58,58,0.151229,,,
123,58,58,0.151229,0.608837,5.314612,4.589379
124,91,91,0.177781,0.276660,16.915700,20.186689
125,91,91,0.177781,,,
126,23,23,0.180975,1.734107,15.658076,10.938798
127,23,23,0.180975,1.856117,19.828852,15.425238
128,57,57,0.194063,1.223306,6.652105,8.349997
129,57,57,0.194063,,,
130,53,53,0.220748,0.341969,1.411786,9.139717
131,53,53,0.220748,1.380266,-0.160547,13.295761
132,40,40,0.237794,,,
133,40,40,0.237794,,,
134,74,74,0.249450,0.843060,5.152671,-0.283765
135,74,74,0.249450,0.686452,6.831290,3.111232
136,64,64,0.250465,0.678744,1.041293,5.783752
137,64,64,0.250465,,,
138,66,66,0.263574,1.816233,18.969055,-1.250494
139,66,66,0.263574,,,
140,69,69,0.272930,,,
141,69,69,0.272930,1.503245,20.431330,17.382143
142,124,91,0.276660,0.913064,18.108806,17.900469
143,124,91,0.276660,0.283087,16.732013,19.775439
144,29,29,0.278567,,,
145,29,29,0.278567,1.608422,2.586048,3.352584
146,61,61,0.282688,0.829847,4.627478,20.078970
147,61,61,0.282688,1.913482,3.751912,19.345100
