cell_id,parent_id,founder_id,birth_time,div_time
0,-1,0,0.000000,0.255779
1,-1,1,0.000000,0.278775
2,-1,2,0.000000,
3,-1,3,0.000000,0.717585
4,-1,4,0.000000,0.847198
5,-1,5,0.000000,0.375818
6,-1,6,0.000000,0.697796
7,-1,7,0.000000,0.243664
8,-1,8,0.000000,
9,-1,9,0.000000,0.244202
10,-1,10,0.000000,
11,-1,11,0.000000,
12,-1,12,0.000000,
13,-1,13,0.000000,0.420713
14,-1,14,0.000000,1.183261
15,-1,15,0.000000,1.278354
16,-1,16,0.000000,0.471626
17,-1,17,0.000000,0.650510
18,-1,18,0.000000,1.933831
19,-1,19,0.000000,0.730336
20,-1,20,0.000000,
21,-1,21,0.000000,0.191084
22,-1,22,0.000000,1.784469
23,-1,23,0.000000,1.878717
24,-1,24,0.000000,0.312024
25,-1,25,0.000000,
26,-1,26,0.000000,1.515167
27,-1,27,0.000000,0.442381
28,-1,28,0.000000,0.746836
29,-1,29,0.000000,
30,-1,30,0.000000,0.270906
31,-1,31,0.000000,0.927464
32,-1,32,0.000000,1.010436
33,-1,33,0.000000,0.305604
34,-1,34,0.000000,0.622691
35,-1,35,0.000000,1.494278
36,-1,36,0.000000,0.988267
37,-1,37,0.000000,0.153141
38,-1,38,0.000000,0.919052
39,-1,39,0.000000,1.639115
40,-1,40,0.000000,0.060000
41,-1,41,0.000000,0.757453
42,-1,42,0.000000,
43,-1,43,0.000000,0.973534
44,-1,44,0.000000,
45,-1,45,0.000000,
46,-1,46,0.000000,
47,-1,47,0.000000,0.366089
48,-1,48,0.000000,1.341761
49,-1,49,0.000000,
50,-1,50,0.000000,1.703038
51,-1,51,0.000000,0.229160
52,-1,52,0.000000,1.148089
53,-1,53,0.000000,0.598012
54,-1,54,0.000000,
55,-1,55,0.000000,1.750121
56,-1,56,0.000000,0.134380
57,-1,57,0.000000,0.088675
58,-1,58,0.000000,0.471819
59,-1,59,0.000000,0.166641
60,-1,60,0.000000,0.253721
61,-1,61,0.000000,1.839167
62,-1,62,0.000000,0.036920
63,-1,63,0.000000,0.286408
64,-1,64,0.000000,0.797902
65,-1,65,0.000000,0.312391
66,-1,66,0.000000,0.478252
67,-1,67,0.000000,0.145332
68,-1,68,0.000000,1.492992
69,-1,69,0.000000,
70,-1,70,0.000000,0.934290
71,-1,71,0.000000,
72,-1,72,0.000000,0.663004
73,-1,73,0.000000,
74,-1,74,0.000000,0.289406
75,-1,75,0.000000,1.480069
76,-1,76,0.000000,
77,-1,77,0.000000,
78,-1,78,0.000000,
79,-1,79,0.000000,
80,-1,80,0.000000,0.484879
81,-1,81,0.000000,1.173041
82,-1,82,0.000000,0.127645
83,-1,83,0.000000,1.775305
84,-1,84,0.000000,0.528795
85,-1,85,0.000000,
86,-1,86,0.000000,1.153773
87,-1,87,0.000000,0.845438
88,-1,88,0.000000,1.009998
89,-1,89,0.000000,1.017557
90,-1,90,0.000000,
91,-1,91,0.000000,0.438149
92,-1,92,0.000000,
93,-1,93,0.000000,1.066496
94,-1,94,0.000000,0.177018
95,-1,95,0.000000,0.204058
96,-1,96,0.000000,0.792995
97,-1,97,0.000000,0.418897
98,-1,98,0.000000,1.522142
99,-1,99,0.000000,0.016243
100,99,99,0.016243,
101,99,99,0.016243,0.624443
102,62,62,0.036920,
