descendant_obs_id,ancestor_obs_id
0,1
1,2
2,4
3,6
4,7
5,8
6,12
7,14
8,15
9,17
10,18
11,19
12,24
13,25
14,26
15,27
16,28
17,29
18,30
19,33
20,35
21,36
22,37
23,38
24,41
25,44
26,46
27,48
28,53
29,54
30,55
31,59
32,60
33,62
34,63
35,64
36,65
37,66
38,67
39,68
40,70
41,71
42,72
43,73
44,74
45,76
46,77
47,78
48,79
49,80
50,82
51,88
52,89
53,92
54,96
55,98
56,40
57,93
58,87
59,50
60,42
61,91
62,99
63,99
64,95
65,52
66,9
67,9
68,91
69,83
70,3
71,83
72,87
73,13
74,3
75,5
76,13
77,13
78,81
79,20
80,45
81,45
82,20
83,97
84,97
85,69
86,69
87,94
88,50
89,50
90,52
91,52
92,58
93,5
94,51
95,87
96,87
97,31
98,31
99,3
100,3
101,5
102,43
103,11
104,11
105,84
106,84
107,61
108,31
109,31
110,61
111,61
112,10
113,22
114,34
115,31
116,47
117,10
118,57
119,57
120,43
121,34
122,94
123,40
124,40
125,32
126,32
127,34
128,34
129,22
130,22
131,95
132,51
133,51
134,43
135,16
136,16
137,56
138,56
139,49
140,49
141,5
142,5
143,0
144,0
145,81
146,81
147,20
148,20
149,31
150,31
151,83
152,83
153,47
154,47
155,90
156,90
157,75
158,75
159,93
160,93
161,21
162,21
163,23
164,91
165,91
166,34
167,34
168,75
169,75
170,43
171,43
172,23
173,23
174,85
175,85
176,58
177,58
178,42
179,42
180,94
181,94
182,39
183,39
184,95
185,10
186,10
187,95
188,95
189,86
190,86
191,10
192,10
