obs_id,true_cell_id
0,2
1,7
2,11
3,13
4,14
5,18
6,25
7,32
8,35
9,39
10,41
11,43
12,48
13,53
14,59
15,60
16,62
17,64
18,65
19,66
20,68
21,70
22,72
23,76
24,78
25,79
26,83
27,85
28,88
29,93
30,97
31,98
32,99
33,100
34,103
35,104
36,105
37,114
38,115
39,116
40,119
41,120
42,121
43,122
44,125
45,126
46,128
47,129
48,131
49,133
50,135
51,136
52,137
53,139
54,140
55,141
56,147
57,148
58,150
59,151
60,152
61,153
62,155
63,157
64,158
65,162
66,165
67,166
68,170
69,177
70,178
71,179
72,180
73,183
74,186
75,187
76,190
77,193
78,194
79,196
80,198
81,201
82,203
83,206
84,207
85,208
86,209
87,210
88,212
89,213
90,214
91,216
92,218
93,220
94,221
95,222
96,224
97,225
98,227
99,229
100,231
101,232
102,235
103,238
104,239
105,242
106,247
107,248
108,251
109,252
110,253
111,254
112,255
113,256
114,259
115,260
116,262
117,263
118,266
119,267
120,268
121,269
122,271
123,273
124,275
125,276
126,277
127,278
128,280
129,282
130,285
131,286
132,287
133,288
134,289
135,291
136,292
137,296
138,297
139,299
140,301
141,302
142,303
143,304
144,305
145,307
146,308
147,309
148,310
149,311
150,312
151,313
152,314
153,315
154,316
155,317
156,318
157,319
158,321
159,322
160,323
161,324
162,325
163,329
164,330
165,332
166,333
167,334
168,335
169,337
170,338
171,340
172,341
173,342
174,343
175,344
176,346
177,347
178,348
179,350
180,351
181,352
182,353
183,354
184,355
185,357
186,359
187,360
188,361
189,362
190,363
191,364
192,366
193,369
194,371
195,372
196,373
197,374
198,376
199,377
200,378
201,379
202,380
203,381
204,382
205,383
206,384
207,385
208,386
209,387
210,388
211,391
212,392
213,393
214,394
215,396
216,397
217,398
218,399
219,400
220,402
221,403
222,404
223,405
224,406
225,407
226,408
227,409
228,410
229,411
230,412
231,413
232,414
233,415
234,416
235,417
236,418
237,419
238,420
239,421
240,422
241,423
242,424
243,425
244,426
245,427
246,428
247,429
248,430
249,431
250,432
251,433
252,434
253,435
254,436
255,437
256,438
257,439
258,440
259,441
260,442
261,443
262,444
263,445
264,446
265,447
266,448
267,449
268,450
269,451
270,452
271,453
272,454
273,455
274,456
275,457
276,458
277,459
278,460
279,461
280,462
281,463
