descendant_obs_id,ancestor_obs_id
0,4
1,5
2,7
3,8
4,9
5,11
6,16
7,19
8,20
9,22
10,23
11,26
12,28
13,29
14,33
15,36
16,38
17,40
18,42
19,45
20,46
21,47
22,48
23,49
24,50
25,52
26,56
27,59
28,62
29,64
30,65
31,67
32,70
33,71
34,77
35,81
36,82
37,84
38,85
39,86
40,87
41,88
42,89
43,90
44,91
45,93
46,94
47,99
48,69
49,58
50,58
51,96
52,92
53,6
54,6
55,27
56,68
57,15
58,30
59,3
60,74
61,74
62,44
63,44
64,13
65,78
66,78
67,41
68,41
69,72
70,24
71,24
72,1
73,1
74,69
75,69
76,34
77,34
78,97
79,15
80,73
81,73
82,17
83,17
84,2
85,35
86,35
87,39
88,21
89,21
90,12
91,12
92,92
93,92
94,61
95,53
96,57
97,57
98,30
99,54
100,54
101,10
102,75
103,76
104,30
105,30
106,83
107,83
108,63
109,63
110,39
111,39
112,3
113,13
114,13
115,75
116,75
117,51
118,51
119,3
120,53
121,32
122,66
123,95
124,95
125,32
126,32
127,60
128,60
129,80
130,10
131,15
132,2
133,2
134,98
135,98
136,53
137,10
138,10
139,37
140,37
141,68
142,68
143,79
144,79
145,53
146,53
147,27
148,27
149,43
150,43
151,15
152,15
153,15
154,96
155,96
156,0
157,0
158,31
159,31
160,14
161,14
162,55
163,97
164,97
165,18
166,18
167,15
168,15
169,61
170,61
171,72
172,72
173,55
174,55
175,63
176,63
177,63
178,63
179,3
180,3
181,15
182,15
183,76
184,76
185,53
186,53
187,80
188,80
189,66
190,66
191,25
192,25
