cell_id,parent_id,founder_id,birth_time,div_time,div_x,div_y
0,-1,0,0.000000,,,
1,-1,1,0.000000,1.430805,9.780137,7.973563
2,-1,2,0.000000,,,
3,-1,3,0.000000,1.804492,17.905641,10.782740
4,-1,4,0.000000,0.484718,12.692101,8.389050
5,-1,5,0.000000,1.375060,14.582485,17.516476
6,-1,6,0.000000,0.524103,12.592789,2.263859
7,-1,7,0.000000,,,
8,-1,8,0.000000,0.955424,2.998646,8.298384
9,-1,9,0.000000,,,
10,-1,10,0.000000,,,
11,-1,11,0.000000,0.625252,10.783605,2.780262
12,-1,12,0.000000,0.109383,18.289496,5.400096
13,-1,13,0.000000,1.639475,5.486623,5.121502
14,-1,14,0.000000,,,
15,-1,15,0.000000,1.394270,0.883668,4.311776
16,-1,16,0.000000,0.920239,15.533136,1.666154
17,-1,17,0.000000,,,
18,-1,18,0.000000,,,
19,-1,19,0.000000,,,
20,-1,20,0.000000,,,
21,-1,21,0.000000,1.831958,18.240155,8.734808
22,-1,22,0.000000,,,
23,-1,23,0.000000,0.180975,17.134864,12.532013
24,-1,24,0.000000,1.100782,13.246190,1.494700
25,-1,25,0.000000,1.036899,17.424498,8.582749
26,-1,26,0.000000,0.744723,11.493802,0.298060
27,-1,27,0.000000,1.293053,19.340792,2.819893
28,-1,28,0.000000,0.895041,19.129932,15.197231
29,-1,29,0.000000,0.278567,3.943598,2.438272
30,-1,30,0.000000,0.668535,1.025672,4.916992
31,-1,31,0.000000,1.229660,0.648582,6.403406
32,-1,32,0.000000,,,
33,-1,33,0.000000,,,
34,-1,34,0.000000,1.541549,16.264478,4.593426
35,-1,35,0.000000,0.514103,10.624051,15.791945
36,-1,36,0.000000,,,
37,-1,37,0.000000,0.130021,16.314557,11.780476
38,-1,38,0.000000,,,
39,-1,39,0.000000,0.946869,12.004761,11.780394
40,-1,40,0.000000,0.237794,1.417121,1.621478
41,-1,41,0.000000,0.069885,12.004624,19.205152
42,-1,42,0.000000,0.440537,14.173093,3.382547
43,-1,43,0.000000,0.340332,9.789673,9.804424
44,-1,44,0.000000,,,
45,-1,45,0.000000,0.006646,8.462294,19.329199
46,-1,46,0.000000,0.893019,8.851158,13.638599
47,-1,47,0.000000,0.743554,18.070836,1.420630
48,-1,48,0.000000,0.506085,7.274648,0.171296
49,-1,49,0.000000,0.151184,13.965622,15.162753
50,-1,50,0.000000,1.979372,9.901922,7.438343
51,-1,51,0.000000,0.704676,3.101300,19.201736
52,-1,52,0.000000,,,
53,-1,53,0.000000,0.220748,1.697307,8.955823
54,-1,54,0.000000,1.401988,6.855710,6.283702
55,-1,55,0.000000,0.309359,7.684260,14.906173
56,-1,56,0.000000,,,
57,-1,57,0.000000,0.194063,8.019545,6.272286
58,-1,58,0.000000,0.151229,4.865585,4.858944
59,-1,59,0.000000,1.197938,9.463773,14.700449
60,-1,60,0.000000,1.660549,10.718356,11.794711
61,-1,61,0.000000,0.282688,2.882677,17.924554
62,-1,62,0.000000,,,
63,-1,63,0.000000,1.144562,18.493856,14.715504
64,-1,64,0.000000,0.250465,0.805169,6.206117
65,-1,65,0.000000,1.273605,14.102638,11.505488
66,-1,66,0.000000,0.263574,19.608214,-0.163144
67,-1,67,0.000000,,,
68,-1,68,0.000000,,,
69,-1,69,0.000000,0.272930,18.123184,14.353553
70,-1,70,0.000000,,,
71,-1,71,0.000000,,,
72,-1,72,0.000000,0.348127,7.483700,4.615406
73,-1,73,0.000000,0.909540,6.416696,18.694243
74,-1,74,0.000000,0.249450,6.662914,2.344353
75,-1,75,0.000000,,,
76,-1,76,0.000000,,,
77,-1,77,0.000000,0.477054,5.952332,6.131757
78,-1,78,0.000000,1.139533,9.231630,7.649702
79,-1,79,0.000000,1.469536,4.402833,18.739988
80,-1,80,0.000000,0.388860,15.555241,18.363140
81,-1,81,0.000000,,,
82,-1,82,0.000000,1.131798,2.280642,13.600288
83,-1,83,0.000000,,,
84,-1,84,0.000000,0.844948,16.439604,15.861115
85,-1,85,0.000000,0.063533,3.497243,2.624134
86,-1,86,0.000000,,,
87,-1,87,0.000000,0.656550,2.453314,11.869620
88,-1,88,0.000000,,,
89,-1,89,0.000000,,,
90,-1,90,0.000000,0.069581,0.812923,6.709939
91,-1,91,0.000000,0.177781,17.019990,19.087827
92,-1,92,0.000000,0.126565,5.745742,9.224482
93,-1,93,0.000000,0.033132,4.111526,7.669610
94,-1,94,0.000000,0.285215,9.795458,11.458359
95,-1,95,0.000000,0.856433,3.409290,19.785684
96,-1,96,0.000000,0.288512,1.690046,13.165863
97,-1,97,0.000000,0.448744,3.712331,19.014539
98,-1,98,0.000000,,,
99,-1,99,0.000000,0.018547,12.841391,19.639491
100,45,45,0.006646,0.807313,8.998880,19.189956
101,45,45,0.006646,,,
102,99,99,0.018547,0.926197,13.049499,20.251619
103,99,99,0.018547,0.984480,12.848706,20.793611
104,93,93,0.033132,0.128683,3.961168,7.785538
105,93,93,0.033132,0.772178,4.376269,7.143024
106,85,85,0.063533,1.431009,3.095905,3.337427
107,85,85,0.063533,1.661959,3.231542,1.709372
108,90,90,0.069581,0.295004,0.803347,7.012322
109,90,90,0.069581,0.450945,0.361845,7.173802
110,41,41,0.069885,1.512077,11.929167,20.188730
111,41,41,0.069885,1.232539,12.110647,18.900323
112,12,12,0.109383,,,
113,12,12,0.109383,,,
114,92,92,0.126565,,,
115,92,92,0.126565,0.803425,5.767528,10.010599
116,104,93,0.128683,,,
117,104,93,0.128683,1.646876,4.348665,8.105698
118,37,37,0.130021,,,
119,37,37,0.130021,,,
120,49,49,0.151184,,,
121,49,49,0.151184,,,
122,58,58,0.151229,,,
123,58,58,0.151229,0.608837,4.907208,4.964164
124,91,91,0.177781,0.276660,17.009915,19.267925
125,91,91,0.177781,,,
126,23,23,0.180975,1.734107,16.819306,12.213571
127,23,23,0.180975,1.856117,17.862000,13.335181
128,57,57,0.194063,1.223306,7.965141,6.887615
129,57,57,0.194063,,,
130,53,53,0.220748,0.341969,1.497668,8.804547
131,53,53,0.220748,1.380266,1.104585,9.843558
132,40,40,0.237794,,,
133,40,40,0.237794,,,
134,74,74,0.249450,0.843060,6.492056,1.550591
135,74,74,0.249450,0.686452,6.911711,2.399341
136,64,64,0.250465,0.678744,0.659695,5.995375
137,64,64,0.250465,,,
138,66,66,0.263574,1.816233,19.397976,-0.102927
139,66,66,0.263574,,,
140,69,69,0.272930,,,
141,69,69,0.272930,1.503245,18.850454,15.006426
142,124,91,0.276660,0.913064,17.308191,18.696370
143,124,91,0.276660,0.283087,16.963993,19.165112
144,29,29,0.278567,,,
145,29,29,0.278567,1.608422,3.768474,2.529518
146,61,61,0.282688,0.829847,3.279599,18.510996
147,61,61,0.282688,1.913482,3.060707,18.327528
148,143,91,0.283087,,,
149,143,91,0.283087,0.702679,17.242281,19.107921
150,94,94,0.285215,0.795638,9.355206,11.057093
151,94,94,0.285215,,,
152,96,96,0.288512,1.256703,1.134031,12.479159
153,96,96,0.288512,0.871782,1.261244,13.163471
154,108,90,0.295004,,,
155,108,90,0.295004,1.402930,0.689893,7.074044
156,55,55,0.309359,0.542883,7.731124,15.219019
157,55,55,0.309359,1.329040,8.041816,15.036137
158,43,43,0.340332,0.547584,9.476728,9.648298
159,43,43,0.340332,,,
160,130,53,0.341969,,,
161,130,53,0.341969,1.020290,0.898840,9.044586
162,72,72,0.348127,,,
163,72,72,0.348127,1.970066,7.746050,5.103985
164,80,80,0.388860,1.832271,15.278461,18.064454
165,80,80,0.388860,1.327721,16.288414,19.012401
166,42,42,0.440537,1.000585,14.460259,3.132606
167,42,42,0.440537,0.514488,14.113487,3.290909
168,97,97,0.448744,1.746927,3.215681,19.477936
169,97,97,0.448744,0.559865,3.941896,19.085496
170,109,90,0.450945,1.818213,0.328222,8.084489
171,109,90,0.450945,1.640163,0.548268,7.020406
172,77,77,0.477054,,,
173,77,77,0.477054,,,
174,4,4,0.484718,0.587673,12.744811,8.020959
175,4,4,0.484718,,,
176,48,48,0.506085,1.874928,7.594396,0.069247
177,48,48,0.506085,1.180598,7.987375,0.342995
178,35,35,0.514103,0.544769,10.658397,15.807775
179,35,35,0.514103,1.947121,10.457398,16.358699
180,167,42,0.514488,1.910777,14.605245,4.004183
181,167,42,0.514488,0.731628,13.856958,3.309120
182,6,6,0.524103,,,
183,6,6,0.524103,0.560615,12.764510,2.346594
184,156,55,0.542883,,,
185,156,55,0.542883,0.968044,8.170124,15.615467
186,178,35,0.544769,0.726508,10.601762,15.215548
187,178,35,0.544769,,,
188,158,43,0.547584,,,
189,158,43,0.547584,,,
190,169,97,0.559865,,,
191,169,97,0.559865,,,
192,183,6,0.560615,,,
193,183,6,0.560615,1.291906,11.941333,2.050860
194,174,4,0.587673,,,
195,174,4,0.587673,1.142507,12.038713,8.037745
196,123,58,0.608837,0.843804,4.768489,4.635438
197,123,58,0.608837,1.108965,4.864604,5.458633
198,11,11,0.625252,1.366586,10.930736,2.667312
199,11,11,0.625252,1.053241,11.165034,3.029042
200,87,87,0.656550,1.721908,2.356800,12.176679
201,87,87,0.656550,,,
202,30,30,0.668535,0.988767,0.254871,4.450305
203,30,30,0.668535,,,
204,136,64,0.678744,1.668475,0.431203,7.049637
205,136,64,0.678744,,,
206,135,74,0.686452,0.973619,6.921616,2.229757
207,135,74,0.686452,1.270562,6.780729,2.175872
208,149,91,0.702679,0.907608,17.212904,19.542887
209,149,91,0.702679,,,
210,51,51,0.704676,,,
211,51,51,0.704676,,,
212,186,35,0.726508,1.731089,10.895420,15.502933
213,186,35,0.726508,,,
214,181,42,0.731628,,,
215,181,42,0.731628,,,
216,47,47,0.743554,1.784863,18.458306,1.864386
217,47,47,0.743554,1.155684,17.839756,1.110205
218,26,26,0.744723,1.226241,11.837331,0.061185
219,26,26,0.744723,0.901476,11.331326,0.224651
220,105,93,0.772178,1.547246,4.769515,7.424032
221,105,93,0.772178,1.162424,4.266542,7.352047
222,150,94,0.795638,1.287598,9.423951,11.085404
223,150,94,0.795638,,,
224,115,92,0.803425,,,
225,115,92,0.803425,,,
226,100,45,0.807313,1.906902,8.990972,19.426039
227,100,45,0.807313,,,
228,146,61,0.829847,0.968194,3.212139,18.765294
229,146,61,0.829847,0.914592,3.254553,18.699206
230,134,74,0.843060,1.747861,6.973676,2.216536
231,134,74,0.843060,,,
232,196,58,0.843804,,,
233,196,58,0.843804,,,
234,84,84,0.844948,,,
235,84,84,0.844948,,,
236,95,95,0.856433,,,
237,95,95,0.856433,,,
238,153,96,0.871782,,,
239,153,96,0.871782,1.040499,1.640377,13.118413
240,46,46,0.893019,,,
241,46,46,0.893019,1.462088,8.899319,13.295716
242,28,28,0.895041,1.423054,19.536096,16.160802
243,28,28,0.895041,,,
244,219,26,0.901476,1.141906,11.507311,0.462951
245,219,26,0.901476,,,
246,208,91,0.907608,,,
247,208,91,0.907608,1.741581,16.645420,19.733950
248,73,73,0.909540,,,
249,73,73,0.909540,1.012146,6.440739,18.533735
250,142,91,0.913064,1.309826,17.445971,18.502992
251,142,91,0.913064,1.399739,17.546481,18.487751
252,229,61,0.914592,1.845877,2.788908,18.149101
253,229,61,0.914592,0.948964,3.271185,18.712585
254,16,16,0.920239,1.564266,15.642807,1.463172
255,16,16,0.920239,,,
256,102,99,0.926197,1.245619,12.923713,20.274983
257,102,99,0.926197,1.571065,12.772755,20.303586
258,39,39,0.946869,1.311304,12.225983,11.776941
259,39,39,0.946869,1.403854,11.624041,11.686701
260,253,61,0.948964,1.006169,3.313491,18.597370
261,253,61,0.948964,1.799680,3.714333,18.766848
262,8,8,0.955424,1.018600,3.039533,8.314402
263,8,8,0.955424,1.083645,2.858848,8.257215
264,185,55,0.968044,1.981177,8.411923,15.976580
265,185,55,0.968044,,,
266,228,61,0.968194,1.012381,3.388885,18.889172
267,228,61,0.968194,0.978009,3.199532,18.704946
268,206,74,0.973619,1.006767,6.898870,2.369272
269,206,74,0.973619,1.178683,7.039946,1.960978
270,267,61,0.978009,1.011905,3.219573,18.743000
271,267,61,0.978009,1.329594,2.888817,18.697898
272,103,99,0.984480,,,
273,103,99,0.984480,,,
274,202,30,0.988767,1.292274,-0.369267,4.283685
275,202,30,0.988767,1.858153,-0.189032,3.956503
276,166,42,1.000585,,,
277,166,42,1.000585,1.133448,14.389991,3.171300
278,260,61,1.006169,,,
279,260,61,1.006169,,,
280,268,74,1.006767,,,
281,268,74,1.006767,,,
282,270,61,1.011905,,,
283,270,61,1.011905,1.611723,3.234048,18.756568
284,249,73,1.012146,,,
285,249,73,1.012146,1.017229,6.469012,18.505546
286,266,61,1.012381,,,
287,266,61,1.012381,,,
288,285,73,1.017229,,,
289,285,73,1.017229,,,
290,262,8,1.018600,1.106601,2.859395,8.282894
291,262,8,1.018600,1.753276,2.626246,9.389417
292,161,53,1.020290,,,
293,161,53,1.020290,,,
294,25,25,1.036899,1.168830,17.388812,8.302044
295,25,25,1.036899,1.317256,17.140195,8.041925
296,239,96,1.040499,1.664224,1.885409,12.578764
297,239,96,1.040499,,,
298,199,11,1.053241,1.366254,11.509457,3.130204
299,199,11,1.053241,,,
300,263,8,1.083645,,,
301,263,8,1.083645,1.511344,2.833114,8.470643
302,24,24,1.100782,,,
303,24,24,1.100782,1.737761,12.760686,0.903326
304,290,8,1.106601,1.179222,3.060104,8.516377
305,290,8,1.106601,1.341082,2.850165,8.018332
306,197,58,1.108965,,,
307,197,58,1.108965,1.599474,5.024613,5.701579
308,82,82,1.131798,1.664758,2.057462,13.808069
309,82,82,1.131798,,,
310,277,42,1.133448,,,
311,277,42,1.133448,,,
312,78,78,1.139533,,,
313,78,78,1.139533,,,
314,244,26,1.141906,1.539598,11.314416,0.661567
315,244,26,1.141906,,,
316,195,4,1.142507,,,
317,195,4,1.142507,,,
318,63,63,1.144562,1.347656,18.196351,14.531965
319,63,63,1.144562,,,
320,217,47,1.155684,1.959295,18.530230,0.862502
321,217,47,1.155684,,,
322,221,93,1.162424,,,
323,221,93,1.162424,1.244197,4.433094,7.479752
324,294,25,1.168830,,,
325,294,25,1.168830,,,
326,269,74,1.178683,1.209191,7.139990,1.927729
327,269,74,1.178683,,,
328,304,8,1.179222,,,
329,304,8,1.179222,,,
330,177,48,1.180598,1.486663,8.458416,0.471886
331,177,48,1.180598,1.543387,8.199139,0.103365
332,59,59,1.197938,,,
333,59,59,1.197938,,,
334,326,74,1.209191,,,
335,326,74,1.209191,,,
336,128,57,1.223306,1.694885,8.100873,6.722007
337,128,57,1.223306,,,
338,218,26,1.226241,,,
339,218,26,1.226241,,,
340,31,31,1.229660,,,
341,31,31,1.229660,1.535723,0.478893,6.364276
342,111,41,1.232539,,,
343,111,41,1.232539,,,
344,323,93,1.244197,1.603458,4.506329,7.097524
345,323,93,1.244197,,,
346,256,99,1.245619,1.676231,12.716167,19.934445
347,256,99,1.245619,,,
348,152,96,1.256703,1.898034,0.835253,12.699131
349,152,96,1.256703,1.333523,1.104065,12.604180
350,207,74,1.270562,,,
351,207,74,1.270562,1.621042,6.627866,2.175513
