descendant_obs_id,ancestor_obs_id
0,1
1,6
2,7
3,8
4,11
5,12
6,14
7,15
8,16
9,21
10,22
11,24
12,35
13,37
14,41
15,43
16,44
17,45
18,47
19,49
20,51
21,53
22,54
23,59
24,65
25,66
26,67
27,68
28,72
29,73
30,74
31,76
32,80
33,81
34,85
35,88
36,89
37,90
38,92
39,94
40,95
41,100
42,101
43,102
44,105
45,106
46,107
47,110
48,112
49,114
50,115
51,117
52,118
53,120
54,121
55,123
56,124
57,125
58,127
59,128
60,131
61,133
62,135
63,139
64,145
65,146
66,57
67,32
68,138
69,78
70,63
71,20
72,20
73,40
74,40
75,126
76,91
77,91
78,62
79,62
80,79
81,79
82,103
83,78
84,17
85,17
86,140
87,42
88,19
89,143
90,87
91,87
92,10
93,38
94,61
95,27
96,27
97,17
98,111
99,111
100,82
101,82
102,56
103,119
104,119
105,5
106,126
107,126
108,130
109,130
110,9
111,104
112,104
113,2
114,96
115,96
116,29
117,29
118,70
119,70
120,136
121,130
122,130
123,30
124,78
125,78
126,134
127,33
128,2
129,10
130,141
131,141
132,34
133,34
134,40
135,40
136,28
137,28
138,34
139,34
140,2
141,144
142,144
143,61
144,130
145,3
146,129
147,129
148,33
149,33
150,55
151,55
152,109
153,109
154,42
155,39
156,83
157,32
158,32
159,18
160,18
161,129
162,60
163,36
164,108
165,31
166,64
167,33
168,33
169,98
170,98
171,103
172,52
173,33
174,140
175,140
176,26
177,58
178,58
179,42
180,108
181,108
182,42
183,61
184,61
185,50
186,77
187,77
188,56
189,56
190,52
191,52
192,3
193,3
194,33
195,33
196,130
197,32
198,32
199,132
200,129
201,129
202,31
203,2
204,71
205,71
206,86
207,52
208,52
209,63
210,31
211,31
212,60
213,2
214,25
215,134
216,46
217,46
218,52
219,86
220,86
221,63
222,63
223,25
224,25
225,38
226,38
227,2
228,2
229,48
230,48
231,97
232,116
233,116
234,84
235,93
236,93
237,122
238,122
239,19
240,19
241,26
242,60
243,60
244,42
245,5
246,5
247,9
248,9
249,17
250,17
251,33
252,33
253,26
254,26
255,32
256,32
257,26
258,132
259,132
260,99
261,99
262,30
263,30
264,39
265,130
266,75
267,75
268,142
269,142
270,58
271,58
272,97
273,97
274,50
275,50
276,69
277,69
278,70
279,103
280,134
281,134
282,19
283,19
284,136
285,136
286,2
287,2
288,34
289,34
290,0
291,0
292,83
293,83
294,42
295,42
296,134
297,4
298,4
299,137
300,137
301,84
302,36
303,36
304,84
305,84
306,19
307,58
308,58
309,134
310,134
311,26
312,26
313,33
314,33
315,103
316,143
317,143
318,130
319,130
320,19
321,19
322,138
323,138
324,70
325,70
326,13
327,64
328,64
329,57
330,57
331,9
332,9
333,13
334,13
335,10
336,10
337,113
338,113
339,39
340,39
341,23
342,23
343,42
344,42
345,119
346,119
347,103
348,103
349,79
350,79
351,126
352,126
353,52
354,52
