obs_id,true_cell_id
0,0
1,2
2,3
3,7
4,9
5,10
6,13
7,14
8,17
9,18
10,19
11,20
12,21
13,22
14,32
15,33
16,34
17,36
18,38
19,44
20,50
21,52
22,56
23,60
24,62
25,67
26,68
27,70
28,71
29,75
30,76
31,81
32,83
33,86
34,88
35,89
36,98
37,101
38,107
39,110
40,112
41,113
42,114
43,116
44,117
45,118
46,119
47,120
48,121
49,122
50,125
51,126
52,127
53,129
54,132
55,133
56,137
57,138
58,139
59,140
60,141
61,144
62,145
63,147
64,148
65,151
66,154
67,159
68,160
69,162
70,163
71,164
72,168
73,170
74,171
75,172
76,173
77,175
78,176
79,179
80,180
81,182
82,184
83,187
84,188
85,189
86,190
87,191
88,192
89,194
90,200
91,201
92,203
93,204
94,205
95,209
96,210
97,211
98,212
99,213
100,214
101,215
102,216
103,220
104,223
105,224
106,225
107,226
108,227
109,230
110,231
111,232
112,233
113,234
114,235
115,236
116,237
117,238
118,240
119,243
120,245
121,246
122,247
123,248
124,252
125,254
126,255
127,257
128,261
129,264
130,265
131,272
132,273
133,275
134,276
135,278
136,279
137,280
138,281
139,282
140,283
141,284
142,286
143,287
144,288
145,289
146,291
147,292
148,293
149,296
150,297
151,299
152,300
153,301
154,302
155,303
156,306
157,307
158,308
159,309
160,310
161,311
162,312
163,313
164,314
165,315
166,316
167,317
168,319
169,320
170,321
171,322
172,324
173,325
174,327
175,328
176,329
177,331
178,332
179,333
180,334
181,335
182,336
183,337
184,338
185,339
186,340
187,341
188,342
189,343
190,344
191,345
192,346
193,347
194,348
195,350
196,351
197,353
198,355
199,356
200,357
201,358
202,359
203,360
204,361
205,362
206,363
207,365
208,366
209,369
210,370
211,371
212,372
213,374
214,375
215,376
216,378
217,379
218,380
219,381
220,382
221,383
222,384
223,385
224,386
225,387
226,388
227,389
228,390
229,391
230,392
231,393
232,394
233,396
234,397
235,399
236,400
237,401
238,402
239,403
240,404
241,405
242,406
243,407
244,408
245,409
246,410
247,411
248,412
249,413
250,414
251,415
252,416
253,417
254,418
255,419
256,420
257,421
258,422
259,423
260,424
261,425
262,427
263,428
264,429
