cell_id,parent_id,founder_id,birth_time,div_time
0,-1,0,0.000000,1.153546
1,-1,1,0.000000,0.229484
2,-1,2,0.000000,0.977408
3,-1,3,0.000000,0.887345
4,-1,4,0.000000,0.061534
5,-1,5,0.000000,1.183205
6,-1,6,0.000000,0.890291
7,-1,7,0.000000,0.473258
8,-1,8,0.000000,1.378203
9,-1,9,0.000000,1.939853
10,-1,10,0.000000,0.676679
11,-1,11,0.000000,1.471755
12,-1,12,0.000000,0.793705
13,-1,13,0.000000,1.767698
14,-1,14,0.000000,
15,-1,15,0.000000,0.189979
16,-1,16,0.000000,1.064855
17,-1,17,0.000000,
18,-1,18,0.000000,0.411492
19,-1,19,0.000000,0.645864
20,-1,20,0.000000,1.910272
21,-1,21,0.000000,0.017597
22,-1,22,0.000000,0.675238
23,-1,23,0.000000,1.817596
24,-1,24,0.000000,0.657470
25,-1,25,0.000000,1.527811
26,-1,26,0.000000,
27,-1,27,0.000000,0.305614
28,-1,28,0.000000,1.595320
29,-1,29,0.000000,
30,-1,30,0.000000,0.510919
31,-1,31,0.000000,
32,-1,32,0.000000,0.381135
33,-1,33,0.000000,0.015546
34,-1,34,0.000000,
35,-1,35,0.000000,1.764529
36,-1,36,0.000000,0.195153
37,-1,37,0.000000,1.752597
38,-1,38,0.000000,1.357412
39,-1,39,0.000000,0.979245
40,-1,40,0.000000,0.382424
41,-1,41,0.000000,0.570561
42,-1,42,0.000000,1.154042
43,-1,43,0.000000,0.946998
44,-1,44,0.000000,0.871170
45,-1,45,0.000000,0.026642
46,-1,46,0.000000,1.061719
47,-1,47,0.000000,0.963716
48,-1,48,0.000000,0.948115
49,-1,49,0.000000,
50,-1,50,0.000000,0.686744
51,-1,51,0.000000,
52,-1,52,0.000000,0.315730
53,-1,53,0.000000,0.282275
54,-1,54,0.000000,1.252981
55,-1,55,0.000000,0.333344
56,-1,56,0.000000,
57,-1,57,0.000000,1.294493
58,-1,58,0.000000,0.236679
59,-1,59,0.000000,
60,-1,60,0.000000,0.147920
61,-1,61,0.000000,0.124509
62,-1,62,0.000000,
63,-1,63,0.000000,0.433486
64,-1,64,0.000000,0.759527
65,-1,65,0.000000,0.624102
66,-1,66,0.000000,0.203048
67,-1,67,0.000000,
