obs_id,true_cell_id
0,2
1,8
2,10
3,11
4,12
5,18
6,20
7,22
8,23
9,25
10,26
11,29
12,39
13,42
14,44
15,45
16,46
17,49
18,50
19,54
20,55
21,61
22,69
23,71
24,73
25,76
26,77
27,78
28,79
29,83
30,85
31,90
32,92
33,98
34,100
35,102
36,110
37,114
38,116
39,119
40,123
41,124
42,125
43,127
44,131
45,132
46,133
47,138
48,141
49,142
50,146
51,149
52,151
53,152
54,155
55,156
56,159
57,161
58,162
59,163
60,165
61,166
62,167
63,169
64,172
65,178
66,184
67,189
68,191
69,192
70,193
71,194
72,196
73,197
74,198
75,200
76,201
77,202
78,203
79,204
80,206
81,207
82,209
83,214
84,216
85,217
86,218
87,220
88,223
89,224
90,226
91,228
92,231
93,232
94,234
95,237
96,238
97,239
98,240
99,241
100,244
101,245
102,247
103,250
104,251
105,252
106,253
107,254
108,255
109,256
110,258
111,259
112,266
113,267
114,269
115,270
116,271
117,273
118,274
119,275
120,277
121,278
122,279
123,281
124,283
125,284
126,286
127,287
128,288
129,289
130,290
131,291
132,294
133,295
134,297
135,298
136,303
137,305
138,306
139,307
140,308
141,309
142,310
143,315
144,316
145,317
146,318
147,319
148,320
149,321
150,322
151,323
152,324
153,325
154,326
155,327
156,328
157,329
158,330
159,331
160,332
161,333
162,334
163,335
164,336
165,337
166,338
167,342
168,344
169,345
170,346
171,347
172,348
173,349
174,350
175,351
176,353
177,354
178,355
179,356
180,357
181,358
182,359
183,360
184,361
185,362
186,363
187,364
188,365
189,366
190,367
191,368
192,369
193,370
194,371
195,372
196,373
197,374
198,375
199,377
200,378
201,379
202,380
203,382
204,383
205,384
206,386
207,387
208,388
209,389
210,390
211,391
212,392
213,393
214,394
215,395
216,396
217,398
218,399
219,400
220,401
221,402
222,403
223,404
224,405
225,406
226,408
227,410
228,411
229,413
230,414
231,415
232,416
233,417
234,418
235,419
236,420
237,421
238,422
239,423
240,424
241,425
242,426
243,427
244,428
245,430
246,431
247,432
248,433
249,434
250,435
251,436
252,437
253,438
254,439
255,440
256,441
257,442
258,444
259,445
260,446
261,448
262,449
263,450
264,451
265,452
266,453
267,454
268,455
269,456
270,458
271,459
272,460
273,461
274,462
275,463
276,464
277,465
278,466
279,467
280,468
281,469
282,470
283,471
284,472
285,473
286,474
287,475
