descendant_obs_id,ancestor_obs_id
0,1
1,3
2,8
3,9
4,11
5,12
6,14
7,18
8,22
9,26
10,28
11,29
12,31
13,32
14,33
15,35
16,36
17,37
18,38
19,39
20,41
21,42
22,43
23,44
24,45
25,46
26,48
27,49
28,50
29,53
30,54
31,56
32,58
33,63
34,64
35,65
36,66
37,68
38,69
39,70
40,72
41,73
42,74
43,75
44,76
45,77
46,79
47,80
48,84
49,86
50,88
51,89
52,92
53,93
54,96
55,97
56,99
57,101
58,102
59,105
60,106
61,110
62,111
63,112
64,115
65,116
66,119
67,120
68,121
69,122
70,125
71,129
72,132
73,133
74,104
75,83
76,15
77,81
78,30
79,30
80,114
81,55
82,104
83,16
84,117
85,117
86,5
87,81
88,78
89,19
90,19
91,108
92,55
93,55
94,83
95,83
96,134
97,71
98,20
99,131
100,131
101,107
102,16
103,16
104,108
105,114
106,114
107,67
108,67
109,81
110,94
111,108
112,108
113,40
114,40
115,51
116,123
117,103
118,103
119,127
120,127
121,100
122,5
123,4
124,13
125,78
126,15
127,10
128,5
129,6
130,6
131,20
132,130
133,15
134,15
135,15
136,21
137,21
138,4
139,4
140,95
141,81
142,134
143,134
144,126
145,126
146,113
147,23
148,5
149,5
150,78
151,78
152,123
153,109
154,2
155,2
156,34
157,34
158,7
159,7
160,24
161,24
162,130
163,130
164,60
165,60
166,91
167,91
168,98
169,98
170,61
171,94
172,94
173,118
174,118
175,20
176,27
177,27
178,5
179,5
180,61
181,17
182,17
183,90
184,90
185,109
186,124
187,124
188,25
189,113
190,113
191,123
192,87
193,87
194,5
195,5
196,52
197,52
198,52
199,104
200,104
201,100
202,100
203,47
204,47
205,107
206,107
207,61
208,61
209,23
210,25
211,25
212,85
213,85
214,10
215,10
216,94
217,94
218,23
219,23
220,59
221,59
222,81
223,81
224,123
225,123
226,61
227,61
228,71
229,71
230,128
231,128
232,0
233,0
234,61
235,61
236,51
237,51
238,57
239,57
240,52
241,52
242,21
243,21
244,95
245,95
246,82
247,82
248,109
249,109
250,20
251,20
252,62
253,62
254,13
255,13
