cell_id,parent_id,founder_id,birth_time,div_time
0,-1,0,0.000000,0.386513
1,-1,1,0.000000,0.432922
2,-1,2,0.000000,1.426410
3,-1,3,0.000000,
4,-1,4,0.000000,1.164282
5,-1,5,0.000000,1.684496
6,-1,6,0.000000,0.905678
7,-1,7,0.000000,0.634505
8,-1,8,0.000000,0.998725
9,-1,9,0.000000,1.197287
10,-1,10,0.000000,0.302063
11,-1,11,0.000000,
12,-1,12,0.000000,
13,-1,13,0.000000,0.943781
14,-1,14,0.000000,0.298053
15,-1,15,0.000000,0.298933
16,-1,16,0.000000,
17,-1,17,0.000000,0.387682
18,-1,18,0.000000,
19,-1,19,0.000000,0.914991
20,-1,20,0.000000,0.039063
21,-1,21,0.000000,
22,-1,22,0.000000,0.412402
23,-1,23,0.000000,0.538954
24,-1,24,0.000000,0.613138
25,-1,25,0.000000,1.295189
26,-1,26,0.000000,
27,-1,27,0.000000,0.643761
28,-1,28,0.000000,0.020987
29,-1,29,0.000000,0.726220
30,-1,30,0.000000,0.998207
31,-1,31,0.000000,0.151575
32,-1,32,0.000000,
33,-1,33,0.000000,1.118148
34,-1,34,0.000000,1.200115
35,-1,35,0.000000,1.304262
36,-1,36,0.000000,
37,-1,37,0.000000,1.283257
38,-1,38,0.000000,1.994598
39,-1,39,0.000000,1.983359
40,-1,40,0.000000,0.571934
41,-1,41,0.000000,
42,-1,42,0.000000,
43,-1,43,0.000000,0.464626
44,-1,44,0.000000,0.041427
45,-1,45,0.000000,1.883717
46,-1,46,0.000000,0.368114
47,-1,47,0.000000,1.179090
48,-1,48,0.000000,
49,-1,49,0.000000,
50,-1,50,0.000000,0.131265
51,-1,51,0.000000,
52,-1,52,0.000000,
53,-1,53,0.000000,
54,-1,54,0.000000,0.812302
55,-1,55,0.000000,1.559702
56,-1,56,0.000000,1.687990
57,-1,57,0.000000,0.210336
58,-1,58,0.000000,
59,-1,59,0.000000,1.701524
60,-1,60,0.000000,
61,-1,61,0.000000,1.683181
62,-1,62,0.000000,0.111443
63,-1,63,0.000000,1.330891
64,-1,64,0.000000,1.579461
65,-1,65,0.000000,
66,-1,66,0.000000,
67,-1,67,0.000000,0.822873
68,-1,68,0.000000,0.967411
69,-1,69,0.000000,0.285903
70,-1,70,0.000000,0.335817
71,-1,71,0.000000,1.598451
72,-1,72,0.000000,
73,-1,73,0.000000,0.588255
74,-1,74,0.000000,
75,-1,75,0.000000,1.442675
76,-1,76,0.000000,
77,-1,77,0.000000,1.403567
78,-1,78,0.000000,0.305006
79,-1,79,0.000000,0.088075
80,-1,80,0.000000,1.212079
81,-1,81,0.000000,0.086624
82,-1,82,0.000000,0.469873
83,-1,83,0.000000,1.007738
84,-1,84,0.000000,1.488270
85,-1,85,0.000000,
86,-1,86,0.000000,1.767290
87,-1,87,0.000000,
88,-1,88,0.000000,1.763621
89,-1,89,0.000000,0.769265
90,-1,90,0.000000,1.679042
91,-1,91,0.000000,1.539009
92,-1,92,0.000000,
93,-1,93,0.000000,0.472743
94,-1,94,0.000000,0.708582
95,-1,95,0.000000,0.283733
96,-1,96,0.000000,1.712271
97,-1,97,0.000000,
98,-1,98,0.000000,
99,-1,99,0.000000,0.216804
100,28,28,0.020987,
101,28,28,0.020987,
102,20,20,0.039063,0.202533
103,20,20,0.039063,
104,44,44,0.041427,0.641153
105,44,44,0.041427,1.634409
106,81,81,0.086624,
107,81,81,0.086624,0.566186
108,79,79,0.088075,1.459755
109,79,79,0.088075,0.537482
110,62,62,0.111443,1.553503
111,62,62,0.111443,1.374233
112,50,50,0.131265,
113,50,50,0.131265,1.310049
114,31,31,0.151575,
115,31,31,0.151575,
116,102,20,0.202533,1.298877
117,102,20,0.202533,0.323615
118,57,57,0.210336,1.235182
119,57,57,0.210336,
120,99,99,0.216804,0.367698
121,99,99,0.216804,0.394918
122,95,95,0.283733,
123,95,95,0.283733,0.470992
124,69,69,0.285903,0.796153
125,69,69,0.285903,1.062371
126,14,14,0.298053,
127,14,14,0.298053,1.553327
128,15,15,0.298933,1.260939
129,15,15,0.298933,
130,10,10,0.302063,0.861139
131,10,10,0.302063,0.415033
132,78,78,0.305006,1.594032
133,78,78,0.305006,
134,117,20,0.323615,0.843133
135,117,20,0.323615,0.512629
136,70,70,0.335817,1.676251
137,70,70,0.335817,
138,120,99,0.367698,0.743491
139,120,99,0.367698,0.644828
140,46,46,0.368114,0.491767
141,46,46,0.368114,1.159301
142,0,0,0.386513,
143,0,0,0.386513,0.432989
144,17,17,0.387682,1.640114
145,17,17,0.387682,
146,121,99,0.394918,1.104996
147,121,99,0.394918,0.471320
148,22,22,0.412402,0.579327
149,22,22,0.412402,
150,131,10,0.415033,
151,131,10,0.415033,0.628683
152,1,1,0.432922,1.277065
153,1,1,0.432922,
154,143,0,0.432989,
155,143,0,0.432989,0.461148
156,155,0,0.461148,1.939188
157,155,0,0.461148,1.521839
158,43,43,0.464626,0.839525
159,43,43,0.464626,1.303716
160,82,82,0.469873,1.602917
161,82,82,0.469873,1.085864
162,123,95,0.470992,0.856132
163,123,95,0.470992,1.415383
164,147,99,0.471320,
165,147,99,0.471320,1.006571
166,93,93,0.472743,0.728611
167,93,93,0.472743,
168,140,46,0.491767,
169,140,46,0.491767,0.675618
170,135,20,0.512629,1.559131
171,135,20,0.512629,0.598102
172,109,79,0.537482,
173,109,79,0.537482,0.654812
174,23,23,0.538954,
175,23,23,0.538954,0.932980
176,107,81,0.566186,1.882365
177,107,81,0.566186,0.639077
178,40,40,0.571934,1.862586
179,40,40,0.571934,
180,148,22,0.579327,0.762846
181,148,22,0.579327,
182,73,73,0.588255,
183,73,73,0.588255,0.648959
184,171,20,0.598102,
185,171,20,0.598102,1.319995
186,24,24,0.613138,0.744652
187,24,24,0.613138,
188,151,10,0.628683,
189,151,10,0.628683,1.543403
190,7,7,0.634505,0.668088
191,7,7,0.634505,
192,177,81,0.639077,
193,177,81,0.639077,0.789958
194,104,44,0.641153,0.929739
195,104,44,0.641153,
196,27,27,0.643761,
197,27,27,0.643761,
198,139,99,0.644828,0.753580
199,139,99,0.644828,
200,183,73,0.648959,
201,183,73,0.648959,
202,173,79,0.654812,1.546405
203,173,79,0.654812,1.521835
204,190,7,0.668088,1.136815
205,190,7,0.668088,0.840742
206,169,46,0.675618,
207,169,46,0.675618,1.083615
208,94,94,0.708582,1.415343
209,94,94,0.708582,
210,29,29,0.726220,
211,29,29,0.726220,1.003916
212,166,93,0.728611,
213,166,93,0.728611,1.509497
214,138,99,0.743491,1.330980
215,138,99,0.743491,
216,186,24,0.744652,
217,186,24,0.744652,1.581975
218,198,99,0.753580,0.806016
219,198,99,0.753580,1.520145
220,180,22,0.762846,1.669738
221,180,22,0.762846,
222,89,89,0.769265,
223,89,89,0.769265,
224,193,81,0.789958,1.669186
225,193,81,0.789958,1.076825
226,124,69,0.796153,1.220583
227,124,69,0.796153,
228,218,99,0.806016,
229,218,99,0.806016,1.799363
230,54,54,0.812302,1.541322
231,54,54,0.812302,1.878742
232,67,67,0.822873,1.439801
233,67,67,0.822873,
234,158,43,0.839525,1.142689
235,158,43,0.839525,
236,205,7,0.840742,0.905568
237,205,7,0.840742,0.954709
238,134,20,0.843133,
239,134,20,0.843133,1.563692
240,162,95,0.856132,1.670663
241,162,95,0.856132,1.768164
242,130,10,0.861139,1.832846
243,130,10,0.861139,1.326720
244,236,7,0.905568,
245,236,7,0.905568,1.283326
246,6,6,0.905678,1.040591
247,6,6,0.905678,
248,19,19,0.914991,1.492017
249,19,19,0.914991,1.645417
250,194,44,0.929739,
251,194,44,0.929739,1.138887
252,175,23,0.932980,1.014302
253,175,23,0.932980,
254,13,13,0.943781,1.385502
255,13,13,0.943781,
256,237,7,0.954709,1.314864
257,237,7,0.954709,
258,68,68,0.967411,1.449415
259,68,68,0.967411,1.317644
260,30,30,0.998207,1.039425
261,30,30,0.998207,1.451153
262,8,8,0.998725,1.605086
263,8,8,0.998725,1.730870
264,211,29,1.003916,
265,211,29,1.003916,1.277848
266,165,99,1.006571,
267,165,99,1.006571,1.203575
268,83,83,1.007738,1.262990
269,83,83,1.007738,1.202418
270,252,23,1.014302,1.637886
271,252,23,1.014302,1.038063
272,271,23,1.038063,
273,271,23,1.038063,1.928423
274,260,30,1.039425,1.546932
275,260,30,1.039425,1.566982
276,246,6,1.040591,
277,246,6,1.040591,
278,125,69,1.062371,
279,125,69,1.062371,1.453870
280,225,81,1.076825,
281,225,81,1.076825,1.405806
282,207,46,1.083615,
283,207,46,1.083615,1.783273
284,161,82,1.085864,
285,161,82,1.085864,1.596118
286,146,99,1.104996,
287,146,99,1.104996,1.306436
288,33,33,1.118148,1.361650
289,33,33,1.118148,
290,204,7,1.136815,
291,204,7,1.136815,1.950904
292,251,44,1.138887,
293,251,44,1.138887,
294,234,43,1.142689,1.308085
295,234,43,1.142689,
296,141,46,1.159301,1.301805
297,141,46,1.159301,
298,4,4,1.164282,
299,4,4,1.164282,
300,47,47,1.179090,1.888745
301,47,47,1.179090,
302,9,9,1.197287,
303,9,9,1.197287,
304,34,34,1.200115,
305,34,34,1.200115,
306,269,83,1.202418,1.287704
307,269,83,1.202418,1.414217
308,267,99,1.203575,
309,267,99,1.203575,1.562235
310,80,80,1.212079,1.728459
311,80,80,1.212079,
312,226,69,1.220583,1.264827
313,226,69,1.220583,1.388538
314,118,57,1.235182,
315,118,57,1.235182,
316,128,15,1.260939,
317,128,15,1.260939,
318,268,83,1.262990,1.433332
319,268,83,1.262990,
320,312,69,1.264827,1.716083
321,312,69,1.264827,
322,152,1,1.277065,1.660820
323,152,1,1.277065,
324,265,29,1.277848,1.474013
325,265,29,1.277848,
326,37,37,1.283257,
327,37,37,1.283257,
328,245,7,1.283326,
329,245,7,1.283326,
330,306,83,1.287704,
331,306,83,1.287704,1.331597
332,25,25,1.295189,1.745475
333,25,25,1.295189,
334,116,20,1.298877,
335,116,20,1.298877,
336,296,46,1.301805,
337,296,46,1.301805,1.465702
338,159,43,1.303716,
339,159,43,1.303716,
340,35,35,1.304262,
341,35,35,1.304262,1.362828
342,287,99,1.306436,
343,287,99,1.306436,
344,294,43,1.308085,1.917785
345,294,43,1.308085,1.413549
