cell_id,parent_id,founder_id,birth_time,div_time,div_x,div_y
0,-1,0,0.000000,0.888931,8.012132,20.386039
1,-1,1,0.000000,0.308649,10.146721,0.673690
2,-1,2,0.000000,0.383072,16.056251,17.189768
3,-1,3,0.000000,0.187253,4.742708,11.913517
4,-1,4,0.000000,1.685834,14.215569,4.144343
5,-1,5,0.000000,1.996121,9.549631,4.362269
6,-1,6,0.000000,0.070591,3.730714,3.104301
7,-1,7,0.000000,,,
8,-1,8,0.000000,,,
9,-1,9,0.000000,,,
10,-1,10,0.000000,0.524440,1.989665,12.463975
11,-1,11,0.000000,,,
12,-1,12,0.000000,0.427649,11.678405,5.725347
13,-1,13,0.000000,0.241392,18.311243,0.196259
14,-1,14,0.000000,0.895190,9.924823,8.999002
15,-1,15,0.000000,0.023095,0.815047,9.816038
16,-1,16,0.000000,1.333827,5.536167,12.771697
17,-1,17,0.000000,0.378511,17.763430,12.839537
18,-1,18,0.000000,0.899012,5.868466,14.581615
19,-1,19,0.000000,1.402453,13.238664,15.995146
20,-1,20,0.000000,1.555867,19.791565,15.485477
21,-1,21,0.000000,0.415669,5.672959,6.432356
22,-1,22,0.000000,,,
23,-1,23,0.000000,1.448181,18.430612,6.287198
24,-1,24,0.000000,0.301603,9.770095,-0.166805
25,-1,25,0.000000,0.998860,13.976160,0.620989
26,-1,26,0.000000,1.321584,14.263667,2.438002
27,-1,27,0.000000,0.166550,3.098572,-0.114800
28,-1,28,0.000000,1.038475,17.911078,13.977166
29,-1,29,0.000000,1.466663,2.330567,8.308151
30,-1,30,0.000000,0.181064,15.819401,13.982129
31,-1,31,0.000000,0.889218,13.191788,6.171956
32,-1,32,0.000000,0.687314,12.285314,3.292231
33,-1,33,0.000000,1.174867,17.437546,17.372263
34,-1,34,0.000000,0.351744,12.270076,2.633194
35,-1,35,0.000000,0.383146,15.454424,10.286347
36,-1,36,0.000000,,,
37,-1,37,0.000000,0.839561,5.043147,4.392224
38,-1,38,0.000000,1.227417,1.410284,16.018930
39,-1,39,0.000000,0.389711,18.337254,8.869011
40,-1,40,0.000000,1.302107,12.634404,13.932500
41,-1,41,0.000000,0.250756,20.082198,10.879057
42,-1,42,0.000000,1.851145,-0.526544,9.645414
43,-1,43,0.000000,0.861637,5.616394,8.281669
44,-1,44,0.000000,0.217310,7.687673,4.315743
45,-1,45,0.000000,1.369648,9.257022,4.923482
46,-1,46,0.000000,,,
47,-1,47,0.000000,1.094399,10.234477,3.466152
48,-1,48,0.000000,1.923732,17.042576,5.610278
49,-1,49,0.000000,,,
50,-1,50,0.000000,1.772449,10.530017,6.467756
51,-1,51,0.000000,0.658639,15.837205,2.967891
52,-1,52,0.000000,,,
53,-1,53,0.000000,0.272522,19.916406,12.803562
54,-1,54,0.000000,0.522802,12.530740,11.594337
55,-1,55,0.000000,0.896943,3.539314,0.519589
56,-1,56,0.000000,1.016604,19.076520,9.669242
57,-1,57,0.000000,0.511169,15.794829,1.864086
58,-1,58,0.000000,0.047239,18.250227,5.893993
59,-1,59,0.000000,,,
60,-1,60,0.000000,0.726814,10.826143,3.860875
61,-1,61,0.000000,0.481368,5.262559,17.389413
62,-1,62,0.000000,1.068394,3.610190,10.314279
63,-1,63,0.000000,0.404255,7.598284,17.527848
64,-1,64,0.000000,,,
65,-1,65,0.000000,,,
66,-1,66,0.000000,0.694510,16.922278,14.104034
67,-1,67,0.000000,1.405510,11.147908,8.151874
68,-1,68,0.000000,0.167898,18.789044,5.810712
69,-1,69,0.000000,0.021383,19.912930,17.615755
70,-1,70,0.000000,1.204739,11.626043,9.665607
71,-1,71,0.000000,1.394022,9.674686,14.180219
72,-1,72,0.000000,0.301062,4.113831,8.818979
73,-1,73,0.000000,0.371249,5.457673,17.988753
74,-1,74,0.000000,0.214071,7.289095,7.241706
75,-1,75,0.000000,0.539265,8.136538,13.606093
76,-1,76,0.000000,0.542472,7.537725,3.491239
77,-1,77,0.000000,1.186959,4.153045,12.585915
78,-1,78,0.000000,0.242779,3.774459,18.521661
79,-1,79,0.000000,0.851611,12.089414,8.597723
80,-1,80,0.000000,0.730392,3.728476,5.338388
81,-1,81,0.000000,1.207327,2.982698,4.930402
82,-1,82,0.000000,1.343821,5.195604,9.362187
83,-1,83,0.000000,0.591104,18.636429,7.822806
84,-1,84,0.000000,,,
85,-1,85,0.000000,,,
86,-1,86,0.000000,1.522335,2.547792,-0.214283
87,-1,87,0.000000,1.032554,4.461627,12.667443
88,-1,88,0.000000,,,
89,-1,89,0.000000,1.773463,11.448938,14.400466
90,-1,90,0.000000,1.812965,13.792645,7.903297
91,-1,91,0.000000,1.422044,-0.025473,4.946475
92,-1,92,0.000000,0.063149,3.245405,16.941543
93,-1,93,0.000000,,,
94,-1,94,0.000000,1.346149,11.030218,16.861512
95,-1,95,0.000000,0.700960,9.627503,12.947080
96,-1,96,0.000000,0.052032,3.183779,8.110668
97,-1,97,0.000000,0.364785,11.009891,0.831095
98,-1,98,0.000000,0.773751,5.326847,14.271811
99,-1,99,0.000000,1.865283,8.693126,13.732509
100,69,69,0.021383,1.194123,19.391821,17.124758
101,69,69,0.021383,0.318463,19.558053,17.590672
102,15,15,0.023095,0.757015,0.415502,10.345435
103,15,15,0.023095,0.170240,0.668373,9.833501
104,58,58,0.047239,,,
105,58,58,0.047239,,,
106,96,96,0.052032,,,
107,96,96,0.052032,0.876168,3.361728,7.953248
108,92,92,0.063149,0.436337,2.760360,16.345580
109,92,92,0.063149,,,
110,6,6,0.070591,1.243875,3.858424,3.548495
111,6,6,0.070591,,,
112,27,27,0.166550,1.452149,2.484341,-0.714033
113,27,27,0.166550,0.857302,3.484961,0.759671
114,68,68,0.167898,0.841698,18.842353,5.763921
115,68,68,0.167898,1.083205,18.739419,6.008361
116,103,15,0.170240,1.795349,0.654824,10.637597
117,103,15,0.170240,0.369727,0.772184,9.846680
118,30,30,0.181064,1.689846,16.005289,13.632903
119,30,30,0.181064,0.520472,15.651789,13.926488
120,3,3,0.187253,,,
121,3,3,0.187253,0.622292,4.589475,11.937336
122,74,74,0.214071,,,
123,74,74,0.214071,1.779865,6.790558,7.149936
124,44,44,0.217310,,,
125,44,44,0.217310,,,
126,13,13,0.241392,,,
127,13,13,0.241392,0.632178,18.667465,0.581757
128,78,78,0.242779,1.866401,4.150532,18.294208
129,78,78,0.242779,,,
130,41,41,0.250756,1.976523,21.083373,11.865682
131,41,41,0.250756,,,
132,53,53,0.272522,0.673306,20.236874,12.538680
133,53,53,0.272522,0.489428,19.935797,13.002798
134,72,72,0.301062,0.923077,4.567054,8.718648
135,72,72,0.301062,1.544067,3.523319,10.346379
136,24,24,0.301603,,,
137,24,24,0.301603,1.940828,10.609484,-0.087847
138,1,1,0.308649,1.142196,10.521001,0.683316
139,1,1,0.308649,1.129430,10.153083,1.372620
140,101,69,0.318463,1.959162,19.850331,18.236335
141,101,69,0.318463,1.030968,20.024313,17.769303
142,34,34,0.351744,1.737298,11.975165,1.037266
143,34,34,0.351744,1.413505,11.591942,2.039122
144,97,97,0.364785,,,
145,97,97,0.364785,0.898456,12.052157,0.534122
146,117,15,0.369727,0.777132,0.844576,9.991244
147,117,15,0.369727,1.172256,0.318234,10.401414
148,73,73,0.371249,,,
149,73,73,0.371249,1.205566,4.577373,17.541443
150,17,17,0.378511,1.270929,17.724587,12.318138
151,17,17,0.378511,1.033324,17.635932,12.976833
152,2,2,0.383072,1.405743,16.147972,18.327648
153,2,2,0.383072,0.764880,15.963737,17.459043
154,35,35,0.383146,,,
155,35,35,0.383146,1.642646,14.977784,10.756493
156,39,39,0.389711,0.617675,18.152115,9.184587
157,39,39,0.389711,1.209925,17.881677,9.484476
158,63,63,0.404255,0.600033,7.328178,17.818661
159,63,63,0.404255,0.876373,7.411153,17.224122
160,21,21,0.415669,,,
161,21,21,0.415669,,,
162,12,12,0.427649,,,
163,12,12,0.427649,,,
164,108,92,0.436337,1.453578,3.370137,17.344160
165,108,92,0.436337,,,
166,61,61,0.481368,1.353525,6.570044,17.639089
167,61,61,0.481368,0.908501,5.055902,17.605198
168,133,53,0.489428,,,
169,133,53,0.489428,0.776412,19.684539,12.797386
170,57,57,0.511169,,,
171,57,57,0.511169,1.338412,15.597343,2.060357
172,119,30,0.520472,0.580667,15.606210,13.909769
173,119,30,0.520472,1.394675,15.483195,13.373635
174,54,54,0.522802,1.608424,12.777974,11.569300
175,54,54,0.522802,,,
176,10,10,0.524440,,,
177,10,10,0.524440,0.750275,1.619559,12.617679
178,75,75,0.539265,1.755832,8.620358,13.552185
179,75,75,0.539265,0.637881,8.168461,13.720175
180,76,76,0.542472,,,
181,76,76,0.542472,0.977993,7.627602,3.761509
182,172,30,0.580667,1.200946,14.851433,13.694737
183,172,30,0.580667,1.349775,16.013578,13.761233
