descendant_obs_id,ancestor_obs_id
0,2
1,8
2,10
3,11
4,12
5,18
6,20
7,22
8,23
9,25
10,26
11,29
12,39
13,42
14,44
15,45
16,46
17,49
18,50
19,54
20,55
21,61
22,69
23,71
24,73
25,76
26,77
27,78
28,79
29,83
30,85
31,90
32,92
33,98
34,99
35,62
36,56
37,37
38,59
39,94
40,21
41,95
42,95
43,51
44,9
45,60
46,60
47,51
48,30
49,67
50,63
51,74
52,57
53,40
54,33
55,7
56,24
57,65
58,40
59,40
60,62
61,67
62,67
63,47
64,97
65,27
66,16
67,66
68,80
69,37
70,37
71,1
72,84
73,84
74,33
75,13
76,13
77,37
78,37
79,57
80,74
81,74
82,53
83,24
84,34
85,34
86,99
87,66
88,17
89,72
90,63
91,33
92,7
93,82
94,7
95,1
96,6
97,6
98,58
99,58
100,3
101,3
102,97
103,24
104,24
105,91
106,91
107,28
108,28
109,41
110,96
111,96
112,63
113,63
114,13
115,65
116,65
117,63
118,82
119,82
120,87
121,7
122,7
123,4
124,17
125,21
126,63
127,63
128,47
129,47
130,94
131,94
132,66
133,66
134,38
135,58
136,31
137,70
138,67
139,67
140,43
141,43
142,41
143,64
144,36
145,36
146,40
147,40
148,7
149,7
150,64
151,64
152,58
153,58
154,9
155,9
156,88
157,88
158,32
159,32
160,89
161,89
162,30
163,30
164,13
165,13
166,70
167,21
168,41
169,41
170,0
171,0
172,47
173,47
174,72
175,72
176,93
177,82
178,82
179,62
180,62
181,56
182,56
183,4
184,4
185,19
186,19
187,97
188,97
189,64
190,64
191,62
192,62
193,97
194,97
195,0
196,0
197,80
198,80
199,80
200,52
201,52
202,86
203,5
204,5
205,93
206,21
207,21
208,16
209,16
210,81
211,81
212,86
213,86
214,82
215,82
216,53
217,14
218,14
219,91
220,91
221,1
222,1
223,17
224,17
225,33
226,33
227,64
228,64
229,15
230,41
231,41
232,38
233,38
234,59
235,59
236,19
237,19
238,93
239,93
240,48
241,48
242,27
243,27
244,87
245,57
246,57
247,1
248,1
249,0
250,0
251,99
252,99
253,51
254,51
255,53
256,53
257,5
258,70
259,70
260,33
261,5
262,5
263,33
264,33
265,57
266,57
267,15
268,15
269,33
270,13
271,13
272,80
273,80
274,47
275,47
276,75
277,75
278,87
279,87
280,31
281,31
282,68
283,68
284,35
285,35
286,33
287,33
