obs_id,x,y
0,10.521156,8.858572
1,11.956293,1.068035
2,1.043031,10.030627
3,0.857774,16.775458
4,3.044235,8.457705
5,13.288252,3.806145
6,15.970091,12.441998
7,15.716251,10.648444
8,3.113253,9.489607
9,14.355728,15.565591
10,4.067109,5.860103
11,16.222915,12.987310
12,0.095135,14.333899
13,17.604367,14.999533
14,11.880090,18.350640
15,15.160510,13.245016
16,14.264642,18.702282
17,3.968109,20.339281
18,2.008498,17.056629
19,14.726293,4.322139
20,14.272739,14.888454
21,17.704210,16.736928
22,14.795365,3.849227
23,17.882842,16.512055
24,7.654907,3.095861
25,2.724817,10.575766
26,4.163246,9.389166
27,14.674428,14.959760
28,11.098058,1.943727
29,0.389012,5.789468
30,10.355254,1.941088
31,5.071793,-2.007443
32,4.274678,2.158439
33,7.695749,18.379992
34,4.376456,10.683727
35,1.220242,14.059621
36,6.783638,19.314743
37,15.818847,8.917403
38,4.838287,12.863703
39,9.774630,6.455195
40,12.956830,7.209328
41,11.565135,16.380130
42,17.109928,5.319535
43,18.785669,7.908057
44,11.841350,20.316470
45,15.253331,4.658014
46,11.146081,3.075250
47,5.241028,2.335700
48,20.052346,4.643818
49,0.710844,16.406518
50,5.625837,-0.336197
51,13.716446,20.665411
52,-0.367447,5.989324
53,6.951551,10.385784
54,14.730311,0.052815
55,18.333146,17.294274
56,11.407848,18.184486
57,8.462684,12.415575
58,8.779356,15.569805
59,3.063462,5.860211
60,17.842338,1.318168
61,1.587824,12.777790
62,10.196831,12.093141
63,1.119961,16.109733
64,2.562050,6.450938
65,5.611638,7.761797
66,4.596607,2.094463
67,19.863694,8.392775
68,4.951413,18.747679
69,6.418681,20.767589
70,19.853820,9.169516
71,18.396603,8.675531
72,7.087606,7.643547
73,7.896273,7.256632
74,6.355489,4.590910
75,10.916112,0.887847
76,9.192152,2.515424
77,6.901446,6.407329
78,11.677061,15.711676
79,11.980598,14.203548
80,11.558567,13.223039
81,12.774233,13.280139
82,7.362591,0.238052
83,16.474869,3.489365
84,17.384459,3.867418
85,12.315901,16.181342
86,15.143943,9.798551
87,7.208257,4.540116
88,9.194036,5.690584
89,6.068946,13.550153
90,17.751462,7.694264
91,19.396965,6.952233
92,7.697093,2.532107
93,8.459385,1.127224
94,4.920653,5.011475
95,4.561895,5.841687
96,10.052662,14.518091
97,1.753186,19.678426
98,3.193135,20.894404
99,6.624851,8.022119
100,1.643256,9.487153
101,1.728152,11.696327
102,8.991361,0.523311
103,7.522505,0.127443
104,7.949301,10.707856
105,5.142846,17.684913
106,0.281256,18.741246
107,3.683911,18.793530
108,11.489280,16.515310
109,12.342519,15.603399
110,14.738742,8.664288
111,3.234720,18.430750
112,2.211911,18.025490
113,2.718827,4.800779
114,20.244451,1.757731
115,20.701633,2.002038
116,7.745618,3.840989
117,9.320734,2.236693
118,2.692526,1.309249
119,3.994346,-0.071330
120,6.405953,8.173532
121,6.052440,5.925636
122,12.385160,12.957633
123,0.083297,2.942018
124,12.965186,14.010495
125,12.715447,13.092618
126,0.913191,2.627973
127,10.012828,3.753858
128,9.975938,3.806565
129,16.783527,3.070363
130,16.444511,2.297403
131,15.074685,6.529556
132,4.360694,16.588238
133,4.029972,16.791754
134,2.045621,4.712845
135,1.566094,5.577141
136,5.128426,3.780171
137,5.093864,3.730614
138,3.705080,19.385965
139,3.555888,20.179531
140,11.065362,13.523913
141,10.893912,13.689835
142,0.277335,2.901333
143,0.396305,2.615262
144,7.571488,9.745870
145,6.554909,10.164298
146,3.475114,1.357712
147,3.868911,1.556987
148,7.359223,14.369655
149,7.791121,14.158847
150,5.129998,16.345819
151,4.995727,17.075129
152,3.016578,5.594300
153,3.080217,5.568234
154,14.931205,7.984442
155,15.069867,7.994257
