descendant_obs_id,ancestor_obs_id
0,0
1,2
2,3
3,12
4,15
5,22
6,23
7,24
8,30
9,31
10,32
11,34
12,36
13,41
14,42
15,43
16,44
17,47
18,52
19,54
20,63
21,67
22,68
23,69
24,71
25,79
26,85
27,88
28,90
29,91
30,75
31,75
32,46
33,86
34,39
35,13
36,28
37,28
38,35
39,19
40,46
41,45
42,11
43,70
44,25
45,56
46,48
47,25
48,59
49,5
50,55
51,5
52,5
53,10
54,18
55,20
56,19
57,78
58,33
59,6
60,60
61,10
62,61
63,20
64,20
65,97
66,25
67,25
68,46
69,46
70,99
71,80
72,80
73,7
74,11
75,53
76,53
77,29
78,57
79,50
80,25
81,64
82,89
83,72
84,21
85,33
86,51
87,51
88,14
89,4
90,4
91,72
92,66
93,66
94,96
95,92
96,10
97,78
98,9
99,97
100,97
101,16
102,38
103,38
104,74
105,61
106,56
107,56
108,39
109,17
110,17
111,18
112,18
113,84
114,89
115,89
116,78
117,7
118,49
119,7
120,45
121,61
122,76
123,76
124,50
125,50
126,33
127,33
128,14
129,27
130,72
131,72
132,27
133,27
134,89
135,19
136,65
137,78
138,70
139,70
140,14
141,55
142,74
143,74
144,19
145,94
146,94
147,19
148,26
149,26
150,19
151,82
152,82
153,40
154,4
155,10
156,10
157,58
158,58
159,40
160,29
161,74
162,61
163,89
164,19
165,48
166,48
167,35
168,18
169,18
170,72
171,39
172,39
173,55
174,55
175,19
176,19
177,48
178,9
179,9
180,33
181,33
182,49
183,49
184,81
185,81
186,76
187,73
188,14
189,14
190,83
191,83
192,7
193,7
194,13
195,77
196,89
197,89
198,13
199,87
200,87
201,89
202,89
203,55
204,19
205,19
206,40
207,59
208,78
209,57
210,78
211,78
212,60
213,60
214,48
215,21
216,8
217,8
218,14
219,14
220,84
221,84
222,38
223,13
224,25
225,25
226,40
227,55
228,55
229,45
230,21
231,7
232,83
233,83
234,59
235,59
236,25
237,14
238,14
239,13
240,93
241,93
242,9
243,9
244,77
245,35
246,35
247,78
248,78
249,77
250,99
251,92
252,92
253,13
254,13
255,74
256,74
257,40
258,40
259,45
260,7
261,7
262,98
263,98
264,64
265,57
266,57
267,5
268,5
269,46
270,46
271,78
272,78
273,83
274,83
275,95
276,11
277,11
278,48
279,48
280,66
281,72
282,72
283,99
284,99
285,73
286,37
287,45
288,45
289,40
290,40
291,16
292,16
293,11
294,11
295,4
296,4
297,16
298,16
299,16
300,16
301,73
302,73
303,76
304,76
305,61
306,61
307,93
308,89
309,89
310,25
311,25
312,62
313,62
314,86
315,86
316,14
317,14
318,65
319,65
320,45
321,45
322,96
323,96
324,55
325,55
326,29
327,29
328,49
329,49
330,19
331,19
332,83
333,83
334,74
335,74
336,80
337,80
338,6
339,6
340,83
341,37
342,93
343,93
344,66
345,38
346,38
347,37
348,37
349,61
350,61
351,77
352,77
353,6
354,6
355,64
356,64
357,66
358,66
359,95
360,95
361,51
362,51
363,83
364,83
365,77
366,77
367,45
368,45
369,78
370,78
371,49
372,49
373,21
374,21
375,19
376,19
377,1
378,1
379,19
380,19
381,25
382,25
