cell_id,parent_id,founder_id,birth_time,div_time,div_x,div_y
0,-1,0,0.000000,0.888931,8.417638,22.159401
1,-1,1,0.000000,0.308649,10.777858,-0.596688
2,-1,2,0.000000,0.383072,17.577558,17.288673
3,-1,3,0.000000,0.187253,4.280094,11.602910
4,-1,4,0.000000,1.685834,12.682767,2.910148
5,-1,5,0.000000,1.996121,10.046355,5.261112
6,-1,6,0.000000,0.070591,3.498170,3.777542
7,-1,7,0.000000,,,
8,-1,8,0.000000,,,
9,-1,9,0.000000,,,
10,-1,10,0.000000,0.524440,0.164807,12.172649
11,-1,11,0.000000,,,
12,-1,12,0.000000,0.427649,11.248366,5.226294
13,-1,13,0.000000,0.241392,18.815063,-0.010342
14,-1,14,0.000000,0.895190,11.094165,8.151027
15,-1,15,0.000000,0.023095,0.592802,9.850097
16,-1,16,0.000000,1.333827,6.726086,11.819553
17,-1,17,0.000000,0.378511,17.811433,11.264980
18,-1,18,0.000000,0.899012,5.877645,13.936610
19,-1,19,0.000000,1.402453,14.903330,12.794630
20,-1,20,0.000000,1.555867,24.505333,18.218282
21,-1,21,0.000000,0.415669,6.470348,4.595173
22,-1,22,0.000000,,,
23,-1,23,0.000000,1.448181,19.352050,3.656512
24,-1,24,0.000000,0.301603,8.755192,-0.761956
25,-1,25,0.000000,0.998860,13.925031,1.183904
26,-1,26,0.000000,1.321584,11.693047,2.847712
27,-1,27,0.000000,0.166550,3.195010,-1.646200
28,-1,28,0.000000,1.038475,19.211883,15.722945
29,-1,29,0.000000,1.466663,1.774256,8.574162
30,-1,30,0.000000,0.181064,15.813896,14.615294
31,-1,31,0.000000,0.889218,13.609663,5.618616
32,-1,32,0.000000,0.687314,12.148298,3.833877
33,-1,33,0.000000,1.174867,14.604440,18.015889
34,-1,34,0.000000,0.351744,13.016969,2.987382
35,-1,35,0.000000,0.383146,14.304061,10.346620
36,-1,36,0.000000,,,
37,-1,37,0.000000,0.839561,5.154736,3.879404
38,-1,38,0.000000,1.227417,0.792664,16.717325
39,-1,39,0.000000,0.389711,18.304425,8.552154
40,-1,40,0.000000,1.302107,13.294243,18.019211
41,-1,41,0.000000,0.250756,20.829748,10.613941
42,-1,42,0.000000,1.851145,-2.231493,11.231230
43,-1,43,0.000000,0.861637,5.445763,6.879861
44,-1,44,0.000000,0.217310,6.829239,4.978989
45,-1,45,0.000000,1.369648,6.704030,6.451421
46,-1,46,0.000000,,,
47,-1,47,0.000000,1.094399,12.226639,-0.231443
48,-1,48,0.000000,1.923732,14.845549,3.589810
49,-1,49,0.000000,,,
50,-1,50,0.000000,1.772449,13.190367,6.829528
51,-1,51,0.000000,0.658639,16.254827,3.081761
52,-1,52,0.000000,,,
53,-1,53,0.000000,0.272522,20.079979,12.258806
54,-1,54,0.000000,0.522802,13.687925,13.789561
55,-1,55,0.000000,0.896943,3.689650,-0.661061
56,-1,56,0.000000,1.016604,16.821817,8.328233
57,-1,57,0.000000,0.511169,13.973484,1.670189
58,-1,58,0.000000,0.047239,18.184088,5.919676
59,-1,59,0.000000,,,
60,-1,60,0.000000,0.726814,10.832060,2.949332
61,-1,61,0.000000,0.481368,4.533640,17.770616
62,-1,62,0.000000,1.068394,1.574149,8.752232
63,-1,63,0.000000,0.404255,8.259966,15.801546
64,-1,64,0.000000,,,
65,-1,65,0.000000,,,
66,-1,66,0.000000,0.694510,15.391148,14.012197
67,-1,67,0.000000,1.405510,14.074687,10.343028
68,-1,68,0.000000,0.167898,17.844914,5.512616
69,-1,69,0.000000,0.021383,20.111135,17.865849
70,-1,70,0.000000,1.204739,12.505801,11.486519
71,-1,71,0.000000,1.394022,6.278283,12.377430
72,-1,72,0.000000,0.301062,4.404217,8.018356
73,-1,73,0.000000,0.371249,7.065156,18.400445
74,-1,74,0.000000,0.214071,8.567561,7.161004
75,-1,75,0.000000,0.539265,9.335065,11.854528
76,-1,76,0.000000,0.542472,8.346940,3.618369
77,-1,77,0.000000,1.186959,4.155799,13.819105
78,-1,78,0.000000,0.242779,3.914798,20.234603
79,-1,79,0.000000,0.851611,13.779734,9.793447
80,-1,80,0.000000,0.730392,2.429387,3.671333
81,-1,81,0.000000,1.207327,4.079374,4.235674
82,-1,82,0.000000,1.343821,6.369493,11.600238
83,-1,83,0.000000,0.591104,17.256114,6.046983
84,-1,84,0.000000,,,
85,-1,85,0.000000,,,
86,-1,86,0.000000,1.522335,2.458912,-2.588360
87,-1,87,0.000000,1.032554,3.810335,12.054441
88,-1,88,0.000000,,,
89,-1,89,0.000000,1.773463,8.307499,14.757550
90,-1,90,0.000000,1.812965,10.556170,8.812820
