cell_id,parent_id,founder_id,birth_time,div_time,div_x,div_y
0,-1,0,0.000000,,,
1,-1,1,0.000000,1.994988,0.800250,5.936539
2,-1,2,0.000000,,,
3,-1,3,0.000000,,,
4,-1,4,0.000000,0.481305,11.125025,20.281745
5,-1,5,0.000000,0.115390,16.272728,20.628403
6,-1,6,0.000000,0.045753,12.237653,7.841081
7,-1,7,0.000000,0.501074,4.298911,6.716574
8,-1,8,0.000000,1.619486,15.263007,15.668508
9,-1,9,0.000000,0.545524,9.655477,-1.740176
10,-1,10,0.000000,0.542788,17.899967,12.348866
11,-1,11,0.000000,0.350554,13.440768,3.377372
12,-1,12,0.000000,,,
13,-1,13,0.000000,0.289513,15.533937,7.939543
14,-1,14,0.000000,0.780070,11.093955,1.899890
15,-1,15,0.000000,,,
16,-1,16,0.000000,1.060503,7.441633,7.572964
17,-1,17,0.000000,1.133066,2.876475,5.738274
18,-1,18,0.000000,0.343854,19.054555,4.776450
19,-1,19,0.000000,0.295988,5.364547,3.136567
20,-1,20,0.000000,0.597160,2.336328,15.387425
21,-1,21,0.000000,0.966561,4.580559,7.736295
22,-1,22,0.000000,,,
23,-1,23,0.000000,,,
24,-1,24,0.000000,,,
25,-1,25,0.000000,0.160263,0.592529,10.561263
26,-1,26,0.000000,1.296489,16.859250,11.042066
27,-1,27,0.000000,1.195881,6.753174,17.863858
28,-1,28,0.000000,0.292968,18.086783,2.432052
29,-1,29,0.000000,0.883524,12.281051,16.020863
30,-1,30,0.000000,,,
31,-1,31,0.000000,,,
32,-1,32,0.000000,,,
33,-1,33,0.000000,0.654844,21.081184,12.728321
34,-1,34,0.000000,,,
35,-1,35,0.000000,0.329009,13.349833,3.022521
36,-1,36,0.000000,,,
37,-1,37,0.000000,1.808631,16.111588,0.010238
38,-1,38,0.000000,1.058047,10.081503,0.355186
39,-1,39,0.000000,0.283955,17.772577,0.690010
40,-1,40,0.000000,0.568352,4.251530,20.491925
41,-1,41,0.000000,,,
42,-1,42,0.000000,,,
43,-1,43,0.000000,,,
44,-1,44,0.000000,,,
45,-1,45,0.000000,0.375381,-1.174064,18.623098
46,-1,46,0.000000,0.100019,8.486324,2.170088
47,-1,47,0.000000,,,
48,-1,48,0.000000,0.492991,13.214142,8.467812
49,-1,49,0.000000,0.651829,6.338873,11.511862
50,-1,50,0.000000,0.922482,7.163111,4.598821
51,-1,51,0.000000,0.465414,21.956960,1.825408
52,-1,52,0.000000,,,
53,-1,53,0.000000,0.866796,3.650740,13.670476
54,-1,54,0.000000,,,
55,-1,55,0.000000,0.049886,6.224414,13.818203
