descendant_obs_id,ancestor_obs_id
0,0
1,4
2,5
3,6
4,7
5,8
6,9
7,11
8,13
9,14
10,15
11,16
12,17
13,19
14,21
15,23
16,26
17,28
18,30
19,31
20,32
21,33
22,34
23,35
24,36
25,38
26,39
27,40
28,42
29,43
30,45
31,47
32,48
33,49
34,50
35,51
36,52
37,53
38,54
39,56
40,57
41,59
42,60
43,61
44,62
45,63
46,65
47,66
48,68
49,69
50,70
51,71
52,72
53,74
54,75
55,76
56,78
57,79
58,82
59,83
60,84
61,85
62,87
63,88
64,89
65,90
66,93
67,94
68,95
69,96
70,97
71,98
72,101
73,104
74,106
75,107
76,109
77,110
78,113
79,115
80,116
81,117
82,119
83,120
84,121
85,123
86,124
87,125
88,126
89,130
90,132
91,133
92,134
93,135
94,137
95,138
96,139
97,143
98,144
99,145
100,91
101,91
102,99
103,99
104,55
105,55
106,136
107,128
108,128
109,92
110,92
111,105
112,105
113,103
114,103
115,37
116,37
117,122
118,112
119,22
120,22
121,67
122,67
123,142
124,10
125,46
126,46
127,102
128,136
129,136
130,86
131,80
132,111
133,100
134,100
135,3
136,3
137,141
138,141
139,127
140,1
141,1
142,127
143,127
144,12
145,12
146,112
147,112
148,131
149,131
150,18
151,18
152,27
153,64
154,64
155,118
156,118
157,122
158,102
159,102
160,129
161,114
162,114
163,102
164,80
165,80
166,58
167,58
168,86
169,86
170,2
171,2
172,10
173,10
174,81
175,81
176,102
177,102
178,122
179,122
180,77
181,77
182,41
183,142
184,142
185,25
186,25
187,140
188,27
189,20
190,20
191,44
192,44
193,73
194,73
195,29
196,29
197,27
198,27
199,129
200,129
201,41
202,41
203,24
204,24
205,108
206,108
207,111
208,111
209,41
210,41
211,140
212,140
