descendant_obs_id,ancestor_obs_id
0,0
1,1
2,2
3,3
4,4
5,6
6,9
7,11
8,13
9,14
10,15
11,16
12,17
13,19
14,22
15,23
16,24
17,25
18,26
19,27
20,28
21,30
22,31
23,32
24,34
25,35
26,36
27,37
28,38
29,40
30,43
31,45
32,46
33,47
34,49
35,50
36,51
37,54
38,57
39,58
40,59
41,61
42,62
43,63
44,66
45,67
46,68
47,71
48,72
49,73
50,74
51,79
52,81
53,82
54,83
55,85
56,86
57,87
58,89
59,90
60,91
61,92
62,93
63,96
64,97
65,99
66,100
67,101
68,102
69,105
70,106
71,108
72,110
73,111
74,112
75,113
76,114
77,115
78,116
79,117
80,118
81,119
82,123
83,124
84,125
85,126
86,128
87,129
88,131
89,132
90,134
91,137
92,138
93,139
94,140
95,141
96,142
97,143
98,145
99,146
100,148
101,149
102,152
103,153
104,154
105,155
106,156
107,157
108,158
109,161
110,162
111,163
112,164
113,165
114,167
115,169
116,170
117,172
118,173
119,174
120,175
121,176
122,179
123,180
124,182
125,184
126,185
127,188
128,191
129,192
130,193
131,194
132,196
133,197
134,199
135,200
136,201
137,202
138,203
139,204
140,205
141,207
142,208
143,209
144,210
145,211
146,212
147,213
148,214
149,215
150,216
151,217
152,218
153,220
154,221
155,222
156,223
157,226
158,228
159,230
160,232
161,235
162,236
163,237
164,238
165,239
166,241
167,243
168,244
169,245
170,246
171,249
172,252
173,253
174,256
175,257
176,258
177,260
178,261
179,262
180,263
181,265
182,266
183,267
184,269
185,270
186,271
187,273
188,275
189,276
190,278
191,280
192,281
193,282
194,283
195,284
196,285
197,286
198,287
199,178
200,150
201,150
202,274
203,274
204,10
205,10
206,33
207,33
208,77
209,84
210,84
211,250
212,181
213,181
214,225
215,195
216,41
217,41
218,120
219,120
220,135
221,135
222,259
223,259
224,94
225,42
226,42
227,109
228,160
229,186
230,186
231,250
232,177
233,177
234,190
235,190
236,231
237,171
238,171
239,53
240,53
241,254
242,254
243,12
244,84
245,168
246,168
247,248
248,248
249,233
250,70
251,70
252,56
253,56
254,227
255,136
256,136
257,95
258,84
259,84
260,227
261,227
262,272
263,272
264,18
265,18
266,250
267,127
268,127
269,264
270,264
271,219
272,219
273,160
274,160
275,77
276,183
277,107
278,107
279,77
280,77
281,94
282,94
283,251
284,78
285,78
286,121
287,121
288,109
289,109
290,255
291,255
292,20
293,20
294,48
295,48
296,88
297,247
298,247
299,133
300,133
301,242
302,29
303,29
304,144
305,144
306,88
307,88
308,7
309,7
310,251
311,251
312,64
313,64
314,187
315,166
316,233
317,233
318,206
319,206
320,178
321,178
322,104
323,104
324,12
325,95
326,95
327,151
328,151
329,159
330,159
331,268
332,130
333,21
334,21
335,75
336,75
337,76
338,76
339,224
340,224
341,103
342,103
343,69
344,69
345,52
346,52
347,189
348,189
349,55
350,55
351,229
352,229
353,98
354,98
355,242
356,242
357,242
358,242
359,8
360,8
361,12
362,12
363,80
364,80
365,12
366,12
367,225
368,225
369,187
370,187
371,250
372,250
373,183
374,183
375,279
376,279
377,5
378,5
379,147
380,147
381,122
382,122
383,234
384,234
385,44
386,44
387,195
388,195
389,65
390,65
391,231
392,231
393,268
394,268
395,277
396,277
397,39
398,39
399,240
400,240
401,166
402,166
403,130
404,130
405,198
406,198
407,60
408,60
