descendant_obs_id,ancestor_obs_id
0,11
1,13
2,20
3,22
4,24
5,25
6,37
7,39
8,41
9,43
10,44
11,47
12,60
13,61
14,67
15,69
16,70
17,72
18,73
19,74
20,75
21,76
22,82
23,87
24,88
25,92
26,94
27,98
28,101
29,103
30,113
31,115
32,116
33,121
34,123
35,127
36,129
37,137
38,138
39,120
40,84
41,85
42,46
43,105
44,14
45,130
46,130
47,18
48,84
49,102
50,136
51,68
52,16
53,38
54,114
55,114
56,90
57,139
58,104
59,104
60,45
61,46
62,9
63,50
64,132
65,122
66,122
67,89
68,45
69,54
70,118
71,118
72,100
73,4
74,107
75,134
76,14
77,108
78,108
79,108
80,134
81,32
82,79
83,79
84,35
85,1
86,1
87,29
88,46
89,46
90,29
91,29
92,117
93,117
94,120
95,7
96,18
97,125
98,125
99,4
100,4
101,62
102,7
103,23
104,34
105,34
106,12
107,12
108,54
109,120
110,120
111,131
112,131
113,51
114,51
115,52
116,105
117,105
118,77
119,77
120,52
121,52
122,16
123,78
124,78
125,110
126,31
127,2
128,85
129,59
130,59
131,3
132,85
133,85
134,58
135,108
136,108
137,106
138,100
139,100
140,58
141,58
142,134
143,71
144,0
145,0
146,57
147,54
148,54
149,126
150,126
151,90
152,36
153,36
154,2
155,42
156,32
157,97
158,106
159,106
160,107
161,107
162,130
163,130
164,53
165,28
166,28
167,18
168,57
169,57
170,108
171,108
172,125
173,5
174,5
175,53
176,136
177,3
178,3
179,3
180,31
181,31
182,132
183,132
184,23
185,23
186,66
187,102
188,102
189,48
190,48
191,119
192,85
193,86
194,54
195,54
196,53
197,53
198,33
199,33
200,18
201,8
202,8
203,81
204,81
205,42
206,42
207,136
208,106
209,106
210,77
211,77
212,18
213,46
214,46
215,104
216,104
217,91
218,91
219,16
220,99
221,99
222,30
223,32
224,32
225,135
226,135
227,21
228,49
229,55
230,55
231,66
232,66
233,119
234,119
235,12
236,106
237,106
238,36
239,36
240,14
241,14
242,83
243,30
244,19
245,133
246,33
247,33
248,35
249,35
250,40
251,133
252,133
253,49
254,49
255,68
256,68
257,0
258,0
259,50
260,50
261,27
262,27
263,12
264,12
265,21
266,21
267,136
268,136
269,26
270,26
271,10
272,10
273,18
274,18
275,0
276,16
277,95
278,95
279,134
280,134
281,111
282,111
283,2
284,2
285,71
286,71
287,97
288,97
289,62
290,17
291,17
292,110
293,110
294,105
295,105
296,23
297,23
298,56
299,56
300,9
301,9
302,63
303,63
304,134
305,134
306,86
307,86
308,65
309,65
310,38
311,38
312,7
313,7
314,111
315,111
316,125
317,125
318,124
319,124
320,96
321,96
322,139
323,139
324,30
325,30
326,111
327,111
328,16
329,16
330,62
331,62
332,62
333,62
334,84
335,84
336,16
337,16
338,40
339,40
340,15
341,15
342,19
343,19
344,40
345,40
346,18
347,18
348,85
349,85
350,64
351,83
352,83
353,64
354,64
355,109
356,109
357,6
358,6
359,128
360,128
361,139
362,139
363,90
364,90
365,112
366,112
367,2
368,2
369,93
370,93
371,30
372,30
373,30
374,30
375,0
376,136
377,136
378,64
379,64
380,64
381,64
382,16
383,16
384,45
385,45
386,0
387,0
388,12
389,12
390,89
391,89
392,16
393,16
394,33
395,33
396,7
397,7
398,108
399,108
400,19
401,19
402,80
403,80
404,53
405,53
