obs_id,x,y
0,12.867977,3.109470
1,8.426734,15.566034
2,1.611527,4.161917
3,8.607612,17.442551
4,11.510544,1.740453
5,6.466144,5.743471
6,4.495667,11.372447
7,12.031876,11.365383
8,17.878883,18.175374
9,3.295635,4.820798
10,12.717761,15.418550
11,19.045684,1.812068
12,6.020533,13.289784
13,12.023469,2.523414
14,16.902007,12.948899
15,6.755720,4.304853
16,19.437028,10.052359
17,6.414742,14.358377
18,5.329487,6.825769
19,11.097504,1.095191
20,13.783455,2.488735
21,4.648664,12.905331
22,3.280648,15.690733
23,6.057445,2.097555
24,2.465693,7.850989
25,18.404673,1.093009
26,5.207004,7.128899
27,10.986264,19.215285
28,4.894494,16.333826
29,8.011908,3.981809
30,4.501145,17.385891
31,13.273566,5.779969
32,8.607104,14.882228
33,14.445225,4.617699
34,12.214164,16.002109
35,18.290865,16.971658
36,9.564155,13.312574
37,19.571007,8.326088
38,3.704265,1.375185
39,1.478584,18.070935
40,9.554059,7.816161
41,12.946755,11.379652
42,13.582443,3.991893
43,4.198195,3.395540
44,4.316614,16.983390
45,6.339322,4.201850
46,0.374256,5.442498
47,10.161363,7.760971
48,13.380674,3.641850
49,19.363956,10.024461
50,4.814646,5.462501
51,0.714489,0.311962
52,8.413519,14.761056
53,13.759975,9.778291
54,4.668213,16.252248
55,17.153585,9.489243
56,4.217811,10.868952
57,13.269171,5.917584
58,12.252463,2.305460
59,12.569672,5.517597
60,5.403604,12.910049
61,15.996681,16.735712
62,1.585424,5.308174
63,2.683782,8.625080
64,16.372127,10.509903
65,7.896670,7.221611
66,4.256854,13.091049
67,19.360470,5.507441
68,13.334053,6.027759
69,0.385108,1.470377
70,18.567615,5.380699
71,9.001519,19.118897
72,17.149740,14.958784
73,14.098591,8.009869
74,8.365804,1.281556
75,10.645611,16.571487
76,11.282566,16.158999
77,14.570831,13.500638
78,6.756450,12.568753
79,6.541575,12.801168
80,11.574392,0.988811
81,12.171671,0.013436
82,6.334617,6.889139
83,7.223666,7.118579
84,10.395622,9.796546
85,10.162523,9.485552
86,15.004603,14.495078
87,14.672894,14.447607
88,10.692240,16.848131
89,10.002424,16.270708
90,13.995213,13.288182
91,4.313532,18.882092
92,4.555665,18.273731
93,16.276713,13.090339
94,14.383334,2.831539
95,14.299557,2.434494
96,4.443019,18.660203
97,4.338435,18.666321
98,1.005624,18.065628
99,0.901945,18.137383
100,2.840624,6.537611
101,18.106698,12.374694
102,18.112397,12.344766
103,13.769695,13.398822
104,14.056913,13.421943
105,11.406734,10.617003
106,11.372777,10.743093
107,3.082256,13.564161
108,3.421618,13.059967
109,10.637622,0.590405
110,2.482425,13.645566
111,12.097906,6.291568
112,12.083661,6.689623
113,3.666427,13.243345
114,13.631816,6.734302
115,13.487936,6.965414
116,2.660410,6.567692
117,2.443078,6.372712
118,2.287519,9.062437
119,2.495536,9.440475
120,2.546722,13.551433
121,2.442499,13.529237
122,2.286923,13.476043
123,4.413699,6.452895
124,4.425454,6.367401
125,4.681740,13.944997
126,5.115958,13.855461
127,16.018801,12.456565
128,16.109346,12.413377
129,3.821791,13.753150
130,3.857303,13.615221
131,7.075865,18.156246
132,6.987173,18.095922
133,10.834266,0.974350
134,10.761105,0.960733
