obs_id,true_cell_id
0,3
1,11
2,12
3,16
4,18
5,21
6,26
7,32
8,36
9,41
10,42
11,48
12,49
13,51
14,52
15,53
16,58
17,60
18,65
19,66
20,72
21,74
22,76
23,85
24,87
25,92
26,97
27,98
28,100
29,101
30,103
31,106
32,112
33,114
34,115
35,119
36,122
37,126
38,129
39,133
40,137
41,142
42,145
43,149
44,150
45,153
46,154
47,164
48,167
49,168
50,172
51,174
52,179
53,181
54,182
55,184
56,187
57,188
58,191
59,192
60,195
61,196
62,197
63,199
64,200
65,201
66,206
67,209
68,210
69,212
70,215
71,216
72,221
73,222
74,223
75,227
76,228
77,233
78,235
79,238
80,244
81,247
82,250
83,253
84,255
85,257
86,264
87,266
88,272
89,276
90,277
91,278
92,280
93,282
94,284
95,286
96,289
97,290
98,292
99,293
100,295
101,297
102,298
103,299
104,301
105,302
106,303
107,304
108,305
109,308
110,311
111,314
112,315
113,316
114,317
115,319
116,321
117,323
118,325
119,326
120,327
121,328
122,329
123,330
124,333
125,334
126,335
127,336
128,338
129,339
130,340
131,342
132,343
133,348
134,349
135,350
136,352
137,354
138,359
139,360
140,361
141,362
142,363
143,365
144,366
145,367
146,368
147,370
148,371
149,372
150,373
151,375
152,376
153,377
154,378
155,379
156,380
157,382
158,383
159,385
160,386
161,387
162,388
163,389
164,390
165,394
166,398
167,399
168,400
169,401
170,402
171,405
172,406
173,408
174,409
175,411
176,413
177,414
178,415
179,417
180,418
181,419
182,420
183,421
184,422
185,423
186,424
187,426
188,428
189,429
190,430
191,433
192,434
193,435
194,437
195,438
196,439
197,440
198,441
199,442
200,443
201,444
202,446
203,447
204,448
205,449
206,450
207,451
208,452
209,453
210,455
211,456
212,457
213,458
214,459
215,460
216,461
217,462
218,463
219,464
220,466
221,467
222,468
223,470
224,473
225,474
226,477
227,479
228,480
229,482
230,484
231,485
232,486
233,487
234,488
235,489
236,492
237,494
238,495
239,496
240,497
241,498
242,499
243,500
244,502
245,504
246,505
247,506
248,507
249,509
250,510
251,517
252,519
253,520
254,522
255,523
256,524
257,525
258,526
259,528
260,529
261,530
262,532
263,533
264,534
265,535
266,536
267,538
268,539
269,540
270,541
271,542
272,543
273,545
274,546
275,547
276,548
277,549
278,550
279,551
280,552
281,553
282,554
283,555
284,556
285,557
286,558
287,559
288,560
289,561
290,562
291,563
292,564
293,565
294,566
295,567
296,568
297,569
298,572
299,574
300,575
301,576
302,577
303,579
304,580
305,581
306,582
307,583
308,584
309,586
310,587
311,588
312,589
313,590
314,591
315,592
316,594
317,595
318,596
319,597
320,598
321,599
322,600
323,601
324,602
325,603
326,604
327,605
328,606
329,607
330,608
331,609
332,610
333,611
334,612
335,613
336,614
337,615
338,617
339,618
340,619
341,620
342,621
343,623
344,624
345,625
346,626
347,627
348,628
349,629
350,630
351,631
352,632
353,634
354,635
355,636
356,637
357,638
358,639
359,640
360,642
361,643
362,644
363,645
364,646
365,647
366,648
367,649
368,650
369,651
370,652
371,653
372,654
373,655
374,656
375,657
376,658
377,659
378,660
379,661
380,662
381,663
