descendant_obs_id,ancestor_obs_id
0,0
1,2
2,3
3,6
4,8
5,9
6,11
7,12
8,15
9,16
10,17
11,18
12,19
13,20
14,28
15,29
16,30
17,32
18,33
19,35
20,39
21,41
22,43
23,45
24,46
25,49
26,50
27,51
28,52
29,54
30,55
31,58
32,60
33,62
34,64
35,65
36,67
37,69
38,74
39,75
40,77
41,78
42,79
43,81
44,82
45,83
46,84
47,85
48,86
49,87
50,89
51,90
52,91
53,93
54,95
55,96
56,100
57,101
58,102
59,103
60,104
61,106
62,107
63,109
64,110
65,113
66,116
67,121
68,122
69,124
70,125
71,126
72,130
73,132
74,133
75,134
76,135
77,137
78,38
79,31
80,129
81,5
82,118
83,31
84,120
85,120
86,131
87,131
88,5
89,136
90,63
91,63
92,26
93,99
94,99
95,111
96,40
97,40
98,31
99,31
100,129
101,129
102,37
103,72
104,112
105,80
106,80
107,68
108,68
109,97
110,97
111,88
112,88
113,61
114,61
115,66
116,66
117,115
118,36
119,25
120,23
121,111
122,111
123,53
124,108
125,14
126,14
127,70
128,108
129,118
130,118
131,71
132,71
133,26
134,128
135,108
136,108
137,98
138,98
139,108
140,108
141,53
142,108
143,108
144,53
145,53
146,7
147,123
148,123
149,115
150,115
151,10
152,7
153,7
154,21
155,21
156,88
157,88
158,59
159,59
160,128
161,128
162,56
163,56
164,23
165,23
166,136
167,136
168,47
169,37
170,37
171,72
172,22
173,22
174,98
175,7
176,7
177,38
178,44
179,44
180,98
181,98
182,92
183,92
184,23
185,23
186,27
187,27
188,76
189,76
190,72
191,72
192,70
193,70
194,114
195,98
196,98
197,48
198,112
199,5
200,5
201,26
202,26
203,24
204,24
205,105
206,105
207,34
208,22
209,127
210,119
211,119
212,108
213,114
214,114
215,48
216,7
217,7
218,47
219,47
220,22
221,22
222,10
223,10
224,10
225,10
226,4
227,4
228,94
229,94
230,48
231,48
232,13
233,108
234,108
235,105
236,42
237,42
238,117
239,117
240,34
241,34
242,105
243,105
244,25
245,25
246,1
247,1
248,73
249,73
250,34
251,34
252,13
253,13
254,112
255,112
256,36
257,36
258,57
259,57
260,38
261,38
262,127
263,127
264,127
