descendant_obs_id,ancestor_obs_id
0,0
1,2
2,3
3,5
4,6
5,7
6,8
7,9
8,11
9,12
10,13
11,14
12,15
13,16
14,21
15,22
16,23
17,24
18,25
19,26
20,27
21,28
22,30
23,32
24,33
25,36
26,37
27,38
28,39
29,40
30,41
31,44
32,46
33,47
34,48
35,49
36,50
37,51
38,53
39,54
40,56
41,57
42,58
43,59
44,60
45,61
46,62
47,63
48,64
49,65
50,66
51,67
52,68
53,70
54,72
55,73
56,74
57,75
58,76
59,77
60,78
61,79
62,80
63,81
64,82
65,83
66,85
67,88
68,89
69,91
70,92
71,93
72,96
73,97
74,98
75,99
76,100
77,101
78,102
79,104
80,105
81,106
82,107
83,108
84,109
85,110
86,111
87,112
88,113
89,115
90,120
91,121
92,122
93,123
94,124
95,126
96,127
97,128
98,129
99,130
100,131
101,132
102,133
103,136
104,139
105,140
106,141
107,142
108,143
109,144
110,145
111,146
112,147
113,148
114,149
115,150
116,151
117,152
118,154
119,157
120,159
121,160
122,161
123,162
124,166
125,167
126,168
127,170
128,174
129,177
130,178
131,184
132,185
133,187
134,95
135,173
136,173
137,180
138,180
139,182
140,182
141,163
142,179
143,179
144,163
145,163
146,175
147,90
148,90
149,153
150,153
151,119
152,176
153,176
154,17
155,17
156,117
157,117
158,45
159,45
160,95
161,95
162,42
163,42
164,158
165,158
166,116
167,116
168,34
169,134
170,134
171,137
172,18
173,18
174,181
175,175
176,175
177,103
178,31
179,31
180,181
181,181
182,69
183,69
184,135
185,135
186,20
187,20
188,55
189,55
190,137
191,137
192,169
193,169
194,84
195,125
196,125
197,35
198,138
199,114
200,114
201,186
202,186
203,19
204,19
205,164
206,164
207,171
208,18
209,94
210,87
211,87
212,183
213,84
214,84
215,35
216,175
217,175
218,34
219,34
220,18
221,18
222,119
223,119
224,118
225,118
226,4
227,4
228,71
229,71
230,35
231,35
232,10
233,183
234,183
235,165
236,29
237,29
238,86
239,86
240,172
241,172
242,165
243,165
244,156
245,156
246,1
247,1
248,52
249,52
250,171
251,171
252,10
253,10
254,138
255,138
256,155
257,155
258,43
259,43
260,103
261,103
262,94
263,94
264,94
