descendant_obs_id,ancestor_obs_id
0,0
1,1
2,2
3,3
4,4
5,6
6,8
7,9
8,11
9,12
10,13
11,15
12,16
13,17
14,18
15,19
16,20
17,21
18,22
19,24
20,27
21,28
22,29
23,30
24,32
25,33
26,35
27,39
28,41
29,42
30,43
31,44
32,45
33,46
34,47
35,48
36,49
37,50
38,51
39,52
40,54
41,55
42,56
43,57
44,58
45,59
46,60
47,62
48,64
49,65
50,67
51,69
52,73
53,74
54,75
55,76
56,77
57,78
58,79
59,81
60,82
61,83
62,84
63,85
64,86
65,87
66,89
67,90
68,91
69,92
70,93
71,94
72,95
73,96
74,100
75,101
76,102
77,103
78,104
79,106
80,107
81,109
82,110
83,113
84,114
85,116
86,117
87,119
88,121
89,122
90,123
91,124
92,125
93,126
94,127
95,128
96,130
97,132
98,133
99,134
100,135
101,137
102,38
103,38
104,31
105,129
106,5
107,118
108,31
109,120
110,120
111,131
112,131
113,5
114,5
115,136
116,136
117,88
118,10
119,10
120,63
121,63
122,26
123,99
124,99
125,98
126,111
127,40
128,40
129,31
130,31
131,129
132,129
133,37
134,37
135,23
136,72
137,72
138,112
139,112
140,80
141,80
142,68
143,68
144,97
145,97
146,88
147,88
148,61
149,61
150,66
151,66
152,115
153,115
154,36
155,36
156,25
157,25
158,23
159,23
160,111
161,111
162,53
163,53
164,105
165,105
166,108
167,14
168,14
169,70
170,70
171,34
172,34
173,108
174,108
175,7
176,7
177,118
178,118
179,108
180,98
181,98
182,108
183,108
184,71
185,71
186,26
187,26
