obs_id,true_cell_id
0,0
1,1
2,2
3,3
4,5
5,7
6,9
7,10
8,13
9,14
10,15
11,17
12,18
13,19
14,20
15,21
16,22
17,24
18,25
19,27
20,31
21,32
22,33
23,34
24,36
25,38
26,44
27,50
28,52
29,54
30,56
31,59
32,60
33,62
34,63
35,65
36,67
37,68
38,70
39,71
40,75
41,76
42,78
43,79
44,81
45,82
46,83
47,86
48,88
49,89
50,98
51,101
52,106
53,107
54,110
55,111
56,112
57,113
58,114
59,116
60,117
61,118
62,119
63,120
64,121
65,122
66,125
67,126
68,127
69,128
70,129
71,131
72,132
73,133
74,137
75,138
76,139
77,140
78,141
79,144
80,145
81,147
82,148
83,151
84,152
85,154
86,155
87,157
88,159
89,160
90,161
91,162
92,163
93,164
94,165
95,166
96,168
97,170
98,171
99,172
100,173
101,175
102,176
103,177
104,179
105,180
106,182
107,184
108,187
109,188
110,189
111,190
112,191
113,192
114,193
115,194
116,195
117,197
118,198
119,199
120,200
121,201
122,203
123,204
124,205
125,207
126,209
127,210
128,211
129,212
130,213
131,214
132,215
133,216
134,217
135,218
136,220
137,221
138,222
139,223
140,224
141,225
142,226
143,227
144,230
145,231
146,232
147,233
148,234
149,235
150,236
151,237
152,238
153,239
154,240
155,241
156,242
157,243
158,244
159,245
160,246
161,247
162,248
163,249
164,250
165,251
166,252
167,254
168,255
169,256
170,257
171,258
172,259
173,260
174,261
175,262
176,263
177,264
178,265
179,266
180,268
181,269
182,270
183,271
184,272
185,273
186,274
187,275
