obs_id,true_cell_id
0,0
1,1
2,2
3,3
4,5
5,6
6,7
7,8
8,9
9,10
10,11
11,13
12,14
13,15
14,16
15,17
16,18
17,19
18,20
19,21
20,22
21,24
22,25
23,26
24,27
25,28
26,30
27,31
28,32
29,33
30,34
31,35
32,36
33,38
34,39
35,44
36,46
37,47
38,48
39,50
40,51
41,52
42,54
43,56
44,59
45,60
46,62
47,63
48,65
49,67
50,68
51,70
52,71
53,73
54,75
55,76
56,78
57,79
58,81
59,82
60,83
61,84
62,86
63,87
64,88
65,89
66,95
67,98
68,100
69,101
70,102
71,103
72,105
73,106
74,107
75,110
76,111
77,112
78,113
79,114
80,115
81,116
82,117
83,118
84,119
85,120
86,121
87,122
88,123
89,125
90,126
91,127
92,128
93,129
94,131
95,132
96,133
97,134
98,135
99,136
100,137
101,138
102,139
103,140
104,141
105,142
106,144
107,145
108,146
109,147
110,148
111,149
112,150
113,151
114,152
115,153
116,154
117,155
118,156
119,157
120,158
121,159
122,160
123,161
124,162
125,163
126,164
127,165
128,166
129,167
130,168
131,169
132,170
133,171
134,172
135,173
136,174
137,175
