obs_id,true_cell_id
0,9
1,13
2,14
3,17
4,20
5,23
6,25
7,26
8,28
9,29
10,31
11,34
12,35
13,37
14,49
15,51
16,56
17,59
18,62
19,67
20,69
21,78
22,81
23,85
24,86
25,88
26,89
27,92
28,94
29,97
30,100
31,102
32,104
33,105
34,106
35,107
36,113
37,115
38,118
39,122
40,123
41,126
42,127
43,128
44,129
45,130
46,131
47,133
48,134
49,136
50,138
51,147
52,150
53,151
54,153
55,154
56,160
57,162
58,163
59,166
60,167
61,169
62,173
63,175
64,177
65,178
66,181
67,187
68,191
69,192
70,196
71,199
72,201
73,203
74,204
75,206
76,209
77,210
78,211
79,212
80,214
81,215
82,217
83,218
84,220
85,221
86,222
87,226
88,227
89,228
90,229
91,231
92,233
93,235
94,236
95,237
96,239
97,242
98,244
99,245
100,246
101,247
102,248
103,250
104,251
105,257
106,258
107,259
108,260
109,261
110,263
111,265
112,266
113,267
114,268
115,274
116,276
117,278
118,280
119,282
120,284
121,285
122,286
123,289
124,290
125,291
126,293
127,294
128,296
129,297
130,298
131,300
132,301
133,302
134,303
135,304
136,306
137,307
138,308
139,309
140,310
141,311
142,313
143,314
144,315
145,316
146,318
147,319
148,320
149,321
150,322
151,323
152,324
153,325
154,326
155,327
156,328
157,329
158,332
159,333
160,334
161,338
162,339
163,340
164,341
165,342
166,343
167,344
168,346
169,347
170,348
171,349
172,350
173,351
174,353
175,354
176,355
177,356
178,357
179,361
180,362
181,363
182,365
183,366
184,367
185,368
186,370
187,371
188,373
189,374
190,375
191,377
192,378
193,379
194,380
195,381
196,382
197,383
198,384
199,385
200,386
201,387
202,389
203,390
204,391
205,392
206,393
207,394
208,395
209,396
210,397
211,400
212,401
213,402
214,403
215,404
216,405
217,407
218,408
219,410
220,411
221,412
222,413
223,414
224,415
225,416
226,417
227,418
228,419
229,420
230,421
231,423
232,424
233,425
234,426
235,428
236,429
237,430
238,431
239,432
240,433
241,434
242,435
243,436
244,437
245,438
246,439
247,440
248,441
249,442
250,443
251,444
252,446
253,447
254,448
255,449
256,450
257,451
258,452
259,453
260,454
261,455
262,456
263,457
264,458
265,460
266,461
267,462
268,463
269,464
270,465
271,466
272,467
273,468
274,469
275,470
276,471
277,472
278,473
279,474
280,475
281,477
282,478
283,479
284,480
285,481
286,482
287,483
288,484
289,485
290,486
291,487
292,488
293,489
294,490
295,491
