descendant_obs_id,ancestor_obs_id
0,0
1,3
2,4
3,7
4,8
5,9
6,10
7,11
8,12
9,13
10,15
11,19
12,20
13,23
14,25
15,27
16,28
17,29
18,31
19,33
20,34
21,35
22,36
23,37
24,38
25,39
26,40
27,42
28,43
29,45
30,47
31,49
32,50
33,51
34,52
35,53
36,56
37,58
38,59
39,60
40,61
41,62
42,63
43,64
44,65
45,66
46,67
47,68
48,70
49,71
50,72
51,73
52,74
53,77
54,78
55,79
56,81
57,82
58,84
59,85
60,86
61,87
62,89
63,90
64,91
65,94
66,96
67,97
68,98
69,99
70,100
71,101
72,103
73,106
74,108
75,110
76,111
77,112
78,113
79,114
80,116
81,118
82,119
83,120
84,121
85,122
86,123
87,127
88,128
89,129
90,130
91,131
92,132
93,135
94,136
95,137
96,138
97,139
98,141
99,142
100,146
101,148
102,149
103,150
104,152
105,154
106,155
107,156
108,158
109,159
110,160
111,161
112,163
113,164
114,165
115,166
116,168
117,169
118,170
119,171
120,172
121,174
122,175
123,177
124,178
125,180
126,181
127,182
128,185
129,186
130,189
131,192
132,193
133,195
134,196
135,197
136,200
137,201
138,203
139,204
140,205
141,206
142,207
143,209
144,210
145,212
146,213
147,215
148,218
149,220
150,221
151,223
152,227
153,228
154,229
155,230
156,231
157,232
158,233
159,234
160,235
161,236
162,237
163,240
164,242
165,243
166,245
167,248
168,249
169,251
170,253
171,254
172,256
173,257
174,260
175,261
176,262
177,263
178,264
179,265
180,269
181,270
182,271
183,272
184,273
185,274
186,276
187,277
188,278
189,279
190,26
191,26
192,244
193,244
194,125
195,109
196,109
197,224
198,224
199,80
200,80
201,214
202,214
203,133
204,32
205,32
206,151
207,151
208,17
209,17
210,275
211,190
212,183
213,167
214,167
215,144
216,144
217,143
218,190
219,190
220,226
221,226
222,57
223,41
224,226
225,226
226,48
227,102
228,102
229,55
230,55
231,250
232,157
233,147
234,147
235,83
236,83
237,250
238,250
239,124
240,124
241,6
242,268
243,225
244,225
245,126
246,126
247,18
248,18
249,187
250,187
251,1
252,1
253,88
254,88
255,191
256,280
257,280
258,259
259,259
260,76
261,76
262,241
263,241
264,255
265,69
266,69
267,255
268,145
269,145
270,115
271,115
272,183
273,183
274,194
275,194
276,179
277,179
278,202
279,202
280,198
281,198
282,275
283,275
284,24
285,157
286,157
287,16
288,16
289,133
290,133
291,188
292,188
293,268
294,268
295,211
296,211
297,176
298,176
299,216
300,216
301,21
302,143
303,143
304,2
305,184
306,54
307,54
308,173
309,266
310,24
311,140
312,140
313,259
314,259
315,281
316,281
317,219
318,219
319,24
320,24
321,184
322,184
323,266
324,266
325,126
326,126
327,208
328,208
329,21
330,21
331,48
332,48
333,57
334,22
335,22
336,239
337,239
338,247
339,247
340,107
341,107
342,259
343,259
344,153
345,153
346,217
347,217
348,252
349,252
350,104
351,104
352,238
353,125
354,125
355,14
356,14
357,255
358,255
359,44
360,44
361,30
362,30
363,117
364,117
365,5
366,5
367,95
368,95
369,41
370,41
371,30
372,30
373,2
374,93
375,93
376,162
377,162
378,2
379,2
380,151
381,151
382,57
383,57
384,88
385,88
386,173
387,173
388,258
389,258
390,199
391,199
392,222
393,222
394,134
395,134
396,246
397,246
398,92
399,92
400,75
401,75
402,238
403,238
404,267
405,267
406,191
407,191
408,183
409,183
410,173
411,173
412,105
413,105
414,46
415,46
416,6
417,6
