descendant_obs_id,ancestor_obs_id
0,1
1,2
2,3
3,4
4,7
5,9
6,10
7,11
8,12
9,13
10,14
11,15
12,16
13,17
14,18
15,20
16,21
17,22
18,23
19,26
20,27
21,28
22,29
23,30
24,31
25,32
26,33
27,34
28,35
29,36
30,37
31,38
32,39
33,40
34,41
35,42
36,44
37,45
38,47
39,48
40,50
41,53
42,54
43,55
44,56
45,57
46,58
47,59
48,61
49,62
50,63
51,65
52,66
53,67
54,71
55,73
56,74
57,77
58,79
59,80
60,81
61,83
62,85
63,86
64,88
65,89
66,91
67,93
68,94
69,95
70,100
71,102
72,103
73,105
74,107
75,108
76,109
77,110
78,111
79,112
80,114
81,115
82,116
83,118
84,119
85,121
86,122
87,123
88,124
89,126
90,129
91,130
92,131
93,132
94,134
95,135
96,136
97,137
98,140
99,141
100,142
101,143
102,144
103,145
104,146
105,147
106,149
107,152
108,153
109,154
110,155
111,156
112,158
113,160
114,161
115,164
116,165
117,166
118,167
119,168
120,169
121,171
122,173
123,174
124,175
125,176
126,177
127,178
128,179
129,180
130,181
131,182
132,183
133,184
134,186
135,187
136,188
137,190
138,191
139,139
140,139
141,0
142,117
143,117
144,128
145,128
146,159
147,159
148,125
149,125
150,5
151,98
152,150
153,150
154,64
155,64
156,51
157,120
158,120
159,189
160,189
161,113
162,113
163,162
164,162
165,82
166,0
167,0
168,172
169,172
170,78
171,78
172,60
173,60
174,87
175,87
176,43
177,43
178,106
179,104
180,104
181,76
182,76
183,25
184,25
185,82
186,82
187,170
188,170
189,19
190,19
191,96
192,96
193,75
194,75
195,96
196,133
197,24
198,24
199,97
200,97
201,90
202,90
203,5
204,5
205,106
206,106
207,99
208,133
209,133
210,8
211,8
212,70
213,70
214,68
215,68
216,52
217,52
218,82
219,82
220,98
221,98
222,49
223,49
224,92
225,92
226,150
227,150
228,185
229,185
230,157
231,157
232,99
233,99
234,72
235,127
236,127
237,148
238,148
239,6
240,6
241,51
242,51
243,192
244,192
245,72
246,72
247,185
248,185
249,163
250,163
251,96
252,96
253,84
254,84
255,138
256,138
257,46
258,46
259,69
260,69
261,151
262,151
263,101
264,101
