obs_id,true_cell_id
0,2
1,3
2,4
3,6
4,8
5,10
6,11
7,12
8,16
9,27
10,29
11,37
12,38
13,40
14,50
15,61
16,64
17,65
18,66
19,67
20,68
21,69
22,71
23,72
24,73
25,78
26,80
27,83
28,90
29,91
30,92
31,93
32,94
33,95
34,97
35,103
36,104
37,106
38,109
39,110
40,111
41,115
42,117
43,119
44,123
45,125
46,131
47,132
48,133
49,138
50,139
51,140
52,141
53,146
54,148
55,149
56,150
57,154
58,163
59,167
60,169
61,179
62,180
63,183
64,186
65,192
66,195
67,198
68,202
69,203
70,205
71,208
72,217
73,219
74,222
75,223
76,225
77,227
78,228
79,229
80,231
81,236
82,237
83,238
84,239
85,240
86,243
87,244
88,247
89,248
90,249
91,250
92,252
93,254
94,255
95,256
96,258
97,259
98,260
99,261
100,264
101,267
102,268
103,269
104,272
105,273
106,274
107,275
108,276
109,277
110,278
111,281
112,282
113,284
114,286
115,288
116,289
117,290
118,291
119,292
120,293
121,295
122,296
123,298
124,304
125,305
126,307
127,308
128,311
129,313
130,315
131,317
132,321
133,322
134,323
135,324
136,325
137,326
138,327
139,328
140,329
141,330
142,331
143,332
144,337
145,339
146,341
147,342
148,343
149,344
150,345
151,347
152,348
153,349
154,350
155,351
156,353
157,354
158,355
159,356
160,357
161,358
162,359
163,361
164,363
165,364
166,365
167,368
168,370
169,371
170,372
171,373
172,374
173,375
174,376
175,377
176,379
177,380
178,381
179,382
180,383
181,384
182,385
183,387
184,388
185,389
186,390
187,391
188,392
189,393
190,394
191,396
192,397
193,398
194,399
195,400
196,401
197,402
198,403
199,404
200,405
201,406
202,407
203,408
204,409
205,410
206,411
207,412
208,414
209,416
210,417
211,419
212,420
213,422
214,423
215,424
216,425
217,426
218,427
219,428
220,429
221,430
222,431
223,432
224,433
225,434
226,435
227,437
228,439
229,440
230,441
231,442
232,443
233,444
234,445
235,446
236,447
237,448
238,449
239,450
240,451
241,452
242,455
243,456
244,457
245,458
246,459
247,462
248,463
249,465
250,467
251,468
252,469
253,470
254,471
255,472
256,473
257,474
258,476
259,477
260,479
261,480
262,481
263,482
264,483
265,485
266,486
267,487
268,488
269,489
270,490
271,491
272,492
273,493
274,495
275,496
276,497
277,499
278,500
279,501
280,502
281,503
282,504
283,505
284,506
285,507
286,508
287,509
288,510
289,511
290,512
291,513
292,514
293,515
294,516
295,517
296,518
297,519
298,520
299,521
300,522
301,523
302,524
303,525
304,526
305,527
306,528
307,529
308,530
309,531
310,532
311,533
312,534
313,535
314,536
315,537
316,538
317,539
318,540
319,541
320,542
321,543
