obs_id,true_cell_id
0,1
1,2
2,3
3,4
4,5
5,6
6,7
7,8
8,9
9,10
10,11
11,12
12,14
13,16
14,19
15,23
16,24
17,27
18,29
19,31
20,32
21,35
22,37
23,38
24,40
25,42
26,43
27,44
28,46
29,48
30,49
31,50
32,52
33,56
34,57
35,58
36,59
37,61
38,64
39,65
40,66
41,67
42,68
43,69
44,71
45,72
46,73
47,74
48,76
49,77
50,78
51,80
52,83
53,86
54,89
55,90
56,91
57,92
58,93
59,94
60,95
61,96
62,97
63,99
64,100
65,101
66,103
67,104
68,106
69,107
70,108
71,109
72,110
73,111
74,112
75,114
76,115
77,117
78,119
79,121
80,122
81,123
82,125
83,126
84,127
85,129
86,131
87,132
88,133
89,135
90,136
91,137
92,138
93,139
94,140
95,141
96,142
97,144
98,145
99,146
100,148
101,149
102,150
103,151
104,153
105,154
106,156
107,157
108,158
109,159
110,161
111,162
112,163
113,164
114,166
115,167
116,168
117,169
118,170
119,171
120,172
121,173
122,174
123,176
124,178
125,179
126,180
127,182
128,183
129,184
130,185
131,186
132,188
133,189
134,190
135,191
136,192
137,193
138,194
139,195
140,196
141,197
142,198
143,199
144,200
145,201
146,202
147,203
148,204
149,205
150,206
151,207
152,208
153,209
154,210
155,211
