descendant_obs_id,ancestor_obs_id
0,0
1,2
2,5
3,6
4,7
5,9
6,11
7,12
8,13
9,14
10,16
11,21
12,22
13,24
14,25
15,26
16,28
17,30
18,33
19,36
20,37
21,38
22,39
23,40
24,41
25,44
26,46
27,47
28,48
29,49
30,50
31,51
32,56
33,57
34,58
35,59
36,61
37,62
38,63
39,64
40,65
41,66
42,70
43,72
44,73
45,74
46,76
47,77
48,79
49,82
50,83
51,85
52,88
53,89
54,91
55,99
56,100
57,101
58,106
59,107
60,108
61,109
62,110
63,111
64,112
65,113
66,115
67,121
68,122
69,124
70,126
71,127
72,128
73,130
74,131
75,132
76,139
77,140
78,141
79,143
80,145
81,146
82,147
83,148
84,149
85,150
86,151
87,152
88,154
89,157
90,159
91,160
92,162
93,168
94,178
95,184
96,185
97,95
98,173
99,173
100,180
101,180
102,182
103,163
104,179
105,179
106,163
107,163
108,90
109,90
110,153
111,119
112,176
113,17
114,117
115,45
116,95
117,95
118,42
119,42
120,158
121,116
122,116
123,34
124,134
125,137
126,18
127,18
128,181
129,175
130,175
131,31
132,31
133,181
134,181
135,69
136,135
137,135
138,20
139,55
140,55
141,137
142,169
143,125
144,35
145,138
146,114
147,114
148,186
149,19
150,19
151,164
152,171
153,18
154,87
155,87
156,183
157,84
158,34
159,18
160,18
161,119
162,118
163,4
164,71
165,71
166,35
167,35
168,183
169,165
170,86
171,86
172,172
173,165
174,1
175,1
176,52
177,171
178,171
179,10
180,138
181,138
182,155
183,43
184,43
185,103
186,94
187,94
188,78
189,94
190,94
191,94
192,94
193,54
194,54
195,175
196,164
197,35
198,165
199,165
200,20
201,20
202,158
203,158
204,23
205,103
206,103
207,136
208,136
209,167
210,170
211,170
212,84
213,117
214,117
215,137
216,137
217,80
218,182
219,167
220,125
221,156
222,156
223,119
224,119
225,8
226,8
227,98
228,60
229,32
230,32
231,53
232,53
233,153
234,153
235,45
236,45
237,123
238,123
239,176
240,176
241,169
242,169
243,176
244,69
245,69
246,29
247,29
248,118
249,118
250,164
251,164
252,78
253,78
254,120
255,175
256,175
257,129
258,129
259,67
260,17
261,17
262,125
263,125
264,161
265,10
266,29
267,29
268,96
269,96
270,144
271,144
272,175
273,175
274,98
275,98
276,80
277,80
278,176
279,133
280,133
281,120
282,120
283,34
284,34
285,174
286,174
287,3
288,3
289,10
290,10
291,75
292,75
293,97
294,15
295,15
296,93
297,172
298,172
299,186
300,186
301,166
302,103
303,103
304,68
305,187
306,187
307,68
308,102
309,102
310,52
311,52
312,67
313,67
314,176
315,176
316,84
317,84
318,156
319,156
320,182
321,182
322,68
323,68
324,84
325,84
326,142
327,142
328,105
329,105
330,183
331,183
332,81
333,81
334,97
335,97
336,175
337,175
338,93
339,93
340,34
341,4
342,4
343,60
344,60
345,23
346,23
347,155
348,155
349,104
350,104
351,176
352,176
353,60
354,60
355,134
356,134
357,10
358,10
359,92
360,92
361,27
362,27
363,166
364,166
365,177
366,177
367,35
368,35
369,78
370,78
371,161
372,161
373,34
374,34
375,167
376,167
