obs_id,x,y
0,12.964601,2.923600
1,11.329934,16.223994
2,14.468002,1.622161
3,11.532085,7.519546
4,3.613165,11.291838
5,14.222800,9.166268
6,12.634662,9.590753
7,16.513518,7.425817
8,12.643163,0.538118
9,-1.703946,9.114107
10,0.908084,5.839484
11,17.967678,7.379137
12,12.326279,15.334036
13,5.799485,2.550052
14,14.454821,12.304815
15,14.646430,-3.476670
16,11.773117,15.066991
17,18.802341,11.782886
18,22.194915,17.669908
19,14.529590,18.246120
20,16.549675,19.559613
21,11.996488,18.670237
22,7.076273,2.321188
23,15.177409,11.162250
24,14.000859,8.743172
25,15.479218,16.984851
26,16.798033,5.857424
27,7.878140,-0.134501
28,8.986553,8.961187
29,10.353459,3.990445
30,5.764622,7.633807
31,15.034381,12.649204
32,15.308088,3.786757
33,14.326023,7.685512
34,8.016805,4.656614
35,14.126166,4.399861
36,-3.438025,17.319003
37,3.794034,22.666089
38,1.562233,-5.251224
39,9.787063,7.366180
40,16.894725,21.178962
41,6.255660,7.072820
42,14.102950,7.802134
43,2.983835,6.270938
44,3.808678,8.591275
45,1.131460,4.021922
46,0.847492,3.932084
47,3.774875,7.174426
48,14.827181,26.282902
49,11.022715,17.204291
50,0.712845,18.891978
51,0.667333,23.587317
52,8.120051,6.571397
53,19.468817,21.969509
54,15.956478,17.966231
55,15.079809,15.508009
56,13.328395,8.064006
57,1.590960,-1.040235
58,5.570426,1.742367
59,6.306277,3.739745
60,15.479616,14.318690
61,12.001387,0.722480
62,3.776928,12.772149
63,3.798868,16.731966
64,5.398571,-0.065165
65,7.129635,7.060585
66,5.114563,5.741592
67,7.646802,9.016840
68,13.562872,15.299600
69,18.727913,0.309894
70,3.838107,6.209769
71,4.290749,6.453702
72,15.063679,22.786897
73,11.538212,11.814310
74,5.489481,9.728452
75,-1.241210,15.676663
76,6.085582,18.185512
77,11.741522,16.751505
78,8.888903,17.531529
79,12.818233,17.499143
80,-0.797023,23.174855
81,6.907901,4.633159
82,-1.254359,13.552850
83,-0.498806,11.530168
84,7.050751,16.440093
85,18.117035,11.539215
86,13.800153,10.745122
87,6.305300,14.155666
88,13.858141,-1.298719
89,20.228772,-2.399840
90,7.126164,14.449272
91,6.124698,12.624957
92,13.736415,5.465688
93,19.228378,7.355991
94,14.331075,12.049104
95,18.735185,3.657686
96,5.370748,13.961212
97,16.310369,1.529434
98,14.831268,1.448946
99,6.051020,11.974637
100,7.419465,9.927713
101,2.150177,3.429509
102,18.850014,5.175254
103,8.630613,21.887769
104,5.988728,11.266745
105,7.375568,8.483339
106,6.303263,3.971764
107,9.334892,4.854550
108,16.529175,3.393868
109,10.962694,12.513437
110,10.903993,11.432446
111,-2.425538,2.868435
112,-0.946795,5.828127
113,4.410669,11.773308
114,7.775724,13.643621
115,12.781841,18.091810
116,6.561892,-0.389578
117,3.302246,3.157749
118,6.700234,16.377774
119,8.677457,12.519480
120,7.084028,21.922057
121,11.606314,21.097975
122,11.832882,7.844653
123,6.669790,13.298119
124,7.014479,13.735080
125,12.859488,7.658832
126,10.696626,17.202891
127,12.919539,16.400915
128,13.585106,6.833043
129,1.573432,20.798368
130,3.622993,19.446002
131,6.546243,2.137096
132,11.416729,11.550538
133,12.105288,7.981784
134,3.211732,20.290952
135,6.749603,20.917569
136,8.540763,19.103276
137,13.097709,1.527294
138,13.323038,16.453020
139,10.413362,16.867559
140,4.520109,19.665531
141,4.139888,22.376778
142,4.029908,15.400086
143,4.225720,14.048370
144,8.200869,-3.680878
145,9.602071,-4.108117
146,5.303402,16.568708
147,17.976510,1.990840
148,20.164570,4.021976
149,13.179097,3.651408
150,10.905942,6.482048
151,10.086761,4.113507
152,8.607482,11.416890
153,8.928780,9.392096
154,15.539560,12.036512
155,14.619842,18.504109
156,10.037391,2.649522
157,11.838940,2.872534
158,14.656556,2.401781
159,12.718216,-0.264084
160,6.762111,7.669447
161,10.592634,6.850552
162,-3.487657,6.220304
163,-3.241503,7.873631
164,3.782422,13.770820
165,14.593917,18.435064
166,12.283648,16.390630
167,3.335863,15.028281
168,8.689905,15.106160
169,6.532682,16.013972
170,13.585515,15.095019
171,12.425605,16.771635
172,15.068727,3.868051
173,16.636176,18.612490
174,12.165660,16.459571
175,4.293262,14.781999
176,0.086948,18.644060
177,4.061394,3.224228
178,4.363997,1.064013
179,6.062192,6.886253
180,9.823295,14.942767
181,10.395253,14.740685
182,-0.705186,5.363171
183,3.439120,1.789552
184,9.657843,22.086555
185,8.786457,22.328768
186,18.794528,4.472305
187,5.634411,16.570246
188,5.173691,16.839440
189,19.657216,-3.073788
190,17.008090,-1.754265
191,12.964386,12.543244
192,9.250067,3.900537
193,6.598343,8.733050
194,17.760057,3.550414
195,20.461476,1.952625
196,1.782056,17.543764
197,5.381624,14.293569
198,10.609114,1.135165
199,10.169874,1.767259
200,6.066739,13.223944
201,4.026392,17.019646
202,1.850349,16.399693
203,6.938468,2.694238
204,9.206356,5.786881
205,18.656986,18.203281
206,17.521289,20.355844
207,-0.306810,20.562896
208,14.182412,0.685618
209,14.275351,1.085241
210,7.850301,12.863449
211,7.409009,16.155231
212,2.830751,17.042451
213,14.987310,-0.476734
214,17.900896,0.638737
215,8.789356,-0.127083
216,8.237113,0.902785
217,13.629798,9.836058
218,12.289865,10.236543
219,12.838631,8.936365
220,8.806255,22.345138
221,6.986611,20.358541
222,8.614410,20.379845
223,9.252210,3.620377
224,10.382605,1.970141
225,0.479337,18.086403
226,3.467227,17.867050
227,2.373291,8.290160
228,0.364012,16.217540
229,17.924856,0.827860
230,15.328979,-1.440607
231,16.684774,4.911364
232,16.168824,2.687215
233,9.343754,10.631873
234,11.164890,7.877090
235,7.476189,5.706600
236,12.346076,8.486038
237,11.495120,5.809972
238,13.649213,10.817263
239,14.064661,11.993351
240,4.474186,15.952904
241,3.236032,14.391135
242,12.779692,22.256736
243,9.774388,12.313348
244,17.247261,14.394809
245,3.344919,5.595045
246,8.801105,2.957349
