obs_id,true_cell_id
0,0
1,2
2,3
3,12
4,15
5,22
6,23
7,24
8,30
9,31
10,32
11,34
12,36
13,41
14,42
15,43
16,44
17,47
18,52
19,54
20,63
21,67
22,68
23,69
24,71
25,79
26,85
27,88
28,90
29,91
30,100
31,101
32,113
33,121
34,122
35,124
36,126
37,127
38,130
39,133
40,141
41,142
42,147
43,149
44,151
45,153
46,162
47,167
48,169
49,170
50,172
51,176
52,177
53,179
54,186
55,188
56,191
57,195
58,201
59,203
60,206
61,211
62,212
63,214
64,215
65,216
66,218
67,219
68,222
69,223
70,225
71,228
72,229
73,233
74,239
75,240
76,241
77,243
78,247
79,251
80,252
81,254
82,258
83,261
84,262
85,264
86,266
87,267
88,269
89,270
90,271
91,273
92,275
93,279
94,280
95,282
96,287
97,289
98,293
99,294
100,295
101,296
102,302
103,303
104,304
105,306
106,308
107,309
108,311
109,312
110,313
111,316
112,317
113,318
114,320
115,321
116,322
117,324
118,327
119,329
120,330
121,333
122,334
123,335
124,338
125,339
126,340
127,341
128,343
129,344
130,346
131,347
132,348
133,349
134,351
135,353
136,354
137,356
138,358
139,359
140,362
141,364
142,366
143,367
144,371
145,372
146,373
147,375
148,376
149,377
150,378
151,380
152,381
153,383
154,385
155,386
156,387
157,390
158,391
159,395
160,397
161,399
162,400
163,403
164,404
165,406
166,407
167,409
168,410
169,411
170,412
171,414
172,415
173,416
174,417
175,418
176,419
177,421
178,422
179,423
180,424
181,425
182,426
183,427
184,428
185,429
186,431
187,432
188,434
189,435
190,436
191,437
192,438
193,439
194,440
195,443
196,444
197,445
198,446
199,448
200,449
201,450
202,451
203,453
204,454
205,455
206,457
207,458
208,461
209,463
210,464
211,465
212,466
213,467
214,469
215,470
216,472
217,473
218,474
219,475
220,476
221,477
222,478
223,480
224,482
225,483
226,485
227,486
228,487
229,489
230,490
231,492
232,494
233,495
234,496
235,497
236,498
237,500
238,501
239,503
240,504
241,505
242,506
243,507
244,509
245,510
246,511
247,512
248,513
249,514
250,517
251,518
252,519
253,520
254,521
255,522
256,523
257,524
258,525
259,527
260,530
261,531
262,532
263,533
264,534
265,536
266,537
267,538
268,539
269,540
270,541
271,544
272,545
273,546
274,547
275,549
276,550
277,551
278,552
279,553
280,554
281,556
282,557
283,558
284,559
285,560
286,563
287,566
288,567
289,568
290,569
291,570
292,571
293,572
294,573
295,574
296,575
297,576
298,577
299,578
300,579
301,580
302,581
303,582
304,583
305,584
306,585
307,587
308,588
309,589
310,590
311,591
312,592
313,593
314,594
315,595
316,596
317,597
318,598
319,599
320,600
321,601
322,602
323,603
324,604
325,605
326,606
327,607
328,608
329,609
330,610
331,611
332,612
333,613
334,614
335,615
336,616
337,617
338,618
339,619
340,620
341,622
342,624
343,625
344,627
345,628
346,629
347,630
348,631
349,632
350,633
351,634
352,635
353,636
354,637
355,638
356,639
357,640
358,641
359,642
360,643
361,644
362,645
363,646
364,647
365,648
366,649
367,650
368,651
369,652
370,653
371,654
372,655
373,656
374,657
375,658
376,659
377,660
378,661
379,662
380,663
381,664
382,665
