obs_id,true_cell_id
0,2
1,4
2,6
3,7
4,14
5,17
6,18
7,19
8,24
9,25
10,26
11,27
12,28
13,29
14,30
15,35
16,36
17,37
18,38
19,46
20,48
21,53
22,54
23,55
24,59
25,60
26,62
27,63
28,64
29,65
30,66
31,67
32,68
33,70
34,71
35,72
36,74
37,76
38,78
39,79
40,82
41,92
42,96
43,98
44,100
45,102
46,104
47,107
48,110
49,112
50,113
51,119
52,124
53,125
54,134
55,139
56,140
57,145
58,149
59,150
60,151
61,154
62,156
63,157
64,160
65,161
66,163
67,166
68,168
69,170
70,177
71,180
72,182
73,184
74,187
75,188
76,189
77,190
78,191
79,192
80,197
81,198
82,201
83,204
84,205
85,209
86,210
87,212
88,213
89,215
90,218
91,219
92,221
93,222
94,224
95,226
96,227
97,228
98,231
99,232
100,233
101,234
102,235
103,236
104,237
105,238
106,240
107,243
108,244
109,245
110,246
111,247
112,249
113,251
114,252
115,256
116,257
117,258
118,259
119,260
120,261
121,263
122,265
123,266
124,267
125,268
126,269
127,270
128,271
129,272
130,273
131,274
132,275
133,276
134,279
135,280
136,281
137,283
138,284
139,286
140,287
141,288
142,290
143,291
144,292
145,293
146,294
147,295
148,296
149,297
150,299
151,301
152,304
153,305
154,306
155,307
156,308
157,310
158,311
159,312
160,313
161,314
162,315
163,316
164,317
165,321
166,322
167,323
168,324
169,325
170,326
171,327
172,328
173,329
174,330
175,331
176,332
177,333
178,335
179,338
180,339
181,340
182,341
183,342
184,343
185,344
186,345
187,346
188,347
189,348
190,349
191,350
192,353
193,354
194,355
195,357
196,358
197,360
198,361
199,362
200,363
201,364
202,365
203,366
204,367
205,368
206,369
207,371
208,372
209,373
210,374
211,375
212,376
213,377
214,378
215,379
216,380
217,381
218,382
219,383
220,384
221,385
222,386
223,387
224,388
225,389
226,390
227,391
228,392
229,393
230,394
231,395
232,396
233,397
234,398
235,400
236,401
237,402
238,403
239,404
240,405
241,406
242,407
243,408
244,409
245,410
246,411
247,412
248,413
249,414
250,415
251,416
252,417
253,418
254,419
255,420
256,421
257,422
258,423
259,424
260,425
261,426
262,427
263,428
264,429
