obs_id,true_cell_id
0,0
1,1
2,2
3,4
4,6
5,7
6,8
7,11
8,12
9,14
10,15
11,16
12,17
13,18
14,19
15,21
16,22
17,23
18,24
19,25
20,26
21,27
22,28
23,29
24,30
25,32
26,33
27,34
28,35
29,36
30,37
31,38
32,39
33,41
34,43
35,44
36,46
37,47
38,48
39,49
40,53
41,54
42,55
43,56
44,57
45,59
46,60
47,61
48,62
49,63
50,64
51,65
52,66
53,67
54,68
55,70
56,71
57,72
58,73
59,74
60,76
61,77
62,78
63,79
64,80
65,82
66,84
67,85
68,86
69,88
70,89
71,90
72,92
73,96
74,98
75,100
76,101
77,102
78,103
79,104
80,107
81,108
82,109
83,110
84,112
85,113
86,114
87,115
88,116
89,119
90,120
91,122
92,123
93,124
94,125
95,126
96,127
97,128
98,129
99,130
100,132
101,134
102,135
103,136
104,139
105,140
106,141
107,142
108,144
109,145
110,146
111,147
112,149
113,150
114,151
115,152
116,153
117,154
118,155
119,156
120,157
121,158
122,159
123,160
124,161
125,162
126,163
127,164
128,165
129,166
130,167
131,168
132,169
133,170
134,171
135,172
136,173
